table_name|column_name|data_type|nullable|distinct_values
"customer_demographics"|"cd_dep_college_count"|"int"|1|7
"date_dim"|"d_date_sk"|"int"|0|73049
"date_dim"|"d_date_id"|"string"|0|73049
"date_dim"|"d_date"|"string"|1|73049
"date_dim"|"d_month_seq"|"int"|1|2401
"date_dim"|"d_week_seq"|"int"|1|10436
"date_dim"|"d_quarter_seq"|"int"|1|801
"date_dim"|"d_year"|"int"|1|201
"date_dim"|"d_dow"|"int"|1|7
"date_dim"|"d_moy"|"int"|1|12
"date_dim"|"d_dom"|"int"|1|31
"date_dim"|"d_qoy"|"int"|1|4
"date_dim"|"d_fy_year"|"int"|1|201
"date_dim"|"d_fy_quarter_seq"|"int"|1|801
"date_dim"|"d_fy_week_seq"|"int"|1|10436
"date_dim"|"d_day_name"|"string"|1|7
"date_dim"|"d_quarter_name"|"string"|1|801
"date_dim"|"d_holiday"|"string"|1|2
"date_dim"|"d_weekend"|"string"|1|2
"date_dim"|"d_following_holiday"|"string"|1|2
"date_dim"|"d_first_dom"|"int"|1|2401
"date_dim"|"d_last_dom"|"int"|1|2401
"date_dim"|"d_same_day_ly"|"int"|1|73000
"date_dim"|"d_same_day_lq"|"int"|1|72698
"date_dim"|"d_current_day"|"string"|1|1
"date_dim"|"d_current_week"|"string"|1|1
"date_dim"|"d_current_month"|"string"|1|2
"date_dim"|"d_current_quarter"|"string"|1|2
"date_dim"|"d_current_year"|"string"|1|2
"household_demographics"|"hd_demo_sk"|"int"|0|7200
"household_demographics"|"hd_income_band_sk"|"int"|1|20
"household_demographics"|"hd_buy_potential"|"string"|1|6
"household_demographics"|"hd_dep_count"|"int"|1|10
"household_demographics"|"hd_vehicle_count"|"int"|1|6
"income_band"|"ib_income_band_sk"|"int"|0|20
"income_band"|"ib_lower_bound"|"int"|1|20
"income_band"|"ib_upper_bound"|"int"|1|20
"inventory"|"inv_date_sk"|"int"|0|261
"inventory"|"inv_item_sk"|"int"|0|18000
"inventory"|"inv_warehouse_sk"|"int"|0|5
"inventory"|"inv_quantity_on_hand"|"int"|1|1001
"item"|"i_item_sk"|"int"|0|18000
"item"|"i_item_id"|"string"|0|9000
"item"|"i_rec_start_date"|"string"|1|4
"item"|"i_rec_end_date"|"string"|1|3
"item"|"i_item_desc"|"string"|1|13453
"item"|"i_current_price"|"float"|1|2688
"item"|"i_wholesale_cost"|"float"|1|2040
"item"|"i_brand_id"|"int"|1|948
"item"|"i_brand"|"string"|1|712
"item"|"i_class_id"|"int"|1|16
"item"|"i_class"|"string"|1|99
"item"|"i_category_id"|"int"|1|10
"item"|"i_category"|"string"|1|10
"item"|"i_manufact_id"|"int"|1|994
"item"|"i_manufact"|"string"|1|989
"item"|"i_size"|"string"|1|7
"item"|"i_formulation"|"string"|1|13497
"item"|"i_color"|"string"|1|92
"item"|"i_units"|"string"|1|21
"item"|"i_container"|"string"|1|1
"item"|"i_manager_id"|"int"|1|100
"item"|"i_product_name"|"string"|1|17964
"promotion"|"p_promo_sk"|"int"|0|300
"promotion"|"p_promo_id"|"string"|0|300
"promotion"|"p_start_date_sk"|"int"|1|255
"promotion"|"p_end_date_sk"|"int"|1|249
"promotion"|"p_item_sk"|"int"|1|291
"promotion"|"p_cost"|"float"|1|1
"promotion"|"p_response_target"|"int"|1|1
"promotion"|"p_promo_name"|"string"|1|10
"promotion"|"p_channel_dmail"|"string"|1|2
"promotion"|"p_channel_email"|"string"|1|1
"promotion"|"p_channel_catalog"|"string"|1|1
"promotion"|"p_channel_tv"|"string"|1|1
"promotion"|"p_channel_radio"|"string"|1|1
"promotion"|"p_channel_press"|"string"|1|1
"promotion"|"p_channel_event"|"string"|1|1
"promotion"|"p_channel_demo"|"string"|1|1
"promotion"|"p_channel_details"|"string"|1|298
"promotion"|"p_purpose"|"string"|1|1
"promotion"|"p_discount_active"|"string"|1|1
"reason"|"r_reason_sk"|"int"|0|35
"reason"|"r_reason_id"|"string"|0|35
"reason"|"r_reason_desc"|"string"|1|34
"ship_mode"|"sm_ship_mode_sk"|"int"|0|20
"ship_mode"|"sm_ship_mode_id"|"string"|0|20
"ship_mode"|"sm_type"|"string"|1|6
"ship_mode"|"sm_code"|"string"|1|4
"ship_mode"|"sm_carrier"|"string"|1|20
"ship_mode"|"sm_contract"|"string"|1|20
"store"|"s_store_sk"|"int"|0|12
"store"|"s_store_id"|"string"|0|6
"store"|"s_rec_start_date"|"string"|1|4
"store"|"s_rec_end_date"|"string"|1|3
"store"|"s_closed_date_sk"|"int"|1|3
"store"|"s_store_name"|"string"|1|8
"store"|"s_number_employees"|"int"|1|9
"store"|"s_floor_space"|"int"|1|10
"store"|"s_hours"|"string"|1|2
"store"|"s_manager"|"string"|1|7
"store"|"s_market_id"|"int"|1|7
"store"|"s_geography_class"|"string"|1|1
"store"|"s_market_desc"|"string"|1|10
"store"|"s_market_manager"|"string"|1|7
"store"|"s_division_id"|"int"|1|1
"store"|"s_division_name"|"string"|1|1
"store"|"s_company_id"|"int"|1|1
"store"|"s_company_name"|"string"|1|1
"store"|"s_street_number"|"string"|1|9
"store"|"s_street_name"|"string"|1|12
"store"|"s_street_type"|"string"|1|8
"store"|"s_suite_number"|"string"|1|11
"store"|"s_city"|"string"|1|2
"store"|"s_county"|"string"|1|1
"store"|"s_state"|"string"|1|1
"store"|"s_zip"|"string"|1|2
"store"|"s_country"|"string"|1|1
"store"|"s_gmt_offset"|"float"|1|1
"store"|"s_tax_precentage"|"float"|1|5
"store_returns"|"sr_returned_date_sk"|"int"|1|2003
"store_returns"|"sr_return_time_sk"|"int"|1|32393
"store_returns"|"sr_item_sk"|"int"|0|17996
"store_returns"|"sr_customer_sk"|"int"|1|86999
"store_returns"|"sr_cdemo_sk"|"int"|1|258383
"store_returns"|"sr_hdemo_sk"|"int"|1|7200
"store_returns"|"sr_addr_sk"|"int"|1|49799
"store_returns"|"sr_store_sk"|"int"|1|6
"store_returns"|"sr_reason_sk"|"int"|1|35
"store_returns"|"sr_ticket_number"|"int"|0|169672
"store_returns"|"sr_return_quantity"|"int"|1|100
"store_returns"|"sr_return_amt"|"float"|1|113489
"store_returns"|"sr_return_tax"|"float"|1|29230
"store_returns"|"sr_return_amt_inc_tax"|"float"|1|141720
"store_returns"|"sr_fee"|"float"|1|9951
"store_returns"|"sr_return_ship_cost"|"float"|1|82103
"store_returns"|"sr_refunded_cash"|"float"|1|101889
"store_returns"|"sr_reversed_charge"|"float"|1|73365
"store_returns"|"sr_store_credit"|"float"|1|72202
"store_returns"|"sr_net_loss"|"float"|1|118454
"store_sales"|"ss_sold_date_sk"|"int"|1|1823
"store_sales"|"ss_sold_time_sk"|"int"|1|45647
"store_sales"|"ss_item_sk"|"int"|0|18000
"store_sales"|"ss_customer_sk"|"int"|1|90858
"store_sales"|"ss_cdemo_sk"|"int"|1|225783
"store_sales"|"ss_hdemo_sk"|"int"|1|7200
"store_sales"|"ss_addr_sk"|"int"|1|49600
"store_sales"|"ss_store_sk"|"int"|1|6
"store_sales"|"ss_promo_sk"|"int"|1|300
"store_sales"|"ss_ticket_number"|"int"|0|240000
"store_sales"|"ss_quantity"|"int"|1|100
"store_sales"|"ss_wholesale_cost"|"float"|1|9901
"store_sales"|"ss_list_price"|"float"|1|19727
"store_sales"|"ss_sales_price"|"float"|1|18686
"store_sales"|"ss_ext_discount_amt"|"float"|1|209365
"store_sales"|"ss_ext_sales_price"|"float"|1|411391
"store_sales"|"ss_ext_wholesale_cost"|"float"|1|380588
"store_sales"|"ss_ext_list_price"|"float"|1|578761
"store_sales"|"ss_ext_tax"|"float"|1|78652
"store_sales"|"ss_coupon_amt"|"float"|1|209365
"store_sales"|"ss_net_paid"|"float"|1|463256
"store_sales"|"ss_net_paid_inc_tax"|"float"|1|618874
"store_sales"|"ss_net_profit"|"float"|1|566151
"time_dim"|"t_time_sk"|"int"|0|86400
"time_dim"|"t_time_id"|"string"|0|86400
"time_dim"|"t_time"|"int"|1|86400
"time_dim"|"t_hour"|"int"|1|24
"time_dim"|"t_minute"|"int"|1|60
"time_dim"|"t_second"|"int"|1|60
"time_dim"|"t_am_pm"|"string"|1|2
"time_dim"|"t_shift"|"string"|1|3
"time_dim"|"t_sub_shift"|"string"|1|4
"time_dim"|"t_meal_time"|"string"|1|3
"warehouse"|"w_warehouse_sk"|"int"|0|5
"warehouse"|"w_warehouse_id"|"string"|0|5
"warehouse"|"w_warehouse_name"|"string"|1|4
"warehouse"|"w_warehouse_sq_ft"|"int"|1|4
"warehouse"|"w_street_number"|"string"|1|4
"warehouse"|"w_street_name"|"string"|1|4
"warehouse"|"w_street_type"|"string"|1|4
"warehouse"|"w_suite_number"|"string"|1|4
"warehouse"|"w_city"|"string"|1|1
"warehouse"|"w_county"|"string"|1|1
"warehouse"|"w_state"|"string"|1|1
"warehouse"|"w_zip"|"string"|1|1
"warehouse"|"w_country"|"string"|1|1
"warehouse"|"w_gmt_offset"|"float"|1|1
"web_page"|"wp_web_page_sk"|"int"|0|60
"web_page"|"wp_web_page_id"|"string"|0|30
"web_page"|"wp_rec_start_date"|"string"|1|4
"web_page"|"wp_rec_end_date"|"string"|1|3
"web_page"|"wp_creation_date_sk"|"int"|1|9
"web_page"|"wp_access_date_sk"|"int"|1|40
"web_page"|"wp_autogen_flag"|"string"|1|2
"web_page"|"wp_customer_sk"|"int"|1|17
"web_page"|"wp_url"|"string"|1|1
"web_page"|"wp_type"|"string"|1|7
"web_page"|"wp_char_count"|"int"|1|42
"web_page"|"wp_link_count"|"int"|1|21
"web_page"|"wp_image_count"|"int"|1|7
"web_page"|"wp_max_ad_count"|"int"|1|5
"web_returns"|"wr_returned_date_sk"|"int"|1|2113
"web_returns"|"wr_returned_time_sk"|"int"|1|44796
"web_returns"|"wr_item_sk"|"int"|0|17029
"web_returns"|"wr_refunded_customer_sk"|"int"|1|49450
"web_returns"|"wr_refunded_cdemo_sk"|"int"|1|67182
"web_returns"|"wr_refunded_hdemo_sk"|"int"|1|7199
"web_returns"|"wr_refunded_addr_sk"|"int"|1|37262
"web_returns"|"wr_returning_customer_sk"|"int"|1|49544
"web_returns"|"wr_returning_cdemo_sk"|"int"|1|67206
"web_returns"|"wr_returning_hdemo_sk"|"int"|1|7200
"web_returns"|"wr_returning_addr_sk"|"int"|1|37237
"web_returns"|"wr_web_page_sk"|"int"|1|60
"web_returns"|"wr_reason_sk"|"int"|1|35
"web_returns"|"wr_order_number"|"int"|0|42249
"web_returns"|"wr_return_quantity"|"int"|1|100
"web_returns"|"wr_return_amt"|"float"|1|49198
"web_returns"|"wr_return_tax"|"float"|1|18341
"web_returns"|"wr_return_amt_inc_tax"|"float"|1|54753
"web_returns"|"wr_fee"|"float"|1|9946
"web_returns"|"wr_return_ship_cost"|"float"|1|40723
"web_returns"|"wr_refunded_cash"|"float"|1|44381
"web_returns"|"wr_reversed_charge"|"float"|1|34461
"web_returns"|"wr_account_credit"|"float"|1|34198
"web_returns"|"wr_net_loss"|"float"|1|51830
"web_sales"|"ws_sold_date_sk"|"int"|1|1823
"web_sales"|"ws_sold_time_sk"|"int"|1|41020
"web_sales"|"ws_ship_date_sk"|"int"|1|1946
"web_sales"|"ws_item_sk"|"int"|0|18000
"web_sales"|"ws_bill_customer_sk"|"int"|1|45161
"web_sales"|"ws_bill_cdemo_sk"|"int"|1|59093
"web_sales"|"ws_bill_hdemo_sk"|"int"|1|7197
"web_sales"|"ws_bill_addr_sk"|"int"|1|34971
"web_sales"|"ws_ship_customer_sk"|"int"|1|45196
"web_sales"|"ws_ship_cdemo_sk"|"int"|1|59070
"web_sales"|"ws_ship_hdemo_sk"|"int"|1|7197
"web_sales"|"ws_ship_addr_sk"|"int"|1|34998
"web_sales"|"ws_web_page_sk"|"int"|1|60
"web_sales"|"ws_web_site_sk"|"int"|1|30
"web_sales"|"ws_ship_mode_sk"|"int"|1|20
"web_sales"|"ws_warehouse_sk"|"int"|1|5
"web_sales"|"ws_promo_sk"|"int"|1|300
"web_sales"|"ws_order_number"|"int"|0|60000
"web_sales"|"ws_quantity"|"int"|1|100
"web_sales"|"ws_wholesale_cost"|"float"|1|9901
"web_sales"|"ws_list_price"|"float"|1|29070
"web_sales"|"ws_sales_price"|"float"|1|24620
"web_sales"|"ws_ext_discount_amt"|"float"|1|282972
"web_sales"|"ws_ext_sales_price"|"float"|1|282572
"web_sales"|"ws_ext_wholesale_cost"|"float"|1|273010
"web_sales"|"ws_ext_list_price"|"float"|1|388373
"web_sales"|"ws_ext_tax"|"float"|1|68432
"web_sales"|"ws_coupon_amt"|"float"|1|96930
"web_sales"|"ws_ext_ship_cost"|"float"|1|197833
"web_sales"|"ws_net_paid"|"float"|1|297990
"web_sales"|"ws_net_paid_inc_tax"|"float"|1|366296
"web_sales"|"ws_net_paid_inc_ship"|"float"|1|372292
"web_sales"|"ws_net_paid_inc_ship_tax"|"float"|1|460686
"web_sales"|"ws_net_profit"|"float"|1|337469
"web_site"|"web_site_sk"|"int"|0|30
"web_site"|"web_site_id"|"string"|0|15
"web_site"|"web_rec_start_date"|"string"|1|4
"web_site"|"web_rec_end_date"|"string"|1|3
"web_site"|"web_name"|"string"|1|5
"web_site"|"web_open_date_sk"|"int"|1|15
"web_site"|"web_close_date_sk"|"int"|1|10
"web_site"|"web_class"|"string"|1|1
"web_site"|"web_manager"|"string"|1|22
"web_site"|"web_mkt_id"|"int"|1|6
"web_site"|"web_mkt_class"|"string"|1|22
"web_site"|"web_mkt_desc"|"string"|1|18
"web_site"|"web_market_manager"|"string"|1|25
"web_site"|"web_company_id"|"int"|1|6
"web_site"|"web_company_name"|"string"|1|6
"web_site"|"web_street_number"|"string"|1|18
"web_site"|"web_street_name"|"string"|1|30
"web_site"|"web_street_type"|"string"|1|15
"web_site"|"web_suite_number"|"string"|1|23
"web_site"|"web_city"|"string"|1|2
"web_site"|"web_county"|"string"|1|1
"web_site"|"web_state"|"string"|1|1
"web_site"|"web_zip"|"string"|1|2
"web_site"|"web_country"|"string"|1|1
"web_site"|"web_gmt_offset"|"float"|1|1
"web_site"|"web_tax_percentage"|"float"|1|10
