QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
105285333f5ba7f4,4891,4891,12642
105285333f5ba7f4,9807,9807,1050620
105285333f5ba7f4,9430,9430,2301137
105285333f5ba7f4,91,91,4051
105285333f5ba7f4,79346,79346,8257093
105285333f5ba7f4,1441548,1441548,2585480
105285333f5ba7f4,73049,73049,182996
105285333f5ba7f4,719384,719384,1164259
2e0ad00e44492b13,459,459,7963
2e0ad00e44492b13,932,932,232656
2e0ad00e44492b13,897,897,310394
2e0ad00e44492b13,120,120,5099
2e0ad00e44492b13,27787,27787,3155910
2e0ad00e44492b13,491,491,67959
2e0ad00e44492b13,62,62,22910
76277e5ed4da0819,274,274,9848
76277e5ed4da0819,91,91,6565
76277e5ed4da0819,80124,80124,8344749
76277e5ed4da0819,40686,40686,3798839
76277e5ed4da0819,12,12,7194
76277e5ed4da0819,6149,6149,640974
76277e5ed4da0819,1,1,5657
a203e0bb1c413813,366,366,4261
a203e0bb1c413813,143138,143138,12971331
a203e0bb1c413813,5,5,8102
a203e0bb1c413813,30,30,4191
a203e0bb1c413813,20,20,4260
747848d0ca9ebfbb,91,91,5588
747848d0ca9ebfbb,41350,41350,3698541
747848d0ca9ebfbb,4539,4539,590825
747848d0ca9ebfbb,50000,50000,62023
77eb7251971f23d,1,1,8381
7a9fe6a252b82d52,24,24,8940
c1558ce7f598faf2,91,91,8242
c1558ce7f598faf2,21363,21363,2159420
c1558ce7f598faf2,1755,1755,330649
c1558ce7f598faf2,50000,50000,61604
c1558ce7f598faf2,8176,8176,689237
c1558ce7f598faf2,10,10,3912
a328efe777ccc703,1800,1800,10337
a328efe777ccc703,1,1,18998
a328efe777ccc703,720,720,5378
a328efe777ccc703,870,870,125024
48102a81fee54f33,39,39,4889
48102a81fee54f33,6656,6656,1859782
48102a81fee54f33,149,149,21163
10dbdaceb474245a,18000,18000,52874
10dbdaceb474245a,27440,27440,39044
10dbdaceb474245a,366,366,3632
10dbdaceb474245a,287535,287535,24623346
10dbdaceb474245a,300,300,8941
dfd5d73db008470,30,30,3982
dfd5d73db008470,321,321,9360
dfd5d73db008470,1503,1503,460284
e9628864b4c79dc2,7200,7200,24027
e9628864b4c79dc2,1920800,1920800,5396980
e9628864b4c79dc2,2880404,2880404,5808301
e9628864b4c79dc2,365,365,6845
e9628864b4c79dc2,21130,21130,1816827
e9628864b4c79dc2,12,12,4959
62abd1717043ab45,366,366,15646
62abd1717043ab45,55820,55820,5562444
62abd1717043ab45,12,12,8800
62abd1717043ab45,34832,34832,3703920
33a6c8baa243ee1a,137519,137519,76481
33a6c8baa243ee1a,137224,137224,65235
33a6c8baa243ee1a,137515,137515,63909
33a6c8baa243ee1a,137937,137937,62092
33a6c8baa243ee1a,137032,137032,61464
33a6c8baa243ee1a,137360,137360,62791
a5ed8e369e84a26a,18000,18000,29056
a5ed8e369e84a26a,27440,27440,44771
a5ed8e369e84a26a,366,366,4261
a5ed8e369e84a26a,553861,553861,59335559
a5ed8e369e84a26a,300,300,10826
b5449accdea88518,1800,1800,7124
b5449accdea88518,1,1,21652
b5449accdea88518,7200,7200,15087
b5449accdea88518,4129,4129,516509
b5449accdea88518,1800,1800,5308
b5449accdea88518,4533,4533,555413
b5449accdea88518,1800,1800,8940
b5449accdea88518,3960,3960,482564
b5449accdea88518,1800,1800,7054
b5449accdea88518,4726,4726,575040
b5449accdea88518,1800,1800,5518
b5449accdea88518,2334,2334,309277
b5449accdea88518,1800,1800,7892
b5449accdea88518,7115,7115,828860
b5449accdea88518,1800,1800,5797
b5449accdea88518,7538,7538,874469
b5449accdea88518,1800,1800,5937
b5449accdea88518,4564,4564,555064
d226deafa3236031,30,30,7893
d226deafa3236031,58913,58913,6164445
d226deafa3236031,122,122,4400
d226deafa3236031,17882,17882,1822206
d226deafa3236031,1096,1096,8870
d226deafa3236031,117189,117189,10508850
d226deafa3236031,12,12,7544
d226deafa3236031,1,1,6006
b3cb9453eb547241,92,92,4400
b3cb9453eb547241,147381,147381,15204997
b3cb9453eb547241,11315,11315,1020725
b3cb9453eb547241,91,91,7264
b3cb9453eb547241,79545,79545,8396086
b3cb9453eb547241,6461,6461,603397
b3cb9453eb547241,91,91,5867
b3cb9453eb547241,84199,84199,8819352
b3cb9453eb547241,6869,6869,620300
b3cb9453eb547241,20826,20826,2130155
b3cb9453eb547241,1709,1709,238174
b3cb9453eb547241,21652,21652,2136022
b3cb9453eb547241,1768,1768,178177
b3cb9453eb547241,37602,37602,3560596
b3cb9453eb547241,3034,3034,270792
c3eb0f228a4c62a1,239,239,7962
1f3f852eeffeb3fb,1096,1096,21373
1f3f852eeffeb3fb,4800,4800,11245
1f3f852eeffeb3fb,41026,41026,4294675
1f3f852eeffeb3fb,12,12,7893
1f3f852eeffeb3fb,349,349,89542
f2542843ada8b55c,100000,100000,136478
f2542843ada8b55c,94215,94215,13186666
f2542843ada8b55c,50000,50000,66144
f2542843ada8b55c,274,274,3911
f2542843ada8b55c,78962,78962,7388981
f2542843ada8b55c,159183,159183,13679427
f2542843ada8b55c,306745,306745,30955769
ec84b20b69353252,287514,287514,362360
ec84b20b69353252,73049,73049,94082
ec84b20b69353252,3,3,5378
ec84b20b69353252,21,21,8312
ec84b20b69353252,18000,18000,24027
ec84b20b69353252,144067,144067,167839
ec84b20b69353252,71763,71763,89053
ec84b20b69353252,2113,2113,183624
ec84b20b69353252,73049,73049,88424
43e0ae6c5f21fc66,31,31,4959
43e0ae6c5f21fc66,31,31,14737
43e0ae6c5f21fc66,29757,29757,3591817
43e0ae6c5f21fc66,100000,100000,156664
43e0ae6c5f21fc66,50000,50000,94641
43e0ae6c5f21fc66,18000,18000,38625
43e0ae6c5f21fc66,18000,18000,25913
c472acfef2176cba,31,31,7334
c472acfef2176cba,180000,180000,16036022
c472acfef2176cba,18000,18000,26890
c472acfef2176cba,5,5,5448
c472acfef2176cba,28,28,8591
c472acfef2176cba,180000,180000,15929159
2b7e6ed9df8e2f99,72,72,19836
2b7e6ed9df8e2f99,108678,108678,11614577
2b7e6ed9df8e2f99,12,12,12573
2b7e6ed9df8e2f99,4800,4800,5239
2b7e6ed9df8e2f99,4,4,7822
ac2f9c4228030d9d,366,366,4540
ac2f9c4228030d9d,553861,553861,54592824
ac2f9c4228030d9d,12,12,10337
ea189fd9834a0c7c,31,31,8730
ea189fd9834a0c7c,180000,180000,16524943
ea189fd9834a0c7c,18000,18000,38834
ea189fd9834a0c7c,5,5,5168
ea189fd9834a0c7c,28,28,8172
ea189fd9834a0c7c,180000,180000,16375333
2f68c8df87906c39,30,30,3911
2f68c8df87906c39,321,321,9499
2f68c8df87906c39,1503,1503,463985
