QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
7892b628f929217a,10907,10907,13061
7892b628f929217a,327148,327148,41307679
7892b628f929217a,43628,43628,5183532
7892b628f929217a,1500000,1500000,3460787
7892b628f929217a,10000,10000,40581
7892b628f929217a,25,25,5448
5ae3617d2dec126b,56934,56934,68798
5ae3617d2dec126b,228021,228021,25671033
eb783ae587a58416,10876,10876,14179
eb783ae587a58416,326272,326272,38726599
eb783ae587a58416,43504,43504,5262388
eb783ae587a58416,1500000,1500000,3748761
eb783ae587a58416,10000,10000,38694
eb783ae587a58416,25,25,6216
5555d4bceea41a30,10947,10947,13061
5555d4bceea41a30,326644,326644,38627628
5555d4bceea41a30,43788,43788,5277404
5555d4bceea41a30,1500000,1500000,3595380
5555d4bceea41a30,10000,10000,40580
5555d4bceea41a30,25,25,6077
2b3b48f5f8c63576,10000,10000,17741
2b3b48f5f8c63576,1,1,4121
2b3b48f5f8c63576,5,5,5029
2b3b48f5f8c63576,30197,30197,2560196
2b3b48f5f8c63576,1350,1350,7823
2b3b48f5f8c63576,40199,40199,9517111
2b3b48f5f8c63576,12047,12047,2779232
2b3b48f5f8c63576,25,25,6356
e4f956c780ffb22a,10000,10000,21093
e4f956c780ffb22a,1,1,3842
e4f956c780ffb22a,5,5,6077
e4f956c780ffb22a,29952,29952,2663079
e4f956c780ffb22a,1327,1327,8242
e4f956c780ffb22a,39742,39742,9387267
e4f956c780ffb22a,12023,12023,2751992
e4f956c780ffb22a,25,25,6636
9762c3a887e47469,77313,77313,167350
9762c3a887e47469,200000,200000,377028
e7bb22c68d9903fa,200000,200000,512039
e7bb22c68d9903fa,500,500,261013
2fa6737db8f52313,150000,150000,472716
2fa6737db8f52313,1500000,1500000,1976006
68f8842939305c8e,10960,10960,15575
68f8842939305c8e,328167,328167,39204274
68f8842939305c8e,43840,43840,5176757
68f8842939305c8e,1500000,1500000,4040366
68f8842939305c8e,10000,10000,42117
68f8842939305c8e,25,25,6356
19ae7b7a1d3226b,57337,57337,65864
19ae7b7a1d3226b,229019,229019,25599790
7074e6b7f9e896be,10000,10000,18929
7074e6b7f9e896be,1,1,3842
7074e6b7f9e896be,5,5,5936
7074e6b7f9e896be,30197,30197,2575561
7074e6b7f9e896be,1331,1331,7124
7074e6b7f9e896be,40016,40016,9486099
7074e6b7f9e896be,12024,12024,2790128
7074e6b7f9e896be,25,25,8242
56c6c72d3f4c9d0f,10868,10868,13620
56c6c72d3f4c9d0f,325530,325530,40730962
56c6c72d3f4c9d0f,43472,43472,5178852
56c6c72d3f4c9d0f,1500000,1500000,3563599
56c6c72d3f4c9d0f,10000,10000,36180
56c6c72d3f4c9d0f,25,25,40580
73b23b8a1b9c71cd,200000,200000,539838
73b23b8a1b9c71cd,559,559,279942
372adc484b8fa830,150000,150000,254029
372adc484b8fa830,1500000,1500000,2466603
3db9ce4887350d09,10000,10000,20604
3db9ce4887350d09,1,1,3911
3db9ce4887350d09,5,5,5308
3db9ce4887350d09,29904,29904,2569346
3db9ce4887350d09,1320,1320,7055
3db9ce4887350d09,39694,39694,9312812
3db9ce4887350d09,11932,11932,2773155
3db9ce4887350d09,25,25,6705
ed6641de1dfe8bc1,726007,726007,46867
ed6641de1dfe8bc1,29968,29968,5867
ed6641de1dfe8bc1,30204,30204,4755238
6efe88bca5f93a8f,25,25,9290
6efe88bca5f93a8f,774,774,104350
6efe88bca5f93a8f,12092,12092,1297315
6efe88bca5f93a8f,119952,119952,11033811
6efe88bca5f93a8f,11298,11298,2797881
5e9a26b748af9519,228626,228626,40790
5e9a26b748af9519,1,1,11036
5e9a26b748af9519,5,5,7055
5e9a26b748af9519,2003,2003,197593
5e9a26b748af9519,183340,183340,34040578
5e9a26b748af9519,150000,150000,379891
4d7c2c73839ab778,25,25,7962
4d7c2c73839ab778,817,817,109798
4d7c2c73839ab778,11883,11883,1237946
4d7c2c73839ab778,118742,118742,11050993
4d7c2c73839ab778,11868,11868,2965510
716441263d3331d0,77905,77905,154499
716441263d3331d0,200000,200000,386875
afddbd311059b071,25,25,8871
afddbd311059b071,783,783,109518
afddbd311059b071,12016,12016,1158951
afddbd311059b071,119724,119724,11208076
afddbd311059b071,11270,11270,2808008
1aacb107fdbf7fbf,150000,150000,371509
1aacb107fdbf7fbf,1500000,1500000,2302395
d21ed09f3404b929,10000,10000,18160
d21ed09f3404b929,1,1,14528
d21ed09f3404b929,5,5,4889
d21ed09f3404b929,29904,29904,2510536
d21ed09f3404b929,1276,1276,7333
d21ed09f3404b929,38159,38159,9052847
d21ed09f3404b929,11646,11646,2688573
d21ed09f3404b929,25,25,8032
bc962ef422efc295,25,25,9220
bc962ef422efc295,812,812,103860
bc962ef422efc295,12185,12185,1196737
bc962ef422efc295,122161,122161,11978335
bc962ef422efc295,12063,12063,2968304
c939bfc65c2f7df4,227783,227783,42816
c939bfc65c2f7df4,1,1,10128
c939bfc65c2f7df4,5,5,6984
c939bfc65c2f7df4,1955,1955,239151
c939bfc65c2f7df4,178196,178196,33356719
c939bfc65c2f7df4,150000,150000,476558
fba9571f0e588fb5,2238,2238,8242
fba9571f0e588fb5,8952,8952,1144632
fba9571f0e588fb5,10517,10517,2726219
fba9571f0e588fb5,4643,4643,406433
fba9571f0e588fb5,1,1,4540
f632edfa7f34c022,25,25,8801
f632edfa7f34c022,791,791,108820
f632edfa7f34c022,12089,12089,1300388
f632edfa7f34c022,120950,120950,11216318
f632edfa7f34c022,11640,11640,2794528
f702225c6361ca48,25,25,6705
f702225c6361ca48,828,828,110146
f702225c6361ca48,11970,11970,1459008
f702225c6361ca48,118658,118658,11715017
f702225c6361ca48,12009,12009,2844957
ecfeeac6124271f3,10000,10000,17880
ecfeeac6124271f3,1,1,3912
ecfeeac6124271f3,5,5,5588
ecfeeac6124271f3,30183,30183,2650297
ecfeeac6124271f3,1345,1345,7195
ecfeeac6124271f3,40275,40275,9539671
ecfeeac6124271f3,11980,11980,2745287
ecfeeac6124271f3,25,25,7264
6cf267cd7600d268,79649,79649,128656
7b6bd0b84b3710d9,25,25,8382
7b6bd0b84b3710d9,810,810,102463
7b6bd0b84b3710d9,12120,12120,1176621
7b6bd0b84b3710d9,121492,121492,11417404
7b6bd0b84b3710d9,11956,11956,2911100
e94b1537cecea7b4,150000,150000,425640
e94b1537cecea7b4,1484020,1484020,80322
b8f2026884d8c3a8,10885,10885,13201
b8f2026884d8c3a8,325768,325768,40105773
b8f2026884d8c3a8,43540,43540,5129122
b8f2026884d8c3a8,1500000,1500000,3419019
b8f2026884d8c3a8,10000,10000,44911
b8f2026884d8c3a8,25,25,4679
d060259834fe79f7,10880,10880,12992
d060259834fe79f7,325928,325928,37942651
d060259834fe79f7,43520,43520,5169144
d060259834fe79f7,1500000,1500000,4048399
d060259834fe79f7,10000,10000,40999
d060259834fe79f7,25,25,5937
45337615a2f78d4e,114043,114043,144860
7994976cdc25c131,79478,79478,128795
99e86f072acca614,2169,2169,7893
99e86f072acca614,8676,8676,1109639
99e86f072acca614,9859,9859,2603500
99e86f072acca614,4502,4502,406083
99e86f072acca614,1,1,4400
5f321b46b9d2445d,25,25,9569
5f321b46b9d2445d,774,774,99041
5f321b46b9d2445d,12092,12092,1208192
5f321b46b9d2445d,119952,119952,11103447
5f321b46b9d2445d,11298,11298,2795576
5689aad98171d7d2,6001215,6001215,16122841
5689aad98171d7d2,1500000,1500000,3911431
5689aad98171d7d2,150000,150000,416560
497648c7e308ba08,76626,76626,129983
35d02c51742c5c76,56516,56516,35342
35d02c51742c5c76,113037,113037,16593951
35d02c51742c5c76,150000,150000,284482
35d02c51742c5c76,25,25,5518
b4a9d8860da090d4,260738,260738,297613
b4a9d8860da090d4,29486,29486,5490783
f407b6343e686343,79586,79586,125653
624c98b4f2dcea9d,10000,10000,22141
624c98b4f2dcea9d,1,1,4051
624c98b4f2dcea9d,5,5,5238
624c98b4f2dcea9d,30183,30183,3067624
624c98b4f2dcea9d,1362,1362,7264
624c98b4f2dcea9d,41080,41080,9679502
624c98b4f2dcea9d,12390,12390,2827076
624c98b4f2dcea9d,25,25,5936
913fa0955ef59461,10000,10000,23887
913fa0955ef59461,1,1,3981
913fa0955ef59461,5,5,5308
913fa0955ef59461,29952,29952,2563269
913fa0955ef59461,1349,1349,7194
913fa0955ef59461,40100,40100,9457253
913fa0955ef59461,12004,12004,2763935
913fa0955ef59461,25,25,7404
54c29f5f50c169e9,191994,191994,14947
54c29f5f50c169e9,118592,118592,10170937
54c29f5f50c169e9,10000,10000,20116
58d150518c8f1926,220,220,8311
58d150518c8f1926,6505,6505,2020707
58d150518c8f1926,6505,6505,1946950
8e622f0e207e6f18,721658,721658,47216
8e622f0e207e6f18,29752,29752,5867
8e622f0e207e6f18,30263,30263,4810555
394be8faae0702a1,1,1,4749
394be8faae0702a1,800000,800000,1617627
394be8faae0702a1,200000,200000,505334
394be8faae0702a1,6001215,6001215,16984389
394be8faae0702a1,190,190,52594
306bc6df7241ccf9,226645,226645,44282
306bc6df7241ccf9,1,1,9569
306bc6df7241ccf9,5,5,7333
306bc6df7241ccf9,1955,1955,194590
306bc6df7241ccf9,177994,177994,33444655
306bc6df7241ccf9,150000,150000,369833
59c6903e8d1101da,1,1,4121
59c6903e8d1101da,390,390,60556
59c6903e8d1101da,31200,31200,3291550
536dd168a332b7fe,261084,261084,298101
536dd168a332b7fe,29468,29468,5730563
20e42e320de74706,732879,732879,51406
20e42e320de74706,29968,29968,6635
20e42e320de74706,30385,30385,4843313
5b8fbc10c745e39,259281,259281,306903
5b8fbc10c745e39,29117,29117,5729865
8e477fc795ceaa60,57138,57138,71382
8e477fc795ceaa60,228955,228955,25525265
d5c636e19e8f112,55935,55935,70194
d5c636e19e8f112,223903,223903,25151940
f6311ed25cf11ce6,207,207,7683
f6311ed25cf11ce6,6312,6312,1872914
f6311ed25cf11ce6,6312,6312,1886045
d61fd9e7b69c5e1c,25,25,9638
d61fd9e7b69c5e1c,773,773,105956
d61fd9e7b69c5e1c,11937,11937,1157204
d61fd9e7b69c5e1c,119189,119189,11442757
d61fd9e7b69c5e1c,11345,11345,2821418
f5b4c95553e02910,790,790,7893
f5b4c95553e02910,1,1,3702
f5b4c95553e02910,5,5,4540
f5b4c95553e02910,1955,1955,166373
f5b4c95553e02910,595,595,129634
f5b4c95553e02910,5,5,4610
f5b4c95553e02910,1955,1955,163928
f5b4c95553e02910,595,595,66354
e9654abe67e3ba08,790,790,11035
e9654abe67e3ba08,1,1,4190
e9654abe67e3ba08,5,5,31500
e9654abe67e3ba08,2003,2003,181599
e9654abe67e3ba08,619,619,162531
e9654abe67e3ba08,5,5,4680
e9654abe67e3ba08,2003,2003,167560
e9654abe67e3ba08,619,619,68798
8ca77c27f027329d,57270,57270,64398
8ca77c27f027329d,229041,229041,25930929
6a41bc0efaa0bd6,793,793,8102
6a41bc0efaa0bd6,1,1,3563
6a41bc0efaa0bd6,5,5,4609
6a41bc0efaa0bd6,1987,1987,168398
6a41bc0efaa0bd6,580,580,129354
6a41bc0efaa0bd6,5,5,4680
6a41bc0efaa0bd6,1987,1987,165674
6a41bc0efaa0bd6,580,580,64817
85f4234992993c80,815,815,7823
85f4234992993c80,1,1,3772
85f4234992993c80,5,5,5378
85f4234992993c80,2003,2003,169655
85f4234992993c80,635,635,139342
85f4234992993c80,5,5,4540
85f4234992993c80,2003,2003,167071
85f4234992993c80,635,635,69426
aabd9a7ea3216d65,1,1,4261
aabd9a7ea3216d65,399,399,60416
aabd9a7ea3216d65,31920,31920,3394083
ce243643fa25f4,724121,724121,46936
ce243643fa25f4,30189,30189,5658
ce243643fa25f4,30263,30263,4792046
6de79e0ff3cde66e,57069,57069,68729
6de79e0ff3cde66e,228772,228772,25728027
eadbac3893d56f66,10782,10782,12852
eadbac3893d56f66,324125,324125,42025204
eadbac3893d56f66,43128,43128,5225649
eadbac3893d56f66,1500000,1500000,3413920
eadbac3893d56f66,10000,10000,43514
eadbac3893d56f66,25,25,5728
d4f9e149097d68f9,5886255,5886255,341127
9a1adec8eeee6ec1,5905015,5905015,290698
f0a40ffe87d431b1,227597,227597,42467
f0a40ffe87d431b1,1,1,9499
f0a40ffe87d431b1,5,5,7125
f0a40ffe87d431b1,2019,2019,200946
f0a40ffe87d431b1,184668,184668,34294119
f0a40ffe87d431b1,150000,150000,304597
6297251f15028a74,200000,200000,540815
6297251f15028a74,494,494,258848
57444d10d8dbc8b9,77186,77186,167071
57444d10d8dbc8b9,200000,200000,365572
548b15e67b35ba6b,229123,229123,159597
548b15e67b35ba6b,10000,10000,28008
10a29f9a2f853b35,756,756,9430
10a29f9a2f853b35,1,1,3632
10a29f9a2f853b35,5,5,5518
10a29f9a2f853b35,2003,2003,168748
10a29f9a2f853b35,615,615,135710
10a29f9a2f853b35,5,5,4540
10a29f9a2f853b35,2003,2003,167420
10a29f9a2f853b35,615,615,67680
f4516684c1a0528c,56349,56349,34783
f4516684c1a0528c,112798,112798,16637256
f4516684c1a0528c,150000,150000,205277
f4516684c1a0528c,25,25,3911
c074ef7db223ee78,76324,76324,126700
aa61c7c63d209daf,734771,734771,50220
aa61c7c63d209daf,29968,29968,6286
aa61c7c63d209daf,30517,30517,4776610
7b16c3f88789339,1,1,4121
7b16c3f88789339,376,376,59788
7b16c3f88789339,30080,30080,3419578
8368ab7c633a1ab2,79300,79300,131869
6fb3f7e54d76ceed,5956891,5956891,311093
44ec7c42799e66fa,1,1,7823
44ec7c42799e66fa,393,393,73477
44ec7c42799e66fa,31440,31440,5202529
7a589f8ab18426d6,5948421,5948421,312420
a6d3f28864ab737e,150000,150000,428783
a6d3f28864ab737e,1483615,1483615,83955
70918466ca2b12e7,726663,726663,43654
70918466ca2b12e7,30189,30189,6077
70918466ca2b12e7,30311,30311,4830322
6081c4fbd55e16ea,5927446,5927446,279034
8d5b7952e19e73c,224003,224003,171261
8d5b7952e19e73c,10000,10000,21792
60b9fcce6fd0723e,119019,119019,130332
c924415412bc1fe5,227597,227597,42606
c924415412bc1fe5,1,1,9219
c924415412bc1fe5,5,5,6984
c924415412bc1fe5,1955,1955,197034
c924415412bc1fe5,177655,177655,33278911
c924415412bc1fe5,150000,150000,313817
831b52708146a2fc,825,825,7823
831b52708146a2fc,1,1,3772
831b52708146a2fc,5,5,4680
831b52708146a2fc,2003,2003,169306
831b52708146a2fc,675,675,145419
831b52708146a2fc,5,5,4680
831b52708146a2fc,2003,2003,167491
831b52708146a2fc,675,675,73827
293f860d984d2aa6,57332,57332,70545
293f860d984d2aa6,230321,230321,26010274
5730a8235428bd67,2186,2186,8033
5730a8235428bd67,8744,8744,1119487
5730a8235428bd67,10077,10077,2639470
5730a8235428bd67,4532,4532,384292
5730a8235428bd67,1,1,4401
30f9c33deb29708f,57111,57111,65236
30f9c33deb29708f,227995,227995,25817500
f39f4116b27ebc04,733457,733457,50219
f39f4116b27ebc04,30142,30142,5657
f39f4116b27ebc04,30390,30390,4824455
4582f099547f7754,230363,230363,164347
4582f099547f7754,10000,10000,34014
e61e203cab97966a,729189,729189,50778
e61e203cab97966a,30189,30189,5728
e61e203cab97966a,30273,30273,4763270
f6190012594cc036,737165,737165,50987
f6190012594cc036,29949,29949,5658
f6190012594cc036,29866,29866,4758870
1f28a146cc97b628,801,801,7823
1f28a146cc97b628,1,1,3772
1f28a146cc97b628,5,5,4470
1f28a146cc97b628,2019,2019,169865
1f28a146cc97b628,633,633,138923
1f28a146cc97b628,5,5,4609
1f28a146cc97b628,2019,2019,169306
1f28a146cc97b628,633,633,69148
66497423f466cd35,57093,57093,71243
66497423f466cd35,228849,228849,25459960
9f57b28f52fd20ed,56934,56934,35901
9f57b28f52fd20ed,114028,114028,16635998
9f57b28f52fd20ed,150000,150000,272747
9f57b28f52fd20ed,25,25,3562
32494be5b6fe6fc3,227783,227783,43794
32494be5b6fe6fc3,1,1,10337
32494be5b6fe6fc3,5,5,7054
32494be5b6fe6fc3,2019,2019,205626
32494be5b6fe6fc3,183569,183569,33995598
32494be5b6fe6fc3,150000,150000,345317
939268245a9ddddf,10718,10718,13131
939268245a9ddddf,322603,322603,38598223
939268245a9ddddf,42872,42872,5119693
939268245a9ddddf,1500000,1500000,3666482
939268245a9ddddf,10000,10000,42606
939268245a9ddddf,25,25,6426
b60359462a1169c5,1,1,4330
b60359462a1169c5,413,413,63350
b60359462a1169c5,33040,33040,3568489
580bc766bcba5139,228637,228637,43793
580bc766bcba5139,1,1,9289
580bc766bcba5139,5,5,6985
580bc766bcba5139,2003,2003,199340
580bc766bcba5139,183230,183230,33970733
580bc766bcba5139,150000,150000,326390
d83cdc532da56832,57332,57332,58112
d83cdc532da56832,115292,115292,17068413
d83cdc532da56832,150000,150000,208839
d83cdc532da56832,25,25,5309
cede475d1331e7a4,187,187,9639
cede475d1331e7a4,5724,5724,1718066
cede475d1331e7a4,5724,5724,1709474
ba82d0c32a2d0968,25,25,8521
ba82d0c32a2d0968,816,816,105467
ba82d0c32a2d0968,12065,12065,1438962
ba82d0c32a2d0968,119830,119830,11746517
ba82d0c32a2d0968,11899,11899,2836925
409143bccde7fd31,228626,228626,44212
409143bccde7fd31,1,1,9429
409143bccde7fd31,5,5,6775
409143bccde7fd31,1987,1987,193403
409143bccde7fd31,181495,181495,33789134
409143bccde7fd31,150000,150000,179993
1a48bd3a39e20462,5940906,5940906,287974
46e8009fa6aa10d8,1,1,4051
46e8009fa6aa10d8,380,380,59648
46e8009fa6aa10d8,30400,30400,3381092
8dc3fd52eb6d3c3d,200000,200000,536275
8dc3fd52eb6d3c3d,562,562,284132
c285de8ddda592f2,229039,229039,147095
c285de8ddda592f2,10000,10000,22560
26fa2b5482e6fcbc,816,816,7893
26fa2b5482e6fcbc,1,1,3701
26fa2b5482e6fcbc,5,5,4609
26fa2b5482e6fcbc,2019,2019,169935
26fa2b5482e6fcbc,675,675,147095
26fa2b5482e6fcbc,5,5,4610
26fa2b5482e6fcbc,2019,2019,168538
26fa2b5482e6fcbc,675,675,74665
ed9ec0a400f7ec7f,1,1,4051
ed9ec0a400f7ec7f,420,420,56994
ed9ec0a400f7ec7f,33600,33600,3660686
fe56436b8c0d101,260181,260181,298032
fe56436b8c0d101,29171,29171,5522982
85c77cc53ff9fd3f,260536,260536,308160
85c77cc53ff9fd3f,29398,29398,5846647
df6e2c89797dffb1,260914,260914,299289
df6e2c89797dffb1,29444,29444,5520677
e16ba5ded0a91c94,183,183,8242
e16ba5ded0a91c94,5429,5429,1621678
e16ba5ded0a91c94,5429,5429,1733711
6f6600af042e5b0,1,1,4051
6f6600af042e5b0,405,405,64747
6f6600af042e5b0,32400,32400,3790319
ee94325d3e4bf0a8,261125,261125,293282
ee94325d3e4bf0a8,29105,29105,5813680
b9d744d428f1b8a1,6001215,6001215,15507849
b9d744d428f1b8a1,1500000,1500000,3991265
b9d744d428f1b8a1,150000,150000,318706
e91abaaf0361cf21,261067,261067,304737
e91abaaf0361cf21,29349,29349,5648564
40dd02fd8b65a557,261084,261084,293701
40dd02fd8b65a557,29468,29468,5577811
10e5998ac1cb05cc,150000,150000,420471
10e5998ac1cb05cc,1483868,1483868,82348
c64dec9688a08c55,6001215,6001215,16146380
c64dec9688a08c55,1500000,1500000,4063835
c64dec9688a08c55,150000,150000,398261
9eb6458e415e9749,150000,150000,417328
9eb6458e415e9749,1483804,1483804,81161
4e4cb5b90ba5de03,5853339,5853339,396793
b4a423000b41ba67,150000,150000,417399
b4a423000b41ba67,1483813,1483813,88006
20133198d3a5604f,150000,150000,402033
20133198d3a5604f,1483898,1483898,81859
5aa537e0d658225a,5865548,5865548,308997
3cc1f8a9198cab80,192062,192062,16413
3cc1f8a9198cab80,118944,118944,10131753
3cc1f8a9198cab80,10000,10000,22420
96d8fcdffa88f938,75292,75292,163439
96d8fcdffa88f938,200000,200000,435628
4c3c6d9bd8a2091e,57138,57138,36180
4c3c6d9bd8a2091e,114550,114550,16571321
4c3c6d9bd8a2091e,150000,150000,292653
4c3c6d9bd8a2091e,25,25,4889
f27e19dc8c403e8f,150000,150000,428155
f27e19dc8c403e8f,1483656,1483656,81719
6cb6d54beeff1622,200000,200000,516998
6cb6d54beeff1622,539,539,271351
f16984c46aa94970,5914748,5914748,288742
df58c685a959c044,75186,75186,176361
df58c685a959c044,200000,200000,521608
4b37ed37cf98bfac,57093,57093,35062
4b37ed37cf98bfac,114508,114508,16694249
4b37ed37cf98bfac,150000,150000,293562
4b37ed37cf98bfac,25,25,3911
c2b1ab1624cdc91c,228637,228637,43514
c2b1ab1624cdc91c,1,1,9709
c2b1ab1624cdc91c,5,5,7194
c2b1ab1624cdc91c,1987,1987,201854
c2b1ab1624cdc91c,181905,181905,33841448
c2b1ab1624cdc91c,150000,150000,419633
7c90cd3a1b165fad,190,190,8312
7c90cd3a1b165fad,5558,5558,1693759
7c90cd3a1b165fad,5558,5558,1667777
8f1f30dfee59c323,76969,76969,147723
8f1f30dfee59c323,200000,200000,387295
2f761954933ef04,1,1,4470
2f761954933ef04,407,407,58111
2f761954933ef04,32560,32560,3327032
dab074f4f1f6b006,74537,74537,165395
dab074f4f1f6b006,200000,200000,375211
a23672782a2a93af,77203,77203,164626
a23672782a2a93af,200000,200000,439469
cc8ca2d4264204b1,228914,228914,171192
cc8ca2d4264204b1,10000,10000,24516
21810eadacd14054,10723,10723,13341
21810eadacd14054,321617,321617,40796757
21810eadacd14054,42892,42892,5154267
21810eadacd14054,1500000,1500000,3676819
21810eadacd14054,10000,10000,42676
21810eadacd14054,25,25,6216
9ba244c4795319f2,224003,224003,145349
9ba244c4795319f2,10000,10000,23747
909500ae2ee65d1f,57556,57556,68798
909500ae2ee65d1f,229577,229577,25445362
129f61e2f3ecf0ef,230322,230322,146047
129f61e2f3ecf0ef,10000,10000,34364
dbd83f57b52f1255,808,808,7753
dbd83f57b52f1255,1,1,3632
dbd83f57b52f1255,5,5,4610
dbd83f57b52f1255,2019,2019,170912
dbd83f57b52f1255,670,670,143533
dbd83f57b52f1255,5,5,4610
dbd83f57b52f1255,2019,2019,168258
dbd83f57b52f1255,670,670,72570
a6887314ba57e85c,192032,192032,15575
a6887314ba57e85c,121336,121336,10346599
a6887314ba57e85c,10000,10000,20605
522ef8893e703a3a,76103,76103,134453
239bb106372cd9ad,76352,76352,176919
239bb106372cd9ad,200000,200000,357680
a44a3d6989b5b76a,150000,150000,247114
a44a3d6989b5b76a,1483918,1483918,83326
ab8e3343baeab48e,200000,200000,532644
ab8e3343baeab48e,569,569,277986
33d198b26945d669,223684,223684,143044
33d198b26945d669,10000,10000,23677
554a5f5419b5d610,119046,119046,138783
de539b0082efe7f2,796,796,9918
de539b0082efe7f2,1,1,3701
de539b0082efe7f2,5,5,4819
de539b0082efe7f2,1987,1987,167490
de539b0082efe7f2,604,604,134174
de539b0082efe7f2,5,5,4610
de539b0082efe7f2,1987,1987,165814
de539b0082efe7f2,604,604,67261
f048d2943c79146a,213,213,7403
f048d2943c79146a,6384,6384,1875358
f048d2943c79146a,6384,6384,1907836
3898d8ff5bfa1046,5963389,5963389,313677
cca164d8b97d6685,230322,230322,145140
cca164d8b97d6685,10000,10000,28287
5236ac4960fec27e,192082,192082,13480
5236ac4960fec27e,118104,118104,10116108
5236ac4960fec27e,10000,10000,30732
cbd21a9ad8326118,192052,192052,14598
cbd21a9ad8326118,117748,117748,10173661
cbd21a9ad8326118,10000,10000,29825
76a116def48395a8,229796,229796,167909
76a116def48395a8,10000,10000,34294
120596d9b01f7ec8,191994,191994,16204
120596d9b01f7ec8,118140,118140,10147887
120596d9b01f7ec8,10000,10000,31640
31cede76d8935739,192080,192080,14598
31cede76d8935739,119740,119740,10229747
31cede76d8935739,10000,10000,18998
c99cd411c3101d8b,191986,191986,15017
c99cd411c3101d8b,118268,118268,10112336
c99cd411c3101d8b,10000,10000,19277
9f3c5fc752625649,77733,77733,158061
9f3c5fc752625649,200000,200000,363966
53505cf709d3dbda,192082,192082,16134
53505cf709d3dbda,120220,120220,10363292
53505cf709d3dbda,10000,10000,19557
f2b5e28bd4c3992d,261169,261169,331557
f2b5e28bd4c3992d,29369,29369,5741180
32c23f6f991a064d,209,209,7684
32c23f6f991a064d,6289,6289,1863205
32c23f6f991a064d,6289,6289,1868444
