QUERY_HASH,JOIN_MODE,LEFT_TABLE_NAME,LEFT_COLUMN_NAME,LEFT_TABLE_ROW_COUNT,RIGHT_TABLE_NAME,RIGHT_COLUMN_NAME,RIGHT_TABLE_ROW_COUNT,OUTPUT_ROWS,PREDICATE_COUNT,PRIMARY_PREDICATE,RUNTIME_NS
bfb403aee0d212a,Semi,lineitem,l_orderkey,6001215,lineitem,l_orderkey,156047,736279,1,=,263006412
bfb403aee0d212a,AntiNullAsFalse,lineitem,l_orderkey,156047,lineitem,l_orderkey,517997,13748,2,=,171772239
bfb403aee0d212a,Semi,lineitem,l_orderkey,6001215,lineitem,l_orderkey,156047,736279,1,=,238735789
bfb403aee0d212a,Semi,lineitem,l_orderkey,13748,lineitem,l_orderkey,736279,8146,2,=,125977606
bfb403aee0d212a,Inner,orders,o_orderkey,729413,lineitem,l_orderkey,8146,4030,1,=,19617012
98aa70b345defa5b,Semi,partsupp,ps_partkey,800000,part,p_partkey,2233,8932,1,=,13549584
98aa70b345defa5b,Semi,partsupp,ps_partkey,6001215,lineitem,l_partkey,8932,66788,1,=,180194447
98aa70b345defa5b,Semi,partsupp,ps_suppkey,66788,lineitem,l_suppkey,8932,66788,1,=,10554459
98aa70b345defa5b,Semi,partsupp,ps_partkey,8932,lineitem,l_partkey,6067,6051,3,=,8688529
98aa70b345defa5b,Semi,supplier,s_suppkey,10000,partsupp,ps_suppkey,6051,4548,1,=,828790
98aa70b345defa5b,Semi,supplier,s_nationkey,25,nation,n_nationkey,4548,25,1,=,202273
98aa70b345defa5b,Semi,supplier,s_nationkey,4548,nation,n_nationkey,1,200,1,=,164137
445e33c234f835dc,Semi,partsupp,ps_partkey,800000,part,p_partkey,2190,8760,1,=,14403168
445e33c234f835dc,Semi,partsupp,ps_partkey,6001215,lineitem,l_partkey,8760,65522,1,=,172280228
445e33c234f835dc,Semi,partsupp,ps_suppkey,65522,lineitem,l_suppkey,8760,65522,1,=,10004703
445e33c234f835dc,Semi,partsupp,ps_partkey,8760,lineitem,l_partkey,5982,5969,3,=,5051313
445e33c234f835dc,Semi,supplier,s_suppkey,10000,partsupp,ps_suppkey,5969,4492,1,=,752518
445e33c234f835dc,Semi,supplier,s_nationkey,25,nation,n_nationkey,4492,25,1,=,198502
445e33c234f835dc,Semi,supplier,s_nationkey,4492,nation,n_nationkey,1,189,1,=,161483
ec4f5aa44b3ce5b2,Semi,lineitem,l_orderkey,6001215,orders,o_orderkey,57311,229039,1,=,148073233
ec4f5aa44b3ce5b2,Inner,customer,c_nationkey,150000,nation,n_nationkey,25,150000,1,=,4590751
ec4f5aa44b3ce5b2,Inner,customer,c_custkey,57311,orders,o_custkey,150000,57311,1,=,20023724
ec4f5aa44b3ce5b2,Inner,lineitem,l_orderkey,114700,orders,o_orderkey,57311,114700,1,=,30207651
b6e90b19f6849df0,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,45889
b6e90b19f6849df0,Semi,customer,c_nationkey,150000,nation,n_nationkey,5,29764,1,=,2306307
b6e90b19f6849df0,Semi,part,p_partkey,6001215,lineitem,l_partkey,1312,39342,1,=,173946537
b6e90b19f6849df0,Inner,part,p_partkey,39342,lineitem,l_partkey,1312,39342,1,=,7473214
b6e90b19f6849df0,Semi,lineitem,l_orderkey,1500000,orders,o_orderkey,39342,38789,1,=,50814517
b6e90b19f6849df0,Inner,lineitem,l_orderkey,11766,orders,o_orderkey,39342,11939,1,=,9364288
b6e90b19f6849df0,Inner,orders,o_custkey,29764,customer,c_custkey,11939,2345,1,=,5799641
b6e90b19f6849df0,Inner,supplier,s_suppkey,10000,lineitem,l_suppkey,2345,2345,1,=,1526409
b6e90b19f6849df0,Inner,supplier,s_nationkey,2345,nation,n_nationkey,25,2345,1,=,197943
39db4fdfc7ced3a8,Semi,lineitem,l_orderkey,6001215,orders,o_orderkey,57683,231207,1,=,168265704
39db4fdfc7ced3a8,Inner,lineitem,l_orderkey,115282,orders,o_orderkey,57683,115282,1,=,23724151
39db4fdfc7ced3a8,Inner,customer,c_nationkey,150000,nation,n_nationkey,25,150000,1,=,3773346
39db4fdfc7ced3a8,Inner,customer,c_custkey,115282,orders,o_custkey,150000,115282,1,=,37183912
2339c1c426815457,Semi,partsupp,ps_partkey,800000,part,p_partkey,2255,9020,1,=,12029321
2339c1c426815457,Semi,partsupp,ps_partkey,6001215,lineitem,l_partkey,9020,68071,1,=,175083137
2339c1c426815457,Semi,partsupp,ps_suppkey,68071,lineitem,l_suppkey,9020,68071,1,=,10249721
2339c1c426815457,Semi,partsupp,ps_partkey,9020,lineitem,l_partkey,6157,6146,3,=,5298916
2339c1c426815457,Semi,supplier,s_suppkey,10000,partsupp,ps_suppkey,6146,4584,1,=,781294
2339c1c426815457,Semi,supplier,s_nationkey,25,nation,n_nationkey,4584,25,1,=,200247
2339c1c426815457,Semi,supplier,s_nationkey,4584,nation,n_nationkey,1,188,1,=,159877
7892b628f929217a,Semi,part,p_partkey,6001215,lineitem,l_partkey,10907,327148,1,=,192210568
7892b628f929217a,Inner,part,p_partkey,327148,lineitem,l_partkey,10907,327148,1,=,46072411
7892b628f929217a,Semi,partsupp,ps_partkey,800000,lineitem,l_partkey,327148,43628,1,=,71070688
7892b628f929217a,Inner,orders,o_orderkey,1500000,lineitem,l_orderkey,327148,327148,1,=,145470571
7892b628f929217a,Inner,supplier,s_nationkey,10000,nation,n_nationkey,25,10000,1,=,437305
7892b628f929217a,Inner,supplier,s_suppkey,327148,lineitem,l_suppkey,10000,327148,1,=,41699300
7892b628f929217a,Inner,partsupp,ps_partkey,43628,lineitem,l_partkey,327148,1308592,1,=,123421391
5ae3617d2dec126b,Semi,orders,o_orderkey,6001215,lineitem,l_orderkey,56934,228021,1,=,151486525
5ae3617d2dec126b,Semi,orders,o_orderkey,56934,lineitem,l_orderkey,144321,52200,1,=,31536816
eb783ae587a58416,Semi,part,p_partkey,6001215,lineitem,l_partkey,10876,326272,1,=,192112295
eb783ae587a58416,Inner,part,p_partkey,326272,lineitem,l_partkey,10876,326272,1,=,45292723
eb783ae587a58416,Semi,partsupp,ps_partkey,800000,lineitem,l_partkey,326272,43504,1,=,74087604
eb783ae587a58416,Inner,orders,o_orderkey,1500000,lineitem,l_orderkey,326272,326272,1,=,150500652
eb783ae587a58416,Inner,supplier,s_nationkey,10000,nation,n_nationkey,25,10000,1,=,428992
eb783ae587a58416,Inner,supplier,s_suppkey,326272,lineitem,l_suppkey,10000,326272,1,=,40149073
eb783ae587a58416,Inner,partsupp,ps_partkey,43504,lineitem,l_partkey,326272,1305088,1,=,142732549
5555d4bceea41a30,Semi,part,p_partkey,6001215,lineitem,l_partkey,10947,326644,1,=,192849027
5555d4bceea41a30,Inner,part,p_partkey,326644,lineitem,l_partkey,10947,326644,1,=,46709403
5555d4bceea41a30,Semi,partsupp,ps_partkey,800000,lineitem,l_partkey,326644,43788,1,=,66674876
5555d4bceea41a30,Inner,orders,o_orderkey,1500000,lineitem,l_orderkey,326644,326644,1,=,141173383
5555d4bceea41a30,Inner,supplier,s_nationkey,10000,nation,n_nationkey,25,10000,1,=,451763
5555d4bceea41a30,Inner,supplier,s_suppkey,326644,lineitem,l_suppkey,10000,326644,1,=,41080117
5555d4bceea41a30,Inner,partsupp,ps_partkey,43788,lineitem,l_partkey,326644,1306576,1,=,119287013
2b3b48f5f8c63576,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,40092
2b3b48f5f8c63576,Semi,customer,c_nationkey,150000,nation,n_nationkey,5,30197,1,=,2358830
2b3b48f5f8c63576,Semi,part,p_partkey,6001215,lineitem,l_partkey,1350,40199,1,=,186131894
2b3b48f5f8c63576,Inner,part,p_partkey,40199,lineitem,l_partkey,1350,40199,1,=,7711248
2b3b48f5f8c63576,Semi,lineitem,l_orderkey,1500000,orders,o_orderkey,40199,39619,1,=,53351873
2b3b48f5f8c63576,Inner,lineitem,l_orderkey,12047,orders,o_orderkey,40199,12206,1,=,9237517
2b3b48f5f8c63576,Inner,orders,o_custkey,30197,customer,c_custkey,12206,2468,1,=,8345098
2b3b48f5f8c63576,Inner,supplier,s_suppkey,10000,lineitem,l_suppkey,2468,2468,1,=,1522498
2b3b48f5f8c63576,Inner,supplier,s_nationkey,2468,nation,n_nationkey,25,2468,1,=,205137
e4f956c780ffb22a,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,40580
e4f956c780ffb22a,Semi,customer,c_nationkey,150000,nation,n_nationkey,5,29952,1,=,2477358
e4f956c780ffb22a,Semi,part,p_partkey,6001215,lineitem,l_partkey,1327,39742,1,=,178592257
e4f956c780ffb22a,Inner,part,p_partkey,39742,lineitem,l_partkey,1327,39742,1,=,8732602
e4f956c780ffb22a,Semi,lineitem,l_orderkey,1500000,orders,o_orderkey,39742,39223,1,=,51217178
e4f956c780ffb22a,Inner,lineitem,l_orderkey,12023,orders,o_orderkey,39742,12183,1,=,9273069
e4f956c780ffb22a,Inner,orders,o_custkey,29952,customer,c_custkey,12183,2410,1,=,4238379
e4f956c780ffb22a,Inner,supplier,s_suppkey,10000,lineitem,l_suppkey,2410,2410,1,=,1570411
e4f956c780ffb22a,Inner,supplier,s_nationkey,2410,nation,n_nationkey,25,2410,1,=,201854
9762c3a887e47469,Inner,lineitem,l_partkey,77313,part,p_partkey,200000,77313,1,=,22058679
e7bb22c68d9903fa,Semi,part,p_partkey,6001215,lineitem,l_partkey,479,14158,1,=,190652519
e7bb22c68d9903fa,Inner,part,p_partkey,500,lineitem,l_partkey,479,500,1,=,473693
2fa6737db8f52313,AntiNullAsFalse,customer,c_custkey,19019,orders,o_custkey,1500000,6418,1,=,84043415
68f8842939305c8e,Semi,part,p_partkey,6001215,lineitem,l_partkey,10960,328167,1,=,191315425
68f8842939305c8e,Inner,part,p_partkey,328167,lineitem,l_partkey,10960,328167,1,=,47036701
68f8842939305c8e,Semi,partsupp,ps_partkey,800000,lineitem,l_partkey,328167,43840,1,=,74568632
68f8842939305c8e,Inner,orders,o_orderkey,1500000,lineitem,l_orderkey,328167,328167,1,=,148245053
68f8842939305c8e,Inner,supplier,s_nationkey,10000,nation,n_nationkey,25,10000,1,=,507988
68f8842939305c8e,Inner,supplier,s_suppkey,328167,lineitem,l_suppkey,10000,328167,1,=,42740839
68f8842939305c8e,Inner,partsupp,ps_partkey,43840,lineitem,l_partkey,328167,1312668,1,=,135784226
19ae7b7a1d3226b,Semi,orders,o_orderkey,6001215,lineitem,l_orderkey,57337,229019,1,=,145396535
19ae7b7a1d3226b,Semi,orders,o_orderkey,57337,lineitem,l_orderkey,144725,52517,1,=,34145343
7074e6b7f9e896be,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,39602
7074e6b7f9e896be,Semi,customer,c_nationkey,150000,nation,n_nationkey,5,30197,1,=,2489930
7074e6b7f9e896be,Semi,part,p_partkey,6001215,lineitem,l_partkey,1331,40016,1,=,172910096
7074e6b7f9e896be,Inner,part,p_partkey,40016,lineitem,l_partkey,1331,40016,1,=,7753365
7074e6b7f9e896be,Semi,lineitem,l_orderkey,1500000,orders,o_orderkey,40016,39512,1,=,52790872
7074e6b7f9e896be,Inner,lineitem,l_orderkey,12024,orders,o_orderkey,40016,12177,1,=,9097616
7074e6b7f9e896be,Inner,orders,o_custkey,30197,customer,c_custkey,12177,2548,1,=,6014975
7074e6b7f9e896be,Inner,supplier,s_suppkey,10000,lineitem,l_suppkey,2548,2548,1,=,1573065
7074e6b7f9e896be,Inner,supplier,s_nationkey,2548,nation,n_nationkey,25,2548,1,=,208699
56c6c72d3f4c9d0f,Semi,part,p_partkey,6001215,lineitem,l_partkey,10868,325530,1,=,204989752
56c6c72d3f4c9d0f,Inner,part,p_partkey,325530,lineitem,l_partkey,10868,325530,1,=,51275848
56c6c72d3f4c9d0f,Semi,partsupp,ps_partkey,800000,lineitem,l_partkey,325530,43472,1,=,74107929
56c6c72d3f4c9d0f,Inner,orders,o_orderkey,1500000,lineitem,l_orderkey,325530,325530,1,=,139290132
56c6c72d3f4c9d0f,Inner,supplier,s_nationkey,10000,nation,n_nationkey,25,10000,1,=,584889
56c6c72d3f4c9d0f,Inner,supplier,s_suppkey,325530,lineitem,l_suppkey,10000,325530,1,=,40891254
56c6c72d3f4c9d0f,Inner,partsupp,ps_partkey,43472,lineitem,l_partkey,325530,1302120,1,=,123331988
73b23b8a1b9c71cd,Semi,part,p_partkey,6001215,lineitem,l_partkey,490,14558,1,=,165329181
73b23b8a1b9c71cd,Inner,part,p_partkey,559,lineitem,l_partkey,490,559,1,=,463636
372adc484b8fa830,AntiNullAsFalse,customer,c_custkey,19036,orders,o_custkey,1500000,6300,1,=,90946897
3db9ce4887350d09,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,41069
3db9ce4887350d09,Semi,customer,c_nationkey,150000,nation,n_nationkey,5,29904,1,=,2417152
3db9ce4887350d09,Semi,part,p_partkey,6001215,lineitem,l_partkey,1320,39694,1,=,177349911
3db9ce4887350d09,Inner,part,p_partkey,39694,lineitem,l_partkey,1320,39694,1,=,7561569
3db9ce4887350d09,Semi,lineitem,l_orderkey,1500000,orders,o_orderkey,39694,39181,1,=,54324265
3db9ce4887350d09,Inner,lineitem,l_orderkey,11932,orders,o_orderkey,39694,12097,1,=,9549937
3db9ce4887350d09,Inner,orders,o_custkey,29904,customer,c_custkey,12097,2391,1,=,4241452
3db9ce4887350d09,Inner,supplier,s_suppkey,10000,lineitem,l_suppkey,2391,2391,1,=,1522567
3db9ce4887350d09,Inner,supplier,s_nationkey,2391,nation,n_nationkey,25,2391,1,=,196545
ed6641de1dfe8bc1,Inner,customer,c_custkey,726007,orders,o_custkey,29968,144876,1,=,35045935
ed6641de1dfe8bc1,Semi,lineitem,l_orderkey,6001215,orders,o_orderkey,144876,579579,1,=,229762777
ed6641de1dfe8bc1,Inner,lineitem,l_orderkey,30204,orders,o_orderkey,144876,30204,1,=,19175587
6efe88bca5f93a8f,Semi,supplier,s_nationkey,10000,nation,n_nationkey,2,774,1,=,171472
6efe88bca5f93a8f,Inner,supplier,s_nationkey,774,nation,n_nationkey,2,774,1,=,75853
6efe88bca5f93a8f,Semi,supplier,s_suppkey,6001215,lineitem,l_suppkey,774,463937,1,=,137982969
6efe88bca5f93a8f,Semi,customer,c_nationkey,150000,nation,n_nationkey,2,12092,1,=,2198883
6efe88bca5f93a8f,Inner,customer,c_nationkey,12092,nation,n_nationkey,2,12092,1,=,618554
6efe88bca5f93a8f,Semi,customer,c_custkey,1500000,orders,o_custkey,12092,119952,1,=,47557890
6efe88bca5f93a8f,Inner,customer,c_custkey,119952,orders,o_custkey,12092,119952,1,=,15769840
6efe88bca5f93a8f,Semi,orders,o_orderkey,463937,lineitem,l_orderkey,119952,36971,1,=,50455440
6efe88bca5f93a8f,Inner,orders,o_orderkey,11298,lineitem,l_orderkey,119952,11298,1,=,14462677
6efe88bca5f93a8f,Inner,supplier,s_suppkey,11298,lineitem,l_suppkey,774,11298,1,=,2511094
5e9a26b748af9519,Semi,lineitem,l_orderkey,6001215,orders,o_orderkey,228626,915491,1,=,262835710
5e9a26b748af9519,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,68449
5e9a26b748af9519,Semi,supplier,s_nationkey,10000,nation,n_nationkey,5,2003,1,=,209747
5e9a26b748af9519,Inner,supplier,s_nationkey,2003,nation,n_nationkey,5,2003,1,=,189841
5e9a26b748af9519,Semi,lineitem,l_suppkey,915491,supplier,s_suppkey,2003,183340,1,=,44852555
5e9a26b748af9519,Inner,lineitem,l_suppkey,183340,supplier,s_suppkey,2003,183340,1,=,21767073
5e9a26b748af9519,Inner,customer,c_custkey,228626,orders,o_custkey,150000,228626,1,=,32380133
5e9a26b748af9519,Inner,lineitem,l_orderkey,183340,orders,o_orderkey,228626,183340,1,=,77095860
4d7c2c73839ab778,Semi,supplier,s_nationkey,10000,nation,n_nationkey,2,817,1,=,178875
4d7c2c73839ab778,Inner,supplier,s_nationkey,817,nation,n_nationkey,2,817,1,=,78786
4d7c2c73839ab778,Semi,supplier,s_suppkey,6001215,lineitem,l_suppkey,817,489884,1,=,136598836
4d7c2c73839ab778,Semi,customer,c_nationkey,150000,nation,n_nationkey,2,11883,1,=,2133019
4d7c2c73839ab778,Inner,customer,c_nationkey,11883,nation,n_nationkey,2,11883,1,=,683790
4d7c2c73839ab778,Semi,customer,c_custkey,1500000,orders,o_custkey,11883,118742,1,=,48862818
4d7c2c73839ab778,Inner,customer,c_custkey,118742,orders,o_custkey,11883,118742,1,=,16578024
4d7c2c73839ab778,Semi,orders,o_orderkey,489884,lineitem,l_orderkey,118742,38851,1,=,47797460
4d7c2c73839ab778,Inner,orders,o_orderkey,11868,lineitem,l_orderkey,118742,11868,1,=,10893770
4d7c2c73839ab778,Inner,supplier,s_suppkey,11868,lineitem,l_suppkey,817,11868,1,=,2567460
716441263d3331d0,Inner,lineitem,l_partkey,77905,part,p_partkey,200000,77905,1,=,22946698
afddbd311059b071,Semi,supplier,s_nationkey,10000,nation,n_nationkey,2,783,1,=,173008
afddbd311059b071,Inner,supplier,s_nationkey,783,nation,n_nationkey,2,783,1,=,81370
afddbd311059b071,Semi,supplier,s_suppkey,6001215,lineitem,l_suppkey,783,468751,1,=,137571299
afddbd311059b071,Semi,customer,c_nationkey,150000,nation,n_nationkey,2,12016,1,=,2923184
afddbd311059b071,Inner,customer,c_nationkey,12016,nation,n_nationkey,2,12016,1,=,621417
afddbd311059b071,Semi,customer,c_custkey,1500000,orders,o_custkey,12016,119724,1,=,46702419
afddbd311059b071,Inner,customer,c_custkey,119724,orders,o_custkey,12016,119724,1,=,15922942
afddbd311059b071,Semi,orders,o_orderkey,468751,lineitem,l_orderkey,119724,37225,1,=,54857188
afddbd311059b071,Inner,orders,o_orderkey,11270,lineitem,l_orderkey,119724,11270,1,=,11324229
afddbd311059b071,Inner,supplier,s_suppkey,11270,lineitem,l_suppkey,783,11270,1,=,2451655
1aacb107fdbf7fbf,AntiNullAsFalse,customer,c_custkey,19115,orders,o_custkey,1500000,6455,1,=,84218518
d21ed09f3404b929,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,42676
d21ed09f3404b929,Semi,customer,c_nationkey,150000,nation,n_nationkey,5,29904,1,=,2513259
d21ed09f3404b929,Semi,part,p_partkey,6001215,lineitem,l_partkey,1276,38159,1,=,180219033
d21ed09f3404b929,Inner,part,p_partkey,38159,lineitem,l_partkey,1276,38159,1,=,12027714
d21ed09f3404b929,Semi,lineitem,l_orderkey,1500000,orders,o_orderkey,38159,37716,1,=,49209252
d21ed09f3404b929,Inner,lineitem,l_orderkey,11646,orders,o_orderkey,38159,11778,1,=,8998086
d21ed09f3404b929,Inner,orders,o_custkey,29904,customer,c_custkey,11778,2358,1,=,4123552
d21ed09f3404b929,Inner,supplier,s_suppkey,10000,lineitem,l_suppkey,2358,2358,1,=,1569224
d21ed09f3404b929,Inner,supplier,s_nationkey,2358,nation,n_nationkey,25,2358,1,=,197244
bc962ef422efc295,Semi,supplier,s_nationkey,10000,nation,n_nationkey,2,812,1,=,170144
bc962ef422efc295,Inner,supplier,s_nationkey,812,nation,n_nationkey,2,812,1,=,77039
bc962ef422efc295,Semi,supplier,s_suppkey,6001215,lineitem,l_suppkey,812,486551,1,=,142557236
bc962ef422efc295,Semi,customer,c_nationkey,150000,nation,n_nationkey,2,12185,1,=,2153274
bc962ef422efc295,Inner,customer,c_nationkey,12185,nation,n_nationkey,2,12185,1,=,829348
bc962ef422efc295,Semi,customer,c_custkey,1500000,orders,o_custkey,12185,122161,1,=,47636187
bc962ef422efc295,Inner,customer,c_custkey,122161,orders,o_custkey,12185,122161,1,=,16637672
bc962ef422efc295,Semi,orders,o_orderkey,486551,lineitem,l_orderkey,122161,39411,1,=,52587621
bc962ef422efc295,Inner,orders,o_orderkey,12063,lineitem,l_orderkey,122161,12063,1,=,16922713
bc962ef422efc295,Inner,supplier,s_suppkey,12063,lineitem,l_suppkey,812,12063,1,=,2722028
c939bfc65c2f7df4,Semi,lineitem,l_orderkey,6001215,orders,o_orderkey,227783,910019,1,=,267854196
c939bfc65c2f7df4,Semi,nation,n_regionkey,25,region,r_regionkey,1,5,1,=,65236
c939bfc65c2f7df4,Semi,supplier,s_nationkey,10000,nation,n_nationkey,5,1955,1,=,209118
c939bfc65c2f7df4,Inner,supplier,s_nationkey,1955,nation,n_nationkey,5,1955,1,=,177618
c939bfc65c2f7df4,Semi,lineitem,l_suppkey,910019,supplier,s_suppkey,1955,178196,1,=,44994691
c939bfc65c2f7df4,Inner,lineitem,l_suppkey,178196,supplier,s_suppkey,1955,178196,1,=,21185049
c939bfc65c2f7df4,Inner,lineitem,l_orderkey,227783,orders,o_orderkey,178196,178196,1,=,78934967
c939bfc65c2f7df4,Inner,customer,c_custkey,178196,orders,o_custkey,150000,178196,1,=,38857416
fba9571f0e588fb5,Semi,partsupp,ps_partkey,800000,part,p_partkey,2238,8952,1,=,12674137
fba9571f0e588fb5,Semi,partsupp,ps_partkey,6001215,lineitem,l_partkey,8952,67232,1,=,176160438
fba9571f0e588fb5,Semi,partsupp,ps_suppkey,67232,lineitem,l_suppkey,8952,67232,1,=,10613758
