QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION|SINGLE_INPUT_ROWS|SINGLE_OUTPUT_ROWS|SINGLE_RUNTIME_NS|OPERATOR_POINTER
"aecea1dd577191a6"|"DATA"|"date_dim"|"d_year"|73049|366|125093|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|114896|"0x7ff0dbf00ff0"
"aecea1dd577191a6"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1362830|"TableScan Impl: ColumnVsValue cd_marital_status = 'M'"|1920800|384160|3196141|"0x7ff0dbf00b90"
"aecea1dd577191a6"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|6238481|"TableScan Impl: ColumnVsValue cd_education_status = 'Advanced Degree'"|1920800|274400|3338277|"0x7ff0dbf00b90"
"aecea1dd577191a6"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|979936|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3109392|"0x7ff0dbf00b90"
"aecea1dd577191a6"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5745929|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3348963|"0x7ff0dbf00b90"
"aecea1dd577191a6"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|901848|"TableScan Impl: ColumnVsValue cd_marital_status = 'W'"|1920800|384160|3138519|"0x7ff0dbf00b90"
"aecea1dd577191a6"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5628519|"TableScan Impl: ColumnVsValue cd_education_status = '2 yr Degree'"|1920800|274400|3313970|"0x7ff0dbf00b90"
"1c41ac70227eb819"|"DATA"|"date_dim"|"d_year"|73049|366|119087|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|105188|"0x7ff0dbefe890"
"1c41ac70227eb819"|"DATA"|"customer_address"|"ca_state"|250000|12087|482215|"TableScan Impl: ColumnVsValue ca_state = 'GA'"|250000|12087|501633|"0x7ff0dbeff150"
"741bc3f2dfb09756"|"REFERENCE"|"date_dim"|"d_dow"|1096|157|21582|"TableScan Impl: ColumnVsValue d_dow = 1"|73049|10436|145210|"0x7ff0dbf00ab0"
"741bc3f2dfb09756"|"DATA"|"date_dim"|"d_year"|73049|365|112870|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103721|"0x7ff0dbf00ab0"
"741bc3f2dfb09756"|"DATA"|"date_dim"|"d_year"|73049|366|86748|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|102813|"0x7ff0dbf00ab0"
"741bc3f2dfb09756"|"DATA"|"date_dim"|"d_year"|73049|365|86119|"TableScan Impl: ColumnVsValue d_year = 1999"|73049|365|105048|"0x7ff0dbf00ab0"
"741bc3f2dfb09756"|"REFERENCE"|"household_demographics"|"hd_dep_count"|7200|720|70893|"TableScan Impl: ColumnVsValue hd_dep_count = 6"|7200|720|26123|"0x7ff0dbf011b0"
"741bc3f2dfb09756"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|7200|2400|54969|"TableScan Impl: ColumnVsValue hd_vehicle_count > 2"|7200|2400|36180|"0x7ff0dbf011b0"
"741bc3f2dfb09756"|"DATA"|"store"|"s_number_employees"|102|94|41837|"TableScan Impl: ColumnBetween s_number_employees BETWEEN INCLUSIVE 200 AND 295"|102|94|15087|"0x7ff0dbefe350"
"901db9dd2feb2d10"|"DATA"|"date_dim"|"d_month_seq"|73049|365|150448|"TableScan Impl: ColumnBetween d_month_seq BETWEEN INCLUSIVE 1176 AND 1187"|73049|365|118528|"0x7ff2d80579d0"
"24cc61038fcacf93"|"REFERENCE"|"date_dim"|"d_moy"|365|30|16065|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|101625|"0x7ff2d6396950"
"24cc61038fcacf93"|"DATA"|"date_dim"|"d_year"|73049|365|124255|"TableScan Impl: ColumnVsValue d_year = 1999"|73049|365|102883|"0x7ff2d6396950"
"24cc61038fcacf93"|"DATA"|"item"|"i_manager_id"|102000|1800|171680|"TableScan Impl: ColumnVsValue i_manager_id = 28"|102000|1800|154220|"0x7ff2d6395c30"
"9ba0ff608aba8792"|"REFERENCE"|"date_dim"|"d_moy"|365|31|11594|"TableScan Impl: ColumnVsValue d_moy = 8"|73049|6200|107842|"0x7ff2d5e8a2f0"
"9ba0ff608aba8792"|"DATA"|"date_dim"|"d_year"|73049|365|112801|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|102953|"0x7ff2d5e8a2f0"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1415424|"TableScan Impl: ColumnVsValue cd_marital_status = 'M'"|1920800|384160|3133908|"0x7ff2d5e88370"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|6271030|"TableScan Impl: ColumnVsValue cd_education_status = '4 yr Degree'"|1920800|274400|3321444|"0x7ff2d5e88370"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|983498|"TableScan Impl: ColumnVsValue cd_marital_status = 'D'"|1920800|384160|3146830|"0x7ff2d5e88370"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5793913|"TableScan Impl: ColumnVsValue cd_education_status = '2 yr Degree'"|1920800|274400|3370686|"0x7ff2d5e88370"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|978539|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3126225|"0x7ff2d5e88370"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5885271|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3351129|"0x7ff2d5e88370"
"c49841c711905e98"|"REFERENCE"|"customer_address"|"ca_country"|250000|242351|1765072|"TableScan Impl: ColumnVsValue ca_country = 'United States'"|250000|242351|1179415|"0x7ff2d5e881b0"
"c49841c711905e98"|"DATA"|"date_dim"|"d_year"|73049|366|104350|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|103930|"0x7ff2d5e895d0"
"5a7fd39201e63d24"|"REFERENCE"|"date_dim"|"d_moy"|365|214|25074|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 4 AND 10"|73049|42800|250607|"0x7ff2d638dff0"
"5a7fd39201e63d24"|"DATA"|"date_dim"|"d_year"|73049|365|138155|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103581|"0x7ff2d638dff0"
"5a7fd39201e63d24"|"REFERENCE"|"date_dim"|"d_moy"|365|30|48682|"TableScan Impl: ColumnVsValue d_moy = 4"|73049|6000|101067|"0x7ff2d638dff0"
"7ee6cff3a8c3d580"|"REFERENCE"|"date_dim"|"d_moy"|365|30|15157|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|104349|"0x7ff2d638b890"
"7ee6cff3a8c3d580"|"DATA"|"date_dim"|"d_year"|73049|365|118248|"TableScan Impl: ColumnVsValue d_year = 1998"|73049|365|102463|"0x7ff2d638b890"
"7ee6cff3a8c3d580"|"DATA"|"item"|"i_manager_id"|102000|1836|188094|"TableScan Impl: ColumnVsValue i_manager_id = 8"|102000|1836|142835|"0x7ff2d638c070"
"105285333f5ba7f4"|"DATA"|"customer_address"|"ca_state"|250000|2442|321221|"TableScan Impl: ColumnVsValue ca_state = 'NM'"|250000|2442|297054|"0x7ff0dd0f7b70"
"105285333f5ba7f4"|"DATA"|"customer_address"|"ca_state"|250000|12087|425570|"TableScan Impl: ColumnVsValue ca_state = 'GA'"|250000|12087|469922|"0x7ff0dd0f7b70"
"105285333f5ba7f4"|"DATA"|"customer_address"|"ca_state"|250000|9146|387644|"TableScan Impl: ColumnVsValue ca_state = 'KY'"|250000|9146|417258|"0x7ff0dd0f7b70"
"105285333f5ba7f4"|"REFERENCE"|"date_dim"|"d_moy"|365|91|26332|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 4 AND 6"|73049|18200|175522|"0x7ff0dd0f7390"
"105285333f5ba7f4"|"DATA"|"date_dim"|"d_year"|73049|365|125303|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|104140|"0x7ff0dd0f7390"
"105285333f5ba7f4"|"REFERENCE"|"date_dim"|"d_moy"|365|91|24027|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 4 AND 6"|73049|18200|158480|"0x7ff0dd0f7390"
"105285333f5ba7f4"|"REFERENCE"|"date_dim"|"d_year"|73049|365|174195|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|104070|"0x7ff0dd0f7390"
"2e0ad00e44492b13"|"DATA"|"customer_address"|"ca_county"|250000|2319|50628519|"TableScan Impl: ExpressionEvaluator (ca_county) IN ('Rush County', 'Toole County', 'Jefferson County', 'Dona Ana County', 'La Porte County')"|250000|2319|40285064|"0x7ff2d4216990"
"2e0ad00e44492b13"|"REFERENCE"|"date_dim"|"d_moy"|365|120|52174|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 1 AND 4"|73049|24049|186558|"0x7ff2d4214f50"
"2e0ad00e44492b13"|"DATA"|"date_dim"|"d_year"|73049|365|139481|"TableScan Impl: ColumnVsValue d_year = 2002"|73049|365|104699|"0x7ff2d4214f50"
"76277e5ed4da0819"|"DATA"|"date_dim"|"d_quarter_name"|73049|92|146885|"TableScan Impl: ColumnVsValue d_quarter_name = '2001Q3'"|73049|92|135151|"0x7ff2d63942d0"
"76277e5ed4da0819"|"DATA"|"date_dim"|"d_quarter_name"|73049|91|89053|"TableScan Impl: ColumnVsValue d_quarter_name = '2001Q2'"|73049|91|106235|"0x7ff2d63942d0"
"76277e5ed4da0819"|"DATA"|"date_dim"|"d_quarter_name"|73049|91|89333|"TableScan Impl: ColumnVsValue d_quarter_name = '2001Q1'"|73049|91|106724|"0x7ff2d63942d0"
"a203e0bb1c413813"|"DATA"|"date_dim"|"d_month_seq"|73049|366|147444|"TableScan Impl: ColumnBetween d_month_seq BETWEEN INCLUSIVE 1200 AND 1211"|73049|366|120065|"0x7ff2d75df990"
"747848d0ca9ebfbb"|"REFERENCE"|"date_dim"|"d_qoy"|365|91|12363|"TableScan Impl: ColumnVsValue d_qoy = 2"|73049|18200|164417|"0x7ff2d42b1110"
"747848d0ca9ebfbb"|"DATA"|"date_dim"|"d_year"|73049|365|108820|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103651|"0x7ff2d42b1110"
"77eb7251971f23d"|"DATA"|"reason"|"r_reason_sk"|45|1|27309|"TableScan Impl: ColumnVsValue r_reason_sk = 1"|45|1|12642|"0x7ff2d4212b70"
"c1558ce7f598faf2"|"REFERENCE"|"date_dim"|"d_qoy"|365|91|16344|"TableScan Impl: ColumnVsValue d_qoy = 2"|73049|18200|131379|"0x7ff2d75dbd30"
"c1558ce7f598faf2"|"DATA"|"date_dim"|"d_year"|73049|365|121113|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103861|"0x7ff2d75dbd30"
"c1558ce7f598faf2"|"DATA"|"item"|"i_item_sk"|102000|10|1532275|"TableScan Impl: ExpressionEvaluator (i_item_sk) IN (2, 3, 5, 7, 11, 13, 17, 19, 23, 29)"|102000|10|1618256|"0x7ff2d75dc6d0"
"a328efe777ccc703"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|34504|"TableScan Impl: ColumnVsValue t_minute >= 30"|86400|43200|237336|"0x7ff0dd0fa1f0"
"a328efe777ccc703"|"DATA"|"time_dim"|"t_hour"|86400|3600|104280|"TableScan Impl: ColumnVsValue t_hour = 20"|86400|3600|53292|"0x7ff0dd0fa1f0"
"a328efe777ccc703"|"DATA"|"household_demographics"|"hd_dep_count"|7200|720|60137|"TableScan Impl: ColumnVsValue hd_dep_count = 7"|7200|720|22840|"0x7ff0dd0fa810"
"a328efe777ccc703"|"DATA"|"store"|"s_store_name"|102|14|30034|"TableScan Impl: ColumnVsValue s_store_name = 'ese'"|102|14|19207|"0x7ff0dd593830"
"48102a81fee54f33"|"DATA"|"item"|"i_manufact_id"|102000|180|159388|"TableScan Impl: ColumnVsValue i_manufact_id = 128"|102000|180|142905|"0x7ff2d4213f90"
"48102a81fee54f33"|"DATA"|"date_dim"|"d_moy"|73049|6000|190958|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|102254|"0x7ff2d4214af0"
"10dbdaceb474245a"|"REFERENCE"|"customer_demographics"|"cd_gender"|54880|27440|977771|"TableScan Impl: ColumnVsValue cd_gender = 'M'"|1920800|960400|4734353|"0x7ff2d638d110"
"10dbdaceb474245a"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1376939|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3175188|"0x7ff2d638d110"
"10dbdaceb474245a"|"DATA"|"customer_demographics"|"cd_education_status"|1920800|274400|3563180|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3318790|"0x7ff2d638d110"
"10dbdaceb474245a"|"DATA"|"date_dim"|"d_year"|73049|366|100089|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|105887|"0x7ff2d638cbd0"
"10dbdaceb474245a"|"REFERENCE"|"promotion"|"p_channel_email"|500|494|51406|"TableScan Impl: ColumnVsValue p_channel_email = 'N'"|500|494|16553|"0x7ff2d638c930"
"10dbdaceb474245a"|"REFERENCE"|"promotion"|"p_channel_event"|500|493|19417|"TableScan Impl: ColumnVsValue p_channel_event = 'N'"|500|493|15506|"0x7ff2d638c930"
"dfd5d73db008470"|"REFERENCE"|"date_dim"|"d_moy"|366|30|14108|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|103372|"0x7ff2d6395fb0"
"dfd5d73db008470"|"DATA"|"date_dim"|"d_year"|73049|366|118668|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|102953|"0x7ff2d6395fb0"
"dfd5d73db008470"|"DATA"|"item"|"i_manager_id"|102000|1847|173357|"TableScan Impl: ColumnVsValue i_manager_id = 1"|102000|1847|140320|"0x7ff2d6395a70"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1410674|"TableScan Impl: ColumnVsValue cd_marital_status = 'W'"|1920800|384160|3167923|"0x7ff2d42176b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|6418265|"TableScan Impl: ColumnVsValue cd_education_status = '2 yr Degree'"|1920800|274400|3325914|"0x7ff2d42176b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|990972|"TableScan Impl: ColumnVsValue cd_marital_status = 'M'"|1920800|384160|3130416|"0x7ff2d42176b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5632710|"TableScan Impl: ColumnVsValue cd_education_status = 'Advanced Degree'"|1920800|274400|3328778|"0x7ff2d42176b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|960030|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3108415|"0x7ff2d42176b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5701787|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3338486|"0x7ff2d42176b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_address"|"ca_country"|250000|242351|1699067|"TableScan Impl: ColumnVsValue ca_country = 'United States'"|250000|242351|974976|"0x7ff2d4218830"
"e9628864b4c79dc2"|"DATA"|"date_dim"|"d_year"|73049|365|101975|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|106096|"0x7ff2d4218ad0"
"62abd1717043ab45"|"DATA"|"date_dim"|"d_year"|73049|366|205626|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|107214|"0x7ff2d4212fd0"
"62abd1717043ab45"|"DATA"|"store"|"s_state"|102|32|47356|"TableScan Impl: ColumnVsValue s_state = 'TN'"|102|32|14389|"0x7ff2d4213a50"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1374966|0|28284869|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 2323 AND 3323"|28800991|288808|53903237|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1374966|56234339|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 6 AND 10"|28800991|1374966|64572662|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1374966|271517|24225784|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 31 AND 51"|28800991|5556411|133455365|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1374966|94371|20983056|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 90 AND 100"|28800991|1928983|82655932|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1374768|0|27845749|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 7326 AND 8326"|28800991|18624|48804498|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1374768|56100304|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 26 AND 30"|28800991|1374768|66088245|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1374768|270454|24796004|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 7 AND 27"|28800991|5559007|138828038|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1374768|31042|20587659|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 154 AND 164"|28800991|638579|58996388|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1374815|1244|21801019|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 459 AND 1459"|28800991|1391363|69989897|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1374815|56062029|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 0 AND 5"|28800991|1374815|63534265|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1374815|271190|24549729|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 57 AND 77"|28800991|5559718|130647706|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1374815|94370|21547689|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 8 AND 18"|28800991|1928975|79385406|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1375524|0|29057991|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 6071 AND 7071"|28800991|36003|49867271|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1375524|56316268|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 16 AND 20"|28800991|1375524|64300893|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1375524|271454|24107395|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 38 AND 58"|28800991|5557354|130392349|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1375524|47718|19965194|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 135 AND 145"|28800991|988108|64070541|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1372592|0|25971438|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 12214 AND 13214"|28800991|1105|47799697|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1372592|56776202|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 11 AND 15"|28800991|1372592|85096692|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1372592|270647|37798906|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 79 AND 99"|28800991|5560090|129441470|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1372592|41817|20054038|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 142 AND 152"|28800991|853960|61542754|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1373693|37760|19659410|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 836 AND 1836"|28800991|908335|62971798|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1373693|56005524|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 21 AND 25"|28800991|1373693|63435364|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1373693|270838|24259799|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 17 AND 37"|28800991|5556704|129666443|"0x7ff2d638d650"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1373693|61249|20637040|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 122 AND 132"|28800991|1258473|67846123|"0x7ff2d638d650"
"a5ed8e369e84a26a"|"REFERENCE"|"customer_demographics"|"cd_gender"|54880|27440|969669|"TableScan Impl: ColumnVsValue cd_gender = 'M'"|1920800|960400|5139528|"0x7ff2d42166f0"
"a5ed8e369e84a26a"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1543800|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3638055|"0x7ff2d42166f0"
"a5ed8e369e84a26a"|"DATA"|"customer_demographics"|"cd_education_status"|1920800|274400|3959904|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3518409|"0x7ff2d42166f0"
"a5ed8e369e84a26a"|"DATA"|"date_dim"|"d_year"|73049|366|109239|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|111334|"0x7ff2d42161b0"
"a5ed8e369e84a26a"|"REFERENCE"|"promotion"|"p_channel_email"|500|494|47704|"TableScan Impl: ColumnVsValue p_channel_email = 'N'"|500|494|21791|"0x7ff2d4212630"
"a5ed8e369e84a26a"|"REFERENCE"|"promotion"|"p_channel_event"|500|493|23119|"TableScan Impl: ColumnVsValue p_channel_event = 'N'"|500|493|15855|"0x7ff2d4212630"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|31780|"TableScan Impl: ColumnVsValue t_minute >= 30"|86400|43200|239082|"0x7ff2da18f010"
"b5449accdea88518"|"DATA"|"time_dim"|"t_hour"|86400|3600|128935|"TableScan Impl: ColumnVsValue t_hour = 11"|86400|3600|130192|"0x7ff2da18f010"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|720|720|24865|"TableScan Impl: ColumnVsValue hd_vehicle_count <= 4"|7200|7200|45050|"0x7ff2da18f390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_dep_count"|7200|720|72081|"TableScan Impl: ColumnVsValue hd_dep_count = 2"|7200|720|23119|"0x7ff2da18f390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|720|480|24097|"TableScan Impl: ColumnVsValue hd_vehicle_count <= 2"|7200|4800|39114|"0x7ff2da18f390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_dep_count"|7200|720|23747|"TableScan Impl: ColumnVsValue hd_dep_count = 0"|7200|720|21233|"0x7ff2da18f390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|720|720|16693|"TableScan Impl: ColumnVsValue hd_vehicle_count <= 6"|7200|7200|44003|"0x7ff2da18f390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_dep_count"|7200|720|23608|"TableScan Impl: ColumnVsValue hd_dep_count = 4"|7200|720|22211|"0x7ff2da18f390"
"b5449accdea88518"|"DATA"|"store"|"s_store_name"|102|14|47496|"TableScan Impl: ColumnVsValue s_store_name = 'ese'"|102|14|19347|"0x7ff2da18fc50"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|31152|"TableScan Impl: ColumnVsValue t_minute < 30"|86400|43200|269884|"0x7ff2da18f010"
