QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION|SINGLE_INPUT_ROWS|SINGLE_OUTPUT_ROWS
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"a17cb368eadced8f"|"DATA"|"nation"|"n_name"|25|1|14248|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"|25|1
"bfb403aee0d212a"|"DATA"|"orders"|"o_orderstatus"|1500000|729413|8816203|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"|1500000|729413
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"bfb403aee0d212a"|"DATA"|"nation"|"n_name"|25|1|13200|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"98aa70b345defa5b"|"DATA"|"part"|"p_name"|200000|2233|439679|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'chiffon' AND 'chiffoo'"|200000|2233
"98aa70b345defa5b"|"DATA"|"part"|"p_name"|200000|2233|439679|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'chiffon' AND 'chiffoo'"|200000|2233
"98aa70b345defa5b"|"DATA"|"part"|"p_name"|200000|2233|439679|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'chiffon' AND 'chiffoo'"|200000|2233
"98aa70b345defa5b"|"REFERENCE"|"nation"|"n_name"|25|1|28287|"TableScan Impl: ColumnVsValue n_name = 'IRAQ'"|25|1
"98aa70b345defa5b"|"DATA"|"part"|"p_name"|200000|2233|439679|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'chiffon' AND 'chiffoo'"|200000|2233
"98aa70b345defa5b"|"DATA"|"part"|"p_name"|200000|2233|439679|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'chiffon' AND 'chiffoo'"|200000|2233
"98aa70b345defa5b"|"DATA"|"part"|"p_name"|200000|2233|439679|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'chiffon' AND 'chiffoo'"|200000|2233
"445e33c234f835dc"|"DATA"|"part"|"p_name"|200000|2190|416489|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'beige' AND 'beigf'"|200000|2190
"445e33c234f835dc"|"DATA"|"part"|"p_name"|200000|2190|416489|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'beige' AND 'beigf'"|200000|2190
"445e33c234f835dc"|"DATA"|"part"|"p_name"|200000|2190|416489|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'beige' AND 'beigf'"|200000|2190
"445e33c234f835dc"|"REFERENCE"|"nation"|"n_name"|25|1|27659|"TableScan Impl: ColumnVsValue n_name = 'PERU'"|25|1
"445e33c234f835dc"|"DATA"|"part"|"p_name"|200000|2190|416489|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'beige' AND 'beigf'"|200000|2190
"445e33c234f835dc"|"DATA"|"part"|"p_name"|200000|2190|416489|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'beige' AND 'beigf'"|200000|2190
"445e33c234f835dc"|"DATA"|"part"|"p_name"|200000|2190|416489|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'beige' AND 'beigf'"|200000|2190
"ec4f5aa44b3ce5b2"|"REFERENCE"|"lineitem"|"l_returnflag"|229039|114700|6558441|"TableScan Impl: ColumnVsValue l_returnflag = 'R'"|6001215|1478870
"ec4f5aa44b3ce5b2"|"DATA"|"orders"|"o_orderdate"|1500000|57311|3022642|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1994-05-01' AND '1994-08-01'"|1500000|57311
"ec4f5aa44b3ce5b2"|"DATA"|"orders"|"o_orderdate"|1500000|57311|3022642|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1994-05-01' AND '1994-08-01'"|1500000|57311
"b6e90b19f6849df0"|"DATA"|"region"|"r_name"|5|1|17252|"TableScan Impl: ColumnVsValue r_name = 'AFRICA'"|5|1
"b6e90b19f6849df0"|"REFERENCE"|"orders"|"o_orderdate"|38789|11766|1373934|"TableScan Impl: ColumnBetween o_orderdate BETWEEN INCLUSIVE '1995-01-01' AND '1996-12-31'"|1500000|457263
"b6e90b19f6849df0"|"DATA"|"part"|"p_type"|200000|1312|226859|"TableScan Impl: ColumnVsValue p_type = 'STANDARD BRUSHED BRASS'"|200000|1312
"b6e90b19f6849df0"|"DATA"|"part"|"p_type"|200000|1312|226859|"TableScan Impl: ColumnVsValue p_type = 'STANDARD BRUSHED BRASS'"|200000|1312
"b6e90b19f6849df0"|"DATA"|"part"|"p_type"|200000|1312|226859|"TableScan Impl: ColumnVsValue p_type = 'STANDARD BRUSHED BRASS'"|200000|1312
"b6e90b19f6849df0"|"DATA"|"part"|"p_type"|200000|1312|226859|"TableScan Impl: ColumnVsValue p_type = 'STANDARD BRUSHED BRASS'"|200000|1312
"39db4fdfc7ced3a8"|"REFERENCE"|"lineitem"|"l_returnflag"|231207|115282|6844109|"TableScan Impl: ColumnVsValue l_returnflag = 'R'"|6001215|1478870
"39db4fdfc7ced3a8"|"DATA"|"orders"|"o_orderdate"|1500000|57683|2948466|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1994-11-01' AND '1995-02-01'"|1500000|57683
"39db4fdfc7ced3a8"|"DATA"|"orders"|"o_orderdate"|1500000|57683|2948466|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1994-11-01' AND '1995-02-01'"|1500000|57683
"2339c1c426815457"|"DATA"|"part"|"p_name"|200000|2255|516928|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'navajo' AND 'navajp'"|200000|2255
"2339c1c426815457"|"DATA"|"part"|"p_name"|200000|2255|516928|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'navajo' AND 'navajp'"|200000|2255
"2339c1c426815457"|"DATA"|"part"|"p_name"|200000|2255|516928|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'navajo' AND 'navajp'"|200000|2255
"2339c1c426815457"|"REFERENCE"|"nation"|"n_name"|25|1|27449|"TableScan Impl: ColumnVsValue n_name = 'IRAQ'"|25|1
"2339c1c426815457"|"DATA"|"part"|"p_name"|200000|2255|516928|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'navajo' AND 'navajp'"|200000|2255
"2339c1c426815457"|"DATA"|"part"|"p_name"|200000|2255|516928|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'navajo' AND 'navajp'"|200000|2255
"2339c1c426815457"|"DATA"|"part"|"p_name"|200000|2255|516928|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'navajo' AND 'navajp'"|200000|2255
"7892b628f929217a"|"DATA"|"part"|"p_name"|200000|10907|24141676|"TableScan Impl: ColumnLike p_name LIKE '%lace%'"|200000|10907
"7892b628f929217a"|"DATA"|"part"|"p_name"|200000|10907|24141676|"TableScan Impl: ColumnLike p_name LIKE '%lace%'"|200000|10907
"7892b628f929217a"|"DATA"|"part"|"p_name"|200000|10907|24141676|"TableScan Impl: ColumnLike p_name LIKE '%lace%'"|200000|10907
"7892b628f929217a"|"DATA"|"part"|"p_name"|200000|10907|24141676|"TableScan Impl: ColumnLike p_name LIKE '%lace%'"|200000|10907
"5ae3617d2dec126b"|"DATA"|"orders"|"o_orderdate"|1500000|56934|2837830|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1993-03-01' AND '1993-06-01'"|1500000|56934
"5ae3617d2dec126b"|"DATA"|"orders"|"o_orderdate"|1500000|56934|2837830|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1993-03-01' AND '1993-06-01'"|1500000|56934
"eb783ae587a58416"|"DATA"|"part"|"p_name"|200000|10876|22341752|"TableScan Impl: ColumnLike p_name LIKE '%beige%'"|200000|10876
"eb783ae587a58416"|"DATA"|"part"|"p_name"|200000|10876|22341752|"TableScan Impl: ColumnLike p_name LIKE '%beige%'"|200000|10876
"eb783ae587a58416"|"DATA"|"part"|"p_name"|200000|10876|22341752|"TableScan Impl: ColumnLike p_name LIKE '%beige%'"|200000|10876
"eb783ae587a58416"|"DATA"|"part"|"p_name"|200000|10876|22341752|"TableScan Impl: ColumnLike p_name LIKE '%beige%'"|200000|10876
"5555d4bceea41a30"|"DATA"|"part"|"p_name"|200000|10947|21410849|"TableScan Impl: ColumnLike p_name LIKE '%saddle%'"|200000|10947
"5555d4bceea41a30"|"DATA"|"part"|"p_name"|200000|10947|21410849|"TableScan Impl: ColumnLike p_name LIKE '%saddle%'"|200000|10947
"5555d4bceea41a30"|"DATA"|"part"|"p_name"|200000|10947|21410849|"TableScan Impl: ColumnLike p_name LIKE '%saddle%'"|200000|10947
"5555d4bceea41a30"|"DATA"|"part"|"p_name"|200000|10947|21410849|"TableScan Impl: ColumnLike p_name LIKE '%saddle%'"|200000|10947
"2b3b48f5f8c63576"|"DATA"|"region"|"r_name"|5|1|24446|"TableScan Impl: ColumnVsValue r_name = 'EUROPE'"|5|1
"2b3b48f5f8c63576"|"REFERENCE"|"orders"|"o_orderdate"|39619|12047|1414795|"TableScan Impl: ColumnBetween o_orderdate BETWEEN INCLUSIVE '1995-01-01' AND '1996-12-31'"|1500000|457263
"2b3b48f5f8c63576"|"DATA"|"part"|"p_type"|200000|1350|229443|"TableScan Impl: ColumnVsValue p_type = 'PROMO PLATED BRASS'"|200000|1350
"2b3b48f5f8c63576"|"DATA"|"part"|"p_type"|200000|1350|229443|"TableScan Impl: ColumnVsValue p_type = 'PROMO PLATED BRASS'"|200000|1350
"2b3b48f5f8c63576"|"DATA"|"part"|"p_type"|200000|1350|229443|"TableScan Impl: ColumnVsValue p_type = 'PROMO PLATED BRASS'"|200000|1350
"2b3b48f5f8c63576"|"DATA"|"part"|"p_type"|200000|1350|229443|"TableScan Impl: ColumnVsValue p_type = 'PROMO PLATED BRASS'"|200000|1350
"e4f956c780ffb22a"|"DATA"|"region"|"r_name"|5|1|28427|"TableScan Impl: ColumnVsValue r_name = 'AMERICA'"|5|1
"e4f956c780ffb22a"|"REFERENCE"|"orders"|"o_orderdate"|39223|12023|1531786|"TableScan Impl: ColumnBetween o_orderdate BETWEEN INCLUSIVE '1995-01-01' AND '1996-12-31'"|1500000|457263
"e4f956c780ffb22a"|"DATA"|"part"|"p_type"|200000|1327|228954|"TableScan Impl: ColumnVsValue p_type = 'SMALL BURNISHED STEEL'"|200000|1327
"e4f956c780ffb22a"|"DATA"|"part"|"p_type"|200000|1327|228954|"TableScan Impl: ColumnVsValue p_type = 'SMALL BURNISHED STEEL'"|200000|1327
"e4f956c780ffb22a"|"DATA"|"part"|"p_type"|200000|1327|228954|"TableScan Impl: ColumnVsValue p_type = 'SMALL BURNISHED STEEL'"|200000|1327
"e4f956c780ffb22a"|"DATA"|"part"|"p_type"|200000|1327|228954|"TableScan Impl: ColumnVsValue p_type = 'SMALL BURNISHED STEEL'"|200000|1327
"9762c3a887e47469"|"DATA"|"lineitem"|"l_shipdate"|6001215|77313|10652028|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-12-01' AND '1994-01-01'"|6001215|77313
"e7bb22c68d9903fa"|"REFERENCE"|"lineitem"|"l_shipmode"|14158|0|389739|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"|6001215|0
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_size"|820|82|34364|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"|200000|20271
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_container"|7968|820|904432|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"|200000|19906
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_brand"|200000|7968|600044|"TableScan Impl: ColumnVsValue p_brand = 'Brand#31'"|200000|7968
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_size"|789|170|32478|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"|200000|40474
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_container"|7975|789|833259|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"|200000|19986
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_brand"|200000|7975|566588|"TableScan Impl: ColumnVsValue p_brand = 'Brand#24'"|200000|7975
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_size"|791|227|34015|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"|200000|60513
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_container"|7822|791|815867|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"|200000|20080
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_brand"|200000|7822|562328|"TableScan Impl: ColumnVsValue p_brand = 'Brand#25'"|200000|7822
"e7bb22c68d9903fa"|"REFERENCE"|"lineitem"|"l_shipmode"|14158|2004|564493|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"|6001215|858104
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_size"|820|82|34364|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"|200000|20271
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_container"|7968|820|904432|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"|200000|19906
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_brand"|200000|7968|600044|"TableScan Impl: ColumnVsValue p_brand = 'Brand#31'"|200000|7968
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_size"|789|170|32478|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"|200000|40474
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_container"|7975|789|833259|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"|200000|19986
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_brand"|200000|7975|566588|"TableScan Impl: ColumnVsValue p_brand = 'Brand#24'"|200000|7975
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_size"|791|227|34015|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"|200000|60513
"e7bb22c68d9903fa"|"REFERENCE"|"part"|"p_container"|7822|791|815867|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"|200000|20080
