table_name|chunk_id|column_id|column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes
"lineitem"|0|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|0|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|0|5|"l_extendedprice"|"float"|94342|"Dictionary"|"FixedSize4ByteAligned"|777432
"lineitem"|0|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|0|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|0|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|0|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|0|10|"l_shipdate"|"string"|2521|"Dictionary"|"FixedSize2ByteAligned"|300936
"lineitem"|0|11|"l_commitdate"|"string"|2461|"Dictionary"|"FixedSize2ByteAligned"|298536
"lineitem"|0|12|"l_receiptdate"|"string"|2536|"Dictionary"|"FixedSize2ByteAligned"|301536
"lineitem"|0|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|0|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|0|15|"l_comment"|"string"|96278|"Dictionary"|"FixedSize4ByteAligned"|6760800
"lineitem"|1|0|"l_orderkey"|"int"|25019|"Dictionary"|"FixedSize2ByteAligned"|300140
"lineitem"|1|1|"l_partkey"|"int"|78683|"Dictionary"|"FixedSize4ByteAligned"|714796
"lineitem"|1|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|1|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|1|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|1|5|"l_extendedprice"|"float"|94211|"Dictionary"|"FixedSize4ByteAligned"|776908
"lineitem"|1|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|1|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|1|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|1|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|1|10|"l_shipdate"|"string"|2523|"Dictionary"|"FixedSize2ByteAligned"|301016
"lineitem"|1|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|298656
"lineitem"|1|12|"l_receiptdate"|"string"|2535|"Dictionary"|"FixedSize2ByteAligned"|301496
"lineitem"|1|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|1|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|1|15|"l_comment"|"string"|96303|"Dictionary"|"FixedSize4ByteAligned"|6749411
"lineitem"|2|0|"l_orderkey"|"int"|25134|"Dictionary"|"FixedSize2ByteAligned"|300600
"lineitem"|2|1|"l_partkey"|"int"|78783|"Dictionary"|"FixedSize4ByteAligned"|715196
"lineitem"|2|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|2|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|2|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|2|5|"l_extendedprice"|"float"|94339|"Dictionary"|"FixedSize4ByteAligned"|777420
"lineitem"|2|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|2|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|2|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|2|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|2|10|"l_shipdate"|"string"|2517|"Dictionary"|"FixedSize2ByteAligned"|300776
"lineitem"|2|11|"l_commitdate"|"string"|2465|"Dictionary"|"FixedSize2ByteAligned"|298696
"lineitem"|2|12|"l_receiptdate"|"string"|2530|"Dictionary"|"FixedSize2ByteAligned"|301296
"lineitem"|2|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|2|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|2|15|"l_comment"|"string"|96399|"Dictionary"|"FixedSize4ByteAligned"|6756773
"lineitem"|3|0|"l_orderkey"|"int"|24973|"Dictionary"|"FixedSize2ByteAligned"|299956
"lineitem"|3|1|"l_partkey"|"int"|78498|"Dictionary"|"FixedSize4ByteAligned"|714056
"lineitem"|3|2|"l_suppkey"|"int"|9999|"Dictionary"|"FixedSize2ByteAligned"|240060
"lineitem"|3|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|3|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|3|5|"l_extendedprice"|"float"|94249|"Dictionary"|"FixedSize4ByteAligned"|777060
"lineitem"|3|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|3|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|3|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|3|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|3|10|"l_shipdate"|"string"|2521|"Dictionary"|"FixedSize2ByteAligned"|300936
"lineitem"|3|11|"l_commitdate"|"string"|2465|"Dictionary"|"FixedSize2ByteAligned"|298696
"lineitem"|3|12|"l_receiptdate"|"string"|2534|"Dictionary"|"FixedSize2ByteAligned"|301456
"lineitem"|3|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|3|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|3|15|"l_comment"|"string"|96307|"Dictionary"|"FixedSize4ByteAligned"|6754218
"lineitem"|4|0|"l_orderkey"|"int"|24902|"Dictionary"|"FixedSize2ByteAligned"|299672
"lineitem"|4|1|"l_partkey"|"int"|78661|"Dictionary"|"FixedSize4ByteAligned"|714708
"lineitem"|4|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|4|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|4|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|4|5|"l_extendedprice"|"float"|94242|"Dictionary"|"FixedSize4ByteAligned"|777032
"lineitem"|4|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|4|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|4|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|4|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|4|10|"l_shipdate"|"string"|2523|"Dictionary"|"FixedSize2ByteAligned"|301016
"lineitem"|4|11|"l_commitdate"|"string"|2466|"Dictionary"|"FixedSize2ByteAligned"|298736
"lineitem"|4|12|"l_receiptdate"|"string"|2538|"Dictionary"|"FixedSize2ByteAligned"|301616
"lineitem"|4|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|4|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|4|15|"l_comment"|"string"|96295|"Dictionary"|"FixedSize4ByteAligned"|6754166
"lineitem"|5|0|"l_orderkey"|"int"|24937|"Dictionary"|"FixedSize2ByteAligned"|299812
"lineitem"|5|1|"l_partkey"|"int"|78699|"Dictionary"|"FixedSize4ByteAligned"|714860
"lineitem"|5|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|5|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|5|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|5|5|"l_extendedprice"|"float"|94458|"Dictionary"|"FixedSize4ByteAligned"|777896
"lineitem"|5|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|5|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|5|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|5|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|5|10|"l_shipdate"|"string"|2520|"Dictionary"|"FixedSize2ByteAligned"|300896
"lineitem"|5|11|"l_commitdate"|"string"|2465|"Dictionary"|"FixedSize2ByteAligned"|298696
"lineitem"|5|12|"l_receiptdate"|"string"|2531|"Dictionary"|"FixedSize2ByteAligned"|301336
"lineitem"|5|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|5|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|5|15|"l_comment"|"string"|96282|"Dictionary"|"FixedSize4ByteAligned"|6752025
"lineitem"|6|0|"l_orderkey"|"int"|25030|"Dictionary"|"FixedSize2ByteAligned"|300184
"lineitem"|6|1|"l_partkey"|"int"|78590|"Dictionary"|"FixedSize4ByteAligned"|714424
"lineitem"|6|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|6|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|6|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|6|5|"l_extendedprice"|"float"|94312|"Dictionary"|"FixedSize4ByteAligned"|777312
"lineitem"|6|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|6|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|6|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|6|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|6|10|"l_shipdate"|"string"|2520|"Dictionary"|"FixedSize2ByteAligned"|300896
"lineitem"|6|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|298656
"lineitem"|6|12|"l_receiptdate"|"string"|2535|"Dictionary"|"FixedSize2ByteAligned"|301496
"lineitem"|6|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|6|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|6|15|"l_comment"|"string"|96285|"Dictionary"|"FixedSize4ByteAligned"|6758031
"lineitem"|7|0|"l_orderkey"|"int"|24967|"Dictionary"|"FixedSize2ByteAligned"|299932
"lineitem"|7|1|"l_partkey"|"int"|79005|"Dictionary"|"FixedSize4ByteAligned"|716084
"lineitem"|7|2|"l_suppkey"|"int"|9999|"Dictionary"|"FixedSize2ByteAligned"|240060
"lineitem"|7|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|7|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|7|5|"l_extendedprice"|"float"|94246|"Dictionary"|"FixedSize4ByteAligned"|777048
"lineitem"|7|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|7|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|7|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|7|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|7|10|"l_shipdate"|"string"|2523|"Dictionary"|"FixedSize2ByteAligned"|301016
"lineitem"|7|11|"l_commitdate"|"string"|2466|"Dictionary"|"FixedSize2ByteAligned"|298736
"lineitem"|7|12|"l_receiptdate"|"string"|2534|"Dictionary"|"FixedSize2ByteAligned"|301456
"lineitem"|7|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|7|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|7|15|"l_comment"|"string"|96229|"Dictionary"|"FixedSize4ByteAligned"|6742824
"lineitem"|8|0|"l_orderkey"|"int"|25058|"Dictionary"|"FixedSize2ByteAligned"|300296
"lineitem"|8|1|"l_partkey"|"int"|78703|"Dictionary"|"FixedSize4ByteAligned"|714876
"lineitem"|8|2|"l_suppkey"|"int"|9999|"Dictionary"|"FixedSize2ByteAligned"|240060
"lineitem"|8|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|8|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|8|5|"l_extendedprice"|"float"|94292|"Dictionary"|"FixedSize4ByteAligned"|777232
"lineitem"|8|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|8|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|8|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|8|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|8|10|"l_shipdate"|"string"|2520|"Dictionary"|"FixedSize2ByteAligned"|300896
"lineitem"|8|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|298656
"lineitem"|8|12|"l_receiptdate"|"string"|2531|"Dictionary"|"FixedSize2ByteAligned"|301336
"lineitem"|8|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|8|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|8|15|"l_comment"|"string"|96305|"Dictionary"|"FixedSize4ByteAligned"|6750813
"lineitem"|9|0|"l_orderkey"|"int"|25076|"Dictionary"|"FixedSize2ByteAligned"|300368
"lineitem"|9|1|"l_partkey"|"int"|78861|"Dictionary"|"FixedSize4ByteAligned"|715508
"lineitem"|9|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|9|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|9|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|9|5|"l_extendedprice"|"float"|94329|"Dictionary"|"FixedSize4ByteAligned"|777380
"lineitem"|9|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|9|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|9|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|9|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|9|10|"l_shipdate"|"string"|2522|"Dictionary"|"FixedSize2ByteAligned"|300976
"lineitem"|9|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|298656
"lineitem"|9|12|"l_receiptdate"|"string"|2530|"Dictionary"|"FixedSize2ByteAligned"|301296
"lineitem"|9|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|9|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|9|15|"l_comment"|"string"|96285|"Dictionary"|"FixedSize4ByteAligned"|6755868
"lineitem"|10|0|"l_orderkey"|"int"|25028|"Dictionary"|"FixedSize2ByteAligned"|300176
"lineitem"|10|1|"l_partkey"|"int"|78560|"Dictionary"|"FixedSize4ByteAligned"|714304
"lineitem"|10|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|10|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|10|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|10|5|"l_extendedprice"|"float"|94346|"Dictionary"|"FixedSize4ByteAligned"|777448
"lineitem"|10|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|10|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|10|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|10|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|10|10|"l_shipdate"|"string"|2522|"Dictionary"|"FixedSize2ByteAligned"|300976
"lineitem"|10|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|298656
"lineitem"|10|12|"l_receiptdate"|"string"|2531|"Dictionary"|"FixedSize2ByteAligned"|301336
"lineitem"|10|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|10|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|10|15|"l_comment"|"string"|96188|"Dictionary"|"FixedSize4ByteAligned"|6739066
"lineitem"|11|0|"l_orderkey"|"int"|24995|"Dictionary"|"FixedSize2ByteAligned"|300044
"lineitem"|11|1|"l_partkey"|"int"|78689|"Dictionary"|"FixedSize4ByteAligned"|714820
"lineitem"|11|2|"l_suppkey"|"int"|9999|"Dictionary"|"FixedSize2ByteAligned"|240060
"lineitem"|11|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|11|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|11|5|"l_extendedprice"|"float"|94271|"Dictionary"|"FixedSize4ByteAligned"|777148
"lineitem"|11|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|11|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|11|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|11|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|11|10|"l_shipdate"|"string"|2522|"Dictionary"|"FixedSize2ByteAligned"|300976
"lineitem"|11|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|298656
"lineitem"|11|12|"l_receiptdate"|"string"|2537|"Dictionary"|"FixedSize2ByteAligned"|301576
"lineitem"|11|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|11|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|11|15|"l_comment"|"string"|96259|"Dictionary"|"FixedSize4ByteAligned"|6742168
"lineitem"|12|0|"l_orderkey"|"int"|25029|"Dictionary"|"FixedSize2ByteAligned"|300180
"lineitem"|12|1|"l_partkey"|"int"|78614|"Dictionary"|"FixedSize4ByteAligned"|714520
"lineitem"|12|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|12|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|12|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|12|5|"l_extendedprice"|"float"|94345|"Dictionary"|"FixedSize4ByteAligned"|777444
"lineitem"|12|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|12|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|12|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|12|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|12|10|"l_shipdate"|"string"|2521|"Dictionary"|"FixedSize2ByteAligned"|300936
"lineitem"|12|11|"l_commitdate"|"string"|2465|"Dictionary"|"FixedSize2ByteAligned"|298696
"lineitem"|12|12|"l_receiptdate"|"string"|2531|"Dictionary"|"FixedSize2ByteAligned"|301336
"lineitem"|12|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|12|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|12|15|"l_comment"|"string"|96265|"Dictionary"|"FixedSize4ByteAligned"|6751401
"lineitem"|13|0|"l_orderkey"|"int"|24948|"Dictionary"|"FixedSize2ByteAligned"|299856
"lineitem"|13|1|"l_partkey"|"int"|78564|"Dictionary"|"FixedSize4ByteAligned"|714320
"lineitem"|13|2|"l_suppkey"|"int"|10000|"Dictionary"|"FixedSize2ByteAligned"|240064
"lineitem"|13|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|13|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|13|5|"l_extendedprice"|"float"|94322|"Dictionary"|"FixedSize4ByteAligned"|777352
"lineitem"|13|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|13|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|13|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|13|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|13|10|"l_shipdate"|"string"|2523|"Dictionary"|"FixedSize2ByteAligned"|301016
"lineitem"|13|11|"l_commitdate"|"string"|2466|"Dictionary"|"FixedSize2ByteAligned"|298736
"lineitem"|13|12|"l_receiptdate"|"string"|2537|"Dictionary"|"FixedSize2ByteAligned"|301576
"lineitem"|13|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|13|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|13|15|"l_comment"|"string"|96208|"Dictionary"|"FixedSize4ByteAligned"|6746397
"lineitem"|14|0|"l_orderkey"|"int"|25128|"Dictionary"|"FixedSize2ByteAligned"|300576
"lineitem"|14|1|"l_partkey"|"int"|78612|"Dictionary"|"FixedSize4ByteAligned"|714512
"lineitem"|14|2|"l_suppkey"|"int"|9998|"Dictionary"|"FixedSize2ByteAligned"|240056
"lineitem"|14|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|14|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|14|5|"l_extendedprice"|"float"|94272|"Dictionary"|"FixedSize4ByteAligned"|777152
"lineitem"|14|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|14|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|14|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|14|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
"lineitem"|14|10|"l_shipdate"|"string"|2520|"Dictionary"|"FixedSize2ByteAligned"|300896
"lineitem"|14|11|"l_commitdate"|"string"|2462|"Dictionary"|"FixedSize2ByteAligned"|298576
"lineitem"|14|12|"l_receiptdate"|"string"|2534|"Dictionary"|"FixedSize2ByteAligned"|301456
"lineitem"|14|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|100291
"lineitem"|14|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|100376
"lineitem"|14|15|"l_comment"|"string"|96299|"Dictionary"|"FixedSize4ByteAligned"|6751009
"lineitem"|15|0|"l_orderkey"|"int"|24991|"Dictionary"|"FixedSize2ByteAligned"|300028
"lineitem"|15|1|"l_partkey"|"int"|78753|"Dictionary"|"FixedSize4ByteAligned"|715076
"lineitem"|15|2|"l_suppkey"|"int"|9999|"Dictionary"|"FixedSize2ByteAligned"|240060
"lineitem"|15|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|100092
"lineitem"|15|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|100264
"lineitem"|15|5|"l_extendedprice"|"float"|94328|"Dictionary"|"FixedSize4ByteAligned"|777376
"lineitem"|15|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|100108
"lineitem"|15|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|100100
"lineitem"|15|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|100216
"lineitem"|15|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|100176
