QUERY_HASH,JOIN_MODE,LEFT_TABLE_NAME,LEFT_COLUMN_NAME,LEFT_TABLE_ROW_COUNT,RIGHT_TABLE_NAME,RIGHT_COLUMN_NAME,RIGHT_TABLE_ROW_COUNT,OUTPUT_ROWS,PREDICATE_COUNT,PRIMARY_PREDICATE,RUNTIME_NS
1c41ac70227eb819,Semi,catalog_returns,cr_returning_addr_sk,50000,customer_address,ca_address_sk,28837,21563,1,=,4599481
1c41ac70227eb819,Inner,catalog_returns,cr_returning_addr_sk,21563,customer_address,ca_address_sk,28837,28260,1,=,3831248
1c41ac70227eb819,Semi,customer_address,ca_state,27796,customer_address,ca_state,52,6828,2,=,4175029
1c41ac70227eb819,Semi,catalog_returns,cr_returning_customer_sk,100000,customer,c_customer_sk,27796,24360,1,=,4807831
1c41ac70227eb819,Semi,customer_address,ca_address_sk,24360,customer,c_current_addr_sk,2446,1173,1,=,1631666
1c41ac70227eb819,Inner,customer_address,ca_address_sk,1173,customer,c_current_addr_sk,2446,1173,1,=,388902
1c41ac70227eb819,Inner,catalog_returns,cr_returning_customer_sk,6828,customer,c_customer_sk,1173,339,1,=,388133
741bc3f2dfb09756,Semi,store_sales,ss_sold_date_sk,2880404,date_dim,d_date_sk,157,235448,1,=,46013041
741bc3f2dfb09756,Semi,store_sales,ss_hdemo_sk,235448,household_demographics,hd_demo_sk,2880,91665,1,=,10816590
741bc3f2dfb09756,Inner,store_sales,ss_sold_date_sk,91665,date_dim,d_date_sk,157,91665,1,=,5696687
741bc3f2dfb09756,Inner,store_sales,ss_hdemo_sk,91665,household_demographics,hd_demo_sk,2880,91665,1,=,5733356
741bc3f2dfb09756,Inner,store_sales,ss_store_sk,91665,store,s_store_sk,11,75163,1,=,5390623
741bc3f2dfb09756,Semi,store_sales,ss_customer_sk,100000,customer,c_customer_sk,7468,6557,1,=,4037991
741bc3f2dfb09756,Inner,store_sales,ss_customer_sk,7468,customer,c_customer_sk,6557,7013,1,=,1112642
901db9dd2feb2d10,Semi,store_sales,ss_sold_date_sk,2880404,date_dim,d_date_sk,365,550596,1,=,47999593
901db9dd2feb2d10,Inner,store_sales,ss_sold_date_sk,550596,date_dim,d_date_sk,365,550596,1,=,29257400
901db9dd2feb2d10,Inner,store,s_store_sk,60871,store_sales,ss_store_sk,12,53996,1,=,1778133
901db9dd2feb2d10,Inner,item,i_item_sk,53996,store_sales,ss_item_sk,18000,53996,1,=,5213914
901db9dd2feb2d10,Inner,store_sales,ss_store_sk,7,store_sales,ss_store_sk,53996,53996,1,=,2902928
24cc61038fcacf93,Semi,date_dim,d_date_sk,2880404,store_sales,ss_sold_date_sk,30,86281,1,=,49851623
24cc61038fcacf93,Semi,store_sales,ss_item_sk,86281,item,i_item_sk,339,1708,1,=,7988396
24cc61038fcacf93,Inner,store_sales,ss_item_sk,1708,item,i_item_sk,339,1708,1,=,289301
24cc61038fcacf93,Inner,date_dim,d_date_sk,1708,store_sales,ss_sold_date_sk,30,1708,1,=,343362
9ba0ff608aba8792,Semi,store_returns,sr_returned_date_sk,287514,date_dim,d_date_sk,31,2976,1,=,5988433
9ba0ff608aba8792,Inner,store_returns,sr_returned_date_sk,2976,date_dim,d_date_sk,31,2976,1,=,216172
9ba0ff608aba8792,Semi,store_sales,ss_ticket_number,2880404,store_returns,sr_ticket_number,2976,33689,1,=,54987449
9ba0ff608aba8792,Inner,store_sales,ss_ticket_number,33689,store_returns,sr_ticket_number,2976,37114,1,=,3761122
9ba0ff608aba8792,Semi,store_sales,ss_sold_date_sk,73049,date_dim,d_date_sk,2196,201,1,=,1590038
9ba0ff608aba8792,Inner,store_sales,ss_sold_date_sk,2196,date_dim,d_date_sk,201,2137,1,=,295657
9ba0ff608aba8792,Inner,store_sales,ss_store_sk,2137,store,s_store_sk,12,2105,1,=,416001
c49841c711905e98,Semi,store_sales,ss_sold_date_sk,2880404,date_dim,d_date_sk,366,553861,1,=,48508769
c49841c711905e98,Inner,store_sales,ss_sold_date_sk,553861,date_dim,d_date_sk,366,553861,1,=,34824244
c49841c711905e98,Inner,store_sales,ss_addr_sk,14317,customer_address,ca_address_sk,553861,154475,1,=,27300811
c49841c711905e98,Inner,store,s_store_sk,32432,store_sales,ss_store_sk,12,32229,1,=,3969123
c49841c711905e98,Semi,customer_demographics,cd_demo_sk,164640,store_sales,ss_cdemo_sk,32229,1023,1,=,22712365
c49841c711905e98,Inner,customer_demographics,cd_demo_sk,1023,store_sales,ss_cdemo_sk,32229,2619,1,=,2520803
5a7fd39201e63d24,Semi,catalog_sales,cs_sold_date_sk,1441548,date_dim,d_date_sk,214,150459,1,=,21301901
5a7fd39201e63d24,Semi,date_dim,d_date_sk,2880404,store_sales,ss_sold_date_sk,30,26370,1,=,42407046
5a7fd39201e63d24,Inner,date_dim,d_date_sk,26370,store_sales,ss_sold_date_sk,30,26370,1,=,1858246
5a7fd39201e63d24,Semi,store_returns,sr_returned_date_sk,287514,date_dim,d_date_sk,214,25933,1,=,5943662
5a7fd39201e63d24,Inner,store_returns,sr_returned_date_sk,25933,date_dim,d_date_sk,214,25933,1,=,1409207
5a7fd39201e63d24,Inner,store_sales,ss_ticket_number,26370,store_returns,sr_ticket_number,25933,31706,1,=,7135440
5a7fd39201e63d24,Inner,store,s_store_sk,1948,store_sales,ss_store_sk,12,1921,1,=,477814
5a7fd39201e63d24,Semi,store_returns,sr_customer_sk,150459,catalog_sales,cs_bill_customer_sk,1921,2024,1,=,5120390
5a7fd39201e63d24,Inner,catalog_sales,cs_sold_date_sk,2024,date_dim,d_date_sk,214,2024,1,=,181529
5a7fd39201e63d24,Semi,item,i_item_sk,18000,store_sales,ss_item_sk,1921,1723,1,=,814820
5a7fd39201e63d24,Inner,item,i_item_sk,1921,store_sales,ss_item_sk,1723,1921,1,=,459446
5a7fd39201e63d24,Inner,store_returns,sr_customer_sk,2024,catalog_sales,cs_bill_customer_sk,1921,2817,1,=,639857
7ee6cff3a8c3d580,Semi,date_dim,d_date_sk,2880404,store_sales,ss_sold_date_sk,30,88042,1,=,47329284
7ee6cff3a8c3d580,Semi,store_sales,ss_item_sk,88042,item,i_item_sk,321,1535,1,=,8032050
7ee6cff3a8c3d580,Inner,store_sales,ss_item_sk,1535,item,i_item_sk,321,1535,1,=,283923
7ee6cff3a8c3d580,Inner,date_dim,d_date_sk,1535,store_sales,ss_sold_date_sk,30,1535,1,=,330929
7ee6cff3a8c3d580,Inner,store_sales,ss_store_sk,1535,store,s_store_sk,12,1504,1,=,327507
7ee6cff3a8c3d580,Semi,store_sales,ss_customer_sk,100000,customer,c_customer_sk,1504,1357,1,=,2808357
7ee6cff3a8c3d580,Inner,store_sales,ss_customer_sk,1357,customer,c_customer_sk,1504,1492,1,=,354118
7ee6cff3a8c3d580,Semi,customer,c_current_addr_sk,50000,customer_address,ca_address_sk,1492,1336,1,=,1573764
7ee6cff3a8c3d580,Inner,customer,c_current_addr_sk,1336,customer_address,ca_address_sk,1492,1492,1,=,309138
105285333f5ba7f4,Semi,customer,c_current_addr_sk,100000,customer_address,ca_address_sk,4891,9807,1,=,3203754
105285333f5ba7f4,Inner,customer,c_current_addr_sk,9807,customer_address,ca_address_sk,4891,9807,1,=,1134993
105285333f5ba7f4,Semi,customer_demographics,cd_demo_sk,1920800,customer,c_current_cdemo_sk,9807,9430,1,=,55022233
105285333f5ba7f4,Semi,store_sales,ss_sold_date_sk,2880404,date_dim,d_date_sk,91,79346,1,=,41843670
105285333f5ba7f4,Inner,store_sales,ss_sold_date_sk,79346,date_dim,d_date_sk,91,79346,1,=,4806923
105285333f5ba7f4,Semi,customer,c_customer_sk,9807,store_sales,ss_customer_sk,79346,652,1,=,7633929
105285333f5ba7f4,Semi,catalog_sales,cs_sold_date_sk,1441548,date_dim,d_date_sk,91,41378,1,=,26129567
105285333f5ba7f4,Inner,catalog_sales,cs_sold_date_sk,41378,date_dim,d_date_sk,91,41378,1,=,2039425
105285333f5ba7f4,AntiNullAsFalse,customer,c_customer_sk,652,catalog_sales,cs_ship_customer_sk,41378,617,1,=,3034587
105285333f5ba7f4,Semi,web_sales,ws_sold_date_sk,719384,date_dim,d_date_sk,91,21439,1,=,10765742
105285333f5ba7f4,Inner,web_sales,ws_sold_date_sk,21439,date_dim,d_date_sk,91,21439,1,=,1261344
105285333f5ba7f4,AntiNullAsFalse,customer,c_customer_sk,617,web_sales,ws_bill_customer_sk,21439,602,1,=,1721767
105285333f5ba7f4,Inner,customer_demographics,cd_demo_sk,9430,customer,c_current_cdemo_sk,602,579,1,=,2105150
2e0ad00e44492b13,Semi,customer,c_current_addr_sk,100000,customer_address,ca_address_sk,459,932,1,=,2778813
2e0ad00e44492b13,Inner,customer,c_current_addr_sk,932,customer_address,ca_address_sk,459,932,1,=,186139
2e0ad00e44492b13,Semi,customer_demographics,cd_demo_sk,1920800,customer,c_current_cdemo_sk,932,897,1,=,52872382
2e0ad00e44492b13,Inner,customer_demographics,cd_demo_sk,897,customer,c_current_cdemo_sk,932,897,1,=,517417
2e0ad00e44492b13,Semi,web_sales,ws_sold_date_sk,719384,date_dim,d_date_sk,120,27787,1,=,10778942
2e0ad00e44492b13,Inner,web_sales,ws_sold_date_sk,27787,date_dim,d_date_sk,120,27787,1,=,1702560
2e0ad00e44492b13,Semi,customer,c_customer_sk,897,web_sales,ws_bill_customer_sk,27787,23,1,=,2570393
2e0ad00e44492b13,Semi,catalog_sales,cs_sold_date_sk,1441548,date_dim,d_date_sk,120,54361,1,=,22589087
2e0ad00e44492b13,Semi,customer,c_customer_sk,54361,catalog_sales,cs_ship_customer_sk,897,491,1,=,1977821
2e0ad00e44492b13,Inner,catalog_sales,cs_sold_date_sk,491,date_dim,d_date_sk,120,491,1,=,95129
2e0ad00e44492b13,Semi,customer,c_customer_sk,897,catalog_sales,cs_ship_customer_sk,491,52,1,=,167001
2e0ad00e44492b13,Semi,store_sales,ss_sold_date_sk,2880404,date_dim,d_date_sk,120,108944,1,=,42755926
2e0ad00e44492b13,Semi,customer,c_customer_sk,108944,store_sales,ss_customer_sk,75,62,1,=,5643256
2e0ad00e44492b13,Inner,store_sales,ss_sold_date_sk,62,date_dim,d_date_sk,120,62,1,=,77180
2e0ad00e44492b13,Semi,customer,c_customer_sk,75,store_sales,ss_customer_sk,62,5,1,=,88075
76277e5ed4da0819,Semi,catalog_sales,cs_sold_date_sk,1441548,date_dim,d_date_sk,274,159918,1,=,21064285
76277e5ed4da0819,Semi,date_dim,d_date_sk,2880404,store_sales,ss_sold_date_sk,91,80124,1,=,59798563
76277e5ed4da0819,Inner,date_dim,d_date_sk,80124,store_sales,ss_sold_date_sk,91,80124,1,=,4868667
76277e5ed4da0819,Semi,store_returns,sr_returned_date_sk,287514,date_dim,d_date_sk,274,40686,1,=,7627923
76277e5ed4da0819,Inner,store_returns,sr_returned_date_sk,40686,date_dim,d_date_sk,274,40686,1,=,1883181
76277e5ed4da0819,Inner,store_sales,ss_customer_sk,80124,store_returns,sr_customer_sk,40686,106367,1,=,19796795
76277e5ed4da0819,Inner,store,s_store_sk,5958,store_sales,ss_store_sk,12,5894,1,=,929857
76277e5ed4da0819,Semi,store_returns,sr_customer_sk,159918,catalog_sales,cs_bill_customer_sk,5894,6149,1,=,6180719
76277e5ed4da0819,Inner,store_returns,sr_customer_sk,6149,catalog_sales,cs_bill_customer_sk,5894,9322,1,=,1858037
76277e5ed4da0819,Inner,catalog_sales,cs_sold_date_sk,274,date_dim,d_date_sk,1,1,1,=,77320
76277e5ed4da0819,Semi,item,i_item_sk,18000,store_sales,ss_item_sk,1,1,1,=,340637
76277e5ed4da0819,Inner,item,i_item_sk,1,store_sales,ss_item_sk,1,1,1,=,58530
a203e0bb1c413813,Semi,web_sales,ws_ship_date_sk,719384,date_dim,d_date_sk,366,143138,1,=,14943075
a203e0bb1c413813,Inner,web_sales,ws_ship_date_sk,143138,date_dim,d_date_sk,366,143138,1,=,6901108
a203e0bb1c413813,Inner,web_sales,ws_warehouse_sk,143138,warehouse,w_warehouse_sk,5,143120,1,=,8286917
a203e0bb1c413813,Inner,web_sales,ws_web_site_sk,143120,web_site,web_site_sk,30,143106,1,=,8087158
a203e0bb1c413813,Inner,web_sales,ws_ship_mode_sk,143106,ship_mode,sm_ship_mode_sk,20,143099,1,=,8642502
747848d0ca9ebfbb,Semi,catalog_sales,cs_sold_date_sk,1441548,date_dim,d_date_sk,91,41350,1,=,20514599
747848d0ca9ebfbb,Inner,catalog_sales,cs_sold_date_sk,41350,date_dim,d_date_sk,91,41350,1,=,2102287
747848d0ca9ebfbb,Semi,catalog_sales,cs_bill_customer_sk,100000,customer,c_customer_sk,41350,4539,1,=,4817679
747848d0ca9ebfbb,Inner,customer,c_current_addr_sk,4539,customer_address,ca_address_sk,50000,4539,1,=,2295759
747848d0ca9ebfbb,Inner,catalog_sales,cs_bill_customer_sk,41350,customer,c_customer_sk,4539,41265,1,=,2814014
c1558ce7f598faf2,Semi,web_sales,ws_sold_date_sk,719384,date_dim,d_date_sk,91,21363,1,=,11047010
c1558ce7f598faf2,Inner,web_sales,ws_sold_date_sk,21363,date_dim,d_date_sk,91,21363,1,=,1465015
c1558ce7f598faf2,Semi,web_sales,ws_bill_customer_sk,100000,customer,c_customer_sk,21363,1755,1,=,4627629
c1558ce7f598faf2,Inner,customer,c_current_addr_sk,1755,customer_address,ca_address_sk,50000,1755,1,=,1824021
c1558ce7f598faf2,Inner,web_sales,ws_bill_customer_sk,21363,customer,c_customer_sk,1755,21362,1,=,1498890
c1558ce7f598faf2,Semi,web_sales,ws_item_sk,18000,item,i_item_sk,21363,8176,1,=,3206897
c1558ce7f598faf2,Inner,web_sales,ws_item_sk,21362,item,i_item_sk,8176,21362,1,=,2320135
c1558ce7f598faf2,Semi,item,i_item_id,21362,item,i_item_id,10,19,1,=,10148515
a328efe777ccc703,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,56129,1,=,40590708
a328efe777ccc703,Semi,store_sales,ss_store_sk,56129,store,s_store_sk,1,9170,1,=,3182451
a328efe777ccc703,Semi,store_sales,ss_hdemo_sk,9170,household_demographics,hd_demo_sk,720,870,1,=,720039
a328efe777ccc703,Inner,store_sales,ss_store_sk,870,store,s_store_sk,1,870,1,=,158899
a328efe777ccc703,Inner,store_sales,ss_hdemo_sk,870,household_demographics,hd_demo_sk,720,870,1,=,179225
a328efe777ccc703,Inner,store_sales,ss_sold_time_sk,1800,time_dim,t_time_sk,870,870,1,=,341685
48102a81fee54f33,Semi,store_sales,ss_item_sk,2880404,item,i_item_sk,39,6656,1,=,85301336
48102a81fee54f33,Inner,store_sales,ss_item_sk,6656,item,i_item_sk,39,6656,1,=,1227050
48102a81fee54f33,Semi,date_dim,d_date_sk,73049,store_sales,ss_sold_date_sk,6656,1675,1,=,2733762
48102a81fee54f33,Inner,date_dim,d_date_sk,149,store_sales,ss_sold_date_sk,6656,975,1,=,488640
10dbdaceb474245a,Semi,catalog_sales,cs_sold_date_sk,1441548,date_dim,d_date_sk,366,287535,1,=,22619191
10dbdaceb474245a,Inner,catalog_sales,cs_sold_date_sk,287535,date_dim,d_date_sk,366,287535,1,=,15438212
10dbdaceb474245a,Inner,catalog_sales,cs_promo_sk,287535,promotion,p_promo_sk,299,285864,1,=,14464213
10dbdaceb474245a,Inner,catalog_sales,cs_bill_cdemo_sk,27440,customer_demographics,cd_demo_sk,285864,4032,1,=,13080430
10dbdaceb474245a,Inner,catalog_sales,cs_item_sk,18000,item,i_item_sk,4032,4032,1,=,7252641
dfd5d73db008470,Semi,date_dim,d_date_sk,2880404,store_sales,ss_sold_date_sk,30,88679,1,=,45496252
dfd5d73db008470,Semi,store_sales,ss_item_sk,88679,item,i_item_sk,321,1503,1,=,7988536
dfd5d73db008470,Inner,store_sales,ss_item_sk,1503,item,i_item_sk,321,1503,1,=,275471
dfd5d73db008470,Inner,date_dim,d_date_sk,1503,store_sales,ss_sold_date_sk,30,1503,1,=,319754
e9628864b4c79dc2,Semi,store_sales,ss_sold_date_sk,208465,date_dim,d_date_sk,365,40409,1,=,9456763
e9628864b4c79dc2,Inner,store_sales,ss_sold_date_sk,40409,date_dim,d_date_sk,365,40409,1,=,2272920
e9628864b4c79dc2,Semi,store_sales,ss_addr_sk,50000,customer_address,ca_address_sk,40409,21130,1,=,8035193
e9628864b4c79dc2,Inner,store_sales,ss_addr_sk,20510,customer_address,ca_address_sk,40409,38743,1,=,4473969
e9628864b4c79dc2,Semi,store,s_store_sk,6663,store_sales,ss_store_sk,12,6627,1,=,963173
e9628864b4c79dc2,Inner,store,s_store_sk,6627,store_sales,ss_store_sk,12,6627,1,=,665071
e9628864b4c79dc2,Semi,customer_demographics,cd_demo_sk,164640,store_sales,ss_cdemo_sk,6627,424,1,=,15884805
e9628864b4c79dc2,Inner,customer_demographics,cd_demo_sk,424,store_sales,ss_cdemo_sk,6627,554,1,=,783180
e9628864b4c79dc2,Semi,store_sales,ss_hdemo_sk,92,household_demographics,hd_demo_sk,7200,92,1,=,622674
e9628864b4c79dc2,Inner,store_sales,ss_hdemo_sk,7200,household_demographics,hd_demo_sk,92,92,1,=,286228
62abd1717043ab45,Semi,store_returns,sr_returned_date_sk,287514,date_dim,d_date_sk,366,55820,1,=,6883157
62abd1717043ab45,Inner,store_returns,sr_returned_date_sk,55820,date_dim,d_date_sk,366,55820,1,=,2736696
62abd1717043ab45,Inner,store,s_store_sk,50441,store_returns,sr_store_sk,12,49939,1,=,1312261
62abd1717043ab45,Semi,store_returns,sr_store_sk,49939,store_returns,sr_store_sk,7,12940,2,=,4841636
62abd1717043ab45,Semi,store_returns,sr_customer_sk,100000,customer,c_customer_sk,49939,34832,1,=,7603965
62abd1717043ab45,Inner,store_returns,sr_customer_sk,12940,customer,c_customer_sk,34832,12934,1,=,5199735
a5ed8e369e84a26a,Semi,store_sales,ss_sold_date_sk,2880404,date_dim,d_date_sk,366,553861,1,=,48274437
a5ed8e369e84a26a,Inner,store_sales,ss_sold_date_sk,553861,date_dim,d_date_sk,366,553861,1,=,34839122
a5ed8e369e84a26a,Inner,store_sales,ss_promo_sk,553861,promotion,p_promo_sk,299,539019,1,=,34882006
a5ed8e369e84a26a,Inner,store_sales,ss_cdemo_sk,27440,customer_demographics,cd_demo_sk,539019,7747,1,=,23933409
a5ed8e369e84a26a,Inner,store_sales,ss_item_sk,18000,item,i_item_sk,7747,7747,1,=,5639694
b5449accdea88518,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,96639,1,=,42118722
b5449accdea88518,Semi,store_sales,ss_store_sk,96639,store,s_store_sk,1,15413,1,=,9673284
b5449accdea88518,Semi,store_sales,ss_hdemo_sk,15413,household_demographics,hd_demo_sk,1920,4129,1,=,1198483
b5449accdea88518,Inner,store_sales,ss_store_sk,4129,store,s_store_sk,1,4129,1,=,386456
b5449accdea88518,Inner,store_sales,ss_hdemo_sk,4129,household_demographics,hd_demo_sk,1920,4129,1,=,544308
b5449accdea88518,Inner,store_sales,ss_sold_time_sk,4129,time_dim,t_time_sk,1800,4129,1,=,820268
b5449accdea88518,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,108250,1,=,41048477
b5449accdea88518,Semi,store_sales,ss_store_sk,108250,store,s_store_sk,1,17936,1,=,3855414
b5449accdea88518,Semi,store_sales,ss_hdemo_sk,17936,household_demographics,hd_demo_sk,1920,4533,1,=,1430371
b5449accdea88518,Inner,store_sales,ss_store_sk,4533,store,s_store_sk,1,4533,1,=,561141
b5449accdea88518,Inner,store_sales,ss_hdemo_sk,4533,household_demographics,hd_demo_sk,1920,4533,1,=,1101397
b5449accdea88518,Inner,store_sales,ss_sold_time_sk,4533,time_dim,t_time_sk,1800,4533,1,=,661858
b5449accdea88518,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,94867,1,=,41325205
b5449accdea88518,Semi,store_sales,ss_store_sk,94867,store,s_store_sk,1,15097,1,=,3485512
b5449accdea88518,Semi,store_sales,ss_hdemo_sk,15097,household_demographics,hd_demo_sk,1920,3960,1,=,1160486
b5449accdea88518,Inner,store_sales,ss_store_sk,3960,store,s_store_sk,1,3960,1,=,364594
b5449accdea88518,Inner,store_sales,ss_hdemo_sk,3960,household_demographics,hd_demo_sk,1920,3960,1,=,446803
b5449accdea88518,Inner,store_sales,ss_sold_time_sk,3960,time_dim,t_time_sk,1800,3960,1,=,519233
b5449accdea88518,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,112046,1,=,40460445
b5449accdea88518,Semi,store_sales,ss_store_sk,112046,store,s_store_sk,1,18079,1,=,3980299
b5449accdea88518,Semi,store_sales,ss_hdemo_sk,18079,household_demographics,hd_demo_sk,1920,4726,1,=,1315125
b5449accdea88518,Inner,store_sales,ss_store_sk,4726,store,s_store_sk,1,4726,1,=,405035
b5449accdea88518,Inner,store_sales,ss_hdemo_sk,4726,household_demographics,hd_demo_sk,1920,4726,1,=,540257
b5449accdea88518,Inner,store_sales,ss_sold_time_sk,4726,time_dim,t_time_sk,1800,4726,1,=,761318
b5449accdea88518,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,53895,1,=,39986822
b5449accdea88518,Semi,store_sales,ss_store_sk,53895,store,s_store_sk,1,9009,1,=,2177371
b5449accdea88518,Semi,store_sales,ss_hdemo_sk,9009,household_demographics,hd_demo_sk,1920,2334,1,=,1045242
b5449accdea88518,Inner,store_sales,ss_store_sk,2334,store,s_store_sk,1,2334,1,=,245787
b5449accdea88518,Inner,store_sales,ss_hdemo_sk,2334,household_demographics,hd_demo_sk,1920,2334,1,=,364874
b5449accdea88518,Inner,store_sales,ss_sold_time_sk,2334,time_dim,t_time_sk,1800,2334,1,=,398120
b5449accdea88518,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,165289,1,=,40591965
b5449accdea88518,Semi,store_sales,ss_store_sk,165289,store,s_store_sk,1,27218,1,=,5577461
b5449accdea88518,Semi,store_sales,ss_hdemo_sk,27218,household_demographics,hd_demo_sk,1920,7115,1,=,1872494
b5449accdea88518,Inner,store_sales,ss_store_sk,7115,store,s_store_sk,1,7115,1,=,496254
b5449accdea88518,Inner,store_sales,ss_hdemo_sk,7115,household_demographics,hd_demo_sk,1920,7115,1,=,740574
b5449accdea88518,Inner,store_sales,ss_sold_time_sk,7115,time_dim,t_time_sk,1800,7115,1,=,759084
b5449accdea88518,Semi,store_sales,ss_sold_time_sk,2880404,time_dim,t_time_sk,1800,166212,1,=,41391000
b5449accdea88518,Semi,store_sales,ss_store_sk,166212,store,s_store_sk,1,27516,1,=,5618182
b5449accdea88518,Semi,store_sales,ss_hdemo_sk,27516,household_demographics,hd_demo_sk,1920,7538,1,=,1834359
b5449accdea88518,Inner,store_sales,ss_store_sk,7538,store,s_store_sk,1,7538,1,=,651521
