table_name|chunk_id|column_id|column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes
"catalog_returns"|0|16|"cr_order_number"|"int"|65582|"Dictionary"|"FixedSize4ByteAligned"|662392
"catalog_returns"|0|17|"cr_return_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|100464
"catalog_returns"|0|18|"cr_return_amount"|"float"|64136|"Dictionary"|"FixedSize2ByteAligned"|456608
"catalog_returns"|0|19|"cr_return_tax"|"float"|21819|"Dictionary"|"FixedSize2ByteAligned"|287340
"catalog_returns"|0|20|"cr_return_amt_inc_tax"|"float"|73325|"Dictionary"|"FixedSize4ByteAligned"|693364
"catalog_returns"|0|21|"cr_fee"|"float"|9951|"Dictionary"|"FixedSize2ByteAligned"|239868
"catalog_returns"|0|22|"cr_return_ship_cost"|"float"|51392|"Dictionary"|"FixedSize2ByteAligned"|405632
"catalog_returns"|0|23|"cr_refunded_cash"|"float"|57800|"Dictionary"|"FixedSize2ByteAligned"|431264
"catalog_returns"|0|24|"cr_reversed_charge"|"float"|43630|"Dictionary"|"FixedSize2ByteAligned"|374584
"catalog_returns"|0|25|"cr_store_credit"|"float"|43201|"Dictionary"|"FixedSize2ByteAligned"|372868
"catalog_returns"|0|26|"cr_net_loss"|"float"|67453|"Dictionary"|"FixedSize4ByteAligned"|669876
"catalog_returns"|1|0|"cr_returned_date_sk"|"int"|721|"Dictionary"|"FixedSize2ByteAligned"|91082
"catalog_returns"|1|1|"cr_returned_time_sk"|"int"|32954|"Dictionary"|"FixedSize2ByteAligned"|220014
"catalog_returns"|1|2|"cr_item_sk"|"int"|11280|"Dictionary"|"FixedSize2ByteAligned"|133318
"catalog_returns"|1|3|"cr_refunded_customer_sk"|"int"|24785|"Dictionary"|"FixedSize2ByteAligned"|187338
"catalog_returns"|1|4|"cr_refunded_cdemo_sk"|"int"|28384|"Dictionary"|"FixedSize2ByteAligned"|201734
"catalog_returns"|1|5|"cr_refunded_hdemo_sk"|"int"|7066|"Dictionary"|"FixedSize2ByteAligned"|116462
"catalog_returns"|1|6|"cr_refunded_addr_sk"|"int"|21769|"Dictionary"|"FixedSize2ByteAligned"|175274
"catalog_returns"|1|7|"cr_returning_customer_sk"|"int"|34946|"Dictionary"|"FixedSize2ByteAligned"|227982
"catalog_returns"|1|8|"cr_returning_cdemo_sk"|"int"|42460|"Dictionary"|"FixedSize2ByteAligned"|258038
"catalog_returns"|1|9|"cr_returning_hdemo_sk"|"int"|7179|"Dictionary"|"FixedSize2ByteAligned"|116914
"catalog_returns"|1|10|"cr_returning_addr_sk"|"int"|28761|"Dictionary"|"FixedSize2ByteAligned"|203242
"catalog_returns"|1|11|"cr_call_center_sk"|"int"|4|"Dictionary"|"FixedSize1ByteAligned"|44147
"catalog_returns"|1|12|"cr_catalog_page_sk"|"int"|2182|"Dictionary"|"FixedSize2ByteAligned"|96926
"catalog_returns"|1|13|"cr_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|44211
"catalog_returns"|1|14|"cr_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|44151
"catalog_returns"|1|15|"cr_reason_sk"|"int"|35|"Dictionary"|"FixedSize1ByteAligned"|44271
"catalog_returns"|1|16|"cr_order_number"|"int"|28937|"Dictionary"|"FixedSize2ByteAligned"|203946
"catalog_returns"|1|17|"cr_return_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|44531
"catalog_returns"|1|18|"cr_return_amount"|"float"|34011|"Dictionary"|"FixedSize2ByteAligned"|224242
"catalog_returns"|1|19|"cr_return_tax"|"float"|14166|"Dictionary"|"FixedSize2ByteAligned"|144862
"catalog_returns"|1|20|"cr_return_amt_inc_tax"|"float"|36964|"Dictionary"|"FixedSize2ByteAligned"|236054
"catalog_returns"|1|21|"cr_fee"|"float"|9839|"Dictionary"|"FixedSize2ByteAligned"|127554
"catalog_returns"|1|22|"cr_return_ship_cost"|"float"|29193|"Dictionary"|"FixedSize2ByteAligned"|204970
"catalog_returns"|1|23|"cr_refunded_cash"|"float"|31061|"Dictionary"|"FixedSize2ByteAligned"|212442
"catalog_returns"|1|24|"cr_reversed_charge"|"float"|24874|"Dictionary"|"FixedSize2ByteAligned"|187694
"catalog_returns"|1|25|"cr_store_credit"|"float"|24555|"Dictionary"|"FixedSize2ByteAligned"|186418
"catalog_returns"|1|26|"cr_net_loss"|"float"|35689|"Dictionary"|"FixedSize2ByteAligned"|230954
"catalog_sales"|0|0|"cs_sold_date_sk"|"int"|215|"Dictionary"|"FixedSize1ByteAligned"|100924
"catalog_sales"|0|1|"cs_sold_time_sk"|"int"|10247|"Dictionary"|"FixedSize2ByteAligned"|241052
"catalog_sales"|0|2|"cs_ship_date_sk"|"int"|304|"Dictionary"|"FixedSize2ByteAligned"|201280
"catalog_sales"|0|3|"cs_bill_customer_sk"|"int"|10518|"Dictionary"|"FixedSize2ByteAligned"|242136
"catalog_sales"|0|4|"cs_bill_cdemo_sk"|"int"|11074|"Dictionary"|"FixedSize2ByteAligned"|244360
"catalog_sales"|0|5|"cs_bill_hdemo_sk"|"int"|5673|"Dictionary"|"FixedSize2ByteAligned"|222756
"catalog_sales"|0|6|"cs_bill_addr_sk"|"int"|9897|"Dictionary"|"FixedSize2ByteAligned"|239652
"catalog_sales"|0|7|"cs_ship_customer_sk"|"int"|10498|"Dictionary"|"FixedSize2ByteAligned"|242056
"catalog_sales"|0|8|"cs_ship_cdemo_sk"|"int"|11077|"Dictionary"|"FixedSize2ByteAligned"|244372
"catalog_sales"|0|9|"cs_ship_hdemo_sk"|"int"|5644|"Dictionary"|"FixedSize2ByteAligned"|222640
"catalog_sales"|0|10|"cs_ship_addr_sk"|"int"|9922|"Dictionary"|"FixedSize2ByteAligned"|239752
"catalog_sales"|0|11|"cs_call_center_sk"|"int"|3|"Dictionary"|"FixedSize1ByteAligned"|100076
"catalog_sales"|0|12|"cs_catalog_page_sk"|"int"|756|"Dictionary"|"FixedSize2ByteAligned"|203088
"catalog_sales"|0|13|"cs_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|100144
"catalog_sales"|0|14|"cs_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|100084
"catalog_sales"|0|15|"cs_item_sk"|"int"|9000|"Dictionary"|"FixedSize2ByteAligned"|236064
"catalog_sales"|0|16|"cs_promo_sk"|"int"|300|"Dictionary"|"FixedSize2ByteAligned"|201264
"catalog_sales"|0|17|"cs_order_number"|"int"|11117|"Dictionary"|"FixedSize2ByteAligned"|244532
"catalog_sales"|0|18|"cs_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|100464
"catalog_sales"|0|19|"cs_wholesale_cost"|"float"|9901|"Dictionary"|"FixedSize2ByteAligned"|239668
"catalog_sales"|0|20|"cs_list_price"|"float"|24893|"Dictionary"|"FixedSize2ByteAligned"|299636
"catalog_sales"|0|21|"cs_sales_price"|"float"|17908|"Dictionary"|"FixedSize2ByteAligned"|271696
"catalog_sales"|0|22|"cs_ext_discount_amt"|"float"|75183|"Dictionary"|"FixedSize4ByteAligned"|700796
"catalog_sales"|0|23|"cs_ext_sales_price"|"float"|75426|"Dictionary"|"FixedSize4ByteAligned"|701768
"catalog_sales"|0|24|"cs_ext_wholesale_cost"|"float"|78983|"Dictionary"|"FixedSize4ByteAligned"|715996
"catalog_sales"|0|25|"cs_ext_list_price"|"float"|87667|"Dictionary"|"FixedSize4ByteAligned"|750732
"catalog_sales"|0|26|"cs_ext_tax"|"float"|29952|"Dictionary"|"FixedSize2ByteAligned"|319872
"catalog_sales"|0|27|"cs_coupon_amt"|"float"|18305|"Dictionary"|"FixedSize2ByteAligned"|273284
"catalog_sales"|0|28|"cs_ext_ship_cost"|"float"|63570|"Dictionary"|"FixedSize2ByteAligned"|454344
"catalog_sales"|0|29|"cs_net_paid"|"float"|76793|"Dictionary"|"FixedSize4ByteAligned"|707236
"catalog_sales"|0|30|"cs_net_paid_inc_tax"|"float"|84087|"Dictionary"|"FixedSize4ByteAligned"|736412
"catalog_sales"|0|31|"cs_net_paid_inc_ship"|"float"|85730|"Dictionary"|"FixedSize4ByteAligned"|742984
"catalog_sales"|0|32|"cs_net_paid_inc_ship_tax"|"float"|92181|"Dictionary"|"FixedSize4ByteAligned"|768788
"catalog_sales"|0|33|"cs_net_profit"|"float"|81339|"Dictionary"|"FixedSize4ByteAligned"|725420
"catalog_sales"|1|0|"cs_sold_date_sk"|"int"|95|"Dictionary"|"FixedSize1ByteAligned"|100444
"catalog_sales"|1|1|"cs_sold_time_sk"|"int"|10295|"Dictionary"|"FixedSize2ByteAligned"|241244
"catalog_sales"|1|2|"cs_ship_date_sk"|"int"|183|"Dictionary"|"FixedSize1ByteAligned"|100796
"catalog_sales"|1|3|"cs_bill_customer_sk"|"int"|10532|"Dictionary"|"FixedSize2ByteAligned"|242192
"catalog_sales"|1|4|"cs_bill_cdemo_sk"|"int"|11101|"Dictionary"|"FixedSize2ByteAligned"|244468
"catalog_sales"|1|5|"cs_bill_hdemo_sk"|"int"|5651|"Dictionary"|"FixedSize2ByteAligned"|222668
"catalog_sales"|1|6|"cs_bill_addr_sk"|"int"|9957|"Dictionary"|"FixedSize2ByteAligned"|239892
"catalog_sales"|1|7|"cs_ship_customer_sk"|"int"|10540|"Dictionary"|"FixedSize2ByteAligned"|242224
"catalog_sales"|1|8|"cs_ship_cdemo_sk"|"int"|11099|"Dictionary"|"FixedSize2ByteAligned"|244460
"catalog_sales"|1|9|"cs_ship_hdemo_sk"|"int"|5615|"Dictionary"|"FixedSize2ByteAligned"|222524
"catalog_sales"|1|10|"cs_ship_addr_sk"|"int"|9957|"Dictionary"|"FixedSize2ByteAligned"|239892
"catalog_sales"|1|11|"cs_call_center_sk"|"int"|3|"Dictionary"|"FixedSize1ByteAligned"|100076
"catalog_sales"|1|12|"cs_catalog_page_sk"|"int"|754|"Dictionary"|"FixedSize2ByteAligned"|203080
"catalog_sales"|1|13|"cs_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|100144
"catalog_sales"|1|14|"cs_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|100084
"catalog_sales"|1|15|"cs_item_sk"|"int"|9000|"Dictionary"|"FixedSize2ByteAligned"|236064
"catalog_sales"|1|16|"cs_promo_sk"|"int"|300|"Dictionary"|"FixedSize2ByteAligned"|201264
"catalog_sales"|1|17|"cs_order_number"|"int"|11139|"Dictionary"|"FixedSize2ByteAligned"|244620
"catalog_sales"|1|18|"cs_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|100464
"catalog_sales"|1|19|"cs_wholesale_cost"|"float"|9900|"Dictionary"|"FixedSize2ByteAligned"|239664
"catalog_sales"|1|20|"cs_list_price"|"float"|24751|"Dictionary"|"FixedSize2ByteAligned"|299068
"catalog_sales"|1|21|"cs_sales_price"|"float"|17793|"Dictionary"|"FixedSize2ByteAligned"|271236
"catalog_sales"|1|22|"cs_ext_discount_amt"|"float"|75318|"Dictionary"|"FixedSize4ByteAligned"|701336
"catalog_sales"|1|23|"cs_ext_sales_price"|"float"|75196|"Dictionary"|"FixedSize4ByteAligned"|700848
"catalog_sales"|1|24|"cs_ext_wholesale_cost"|"float"|79210|"Dictionary"|"FixedSize4ByteAligned"|716904
"catalog_sales"|1|25|"cs_ext_list_price"|"float"|87274|"Dictionary"|"FixedSize4ByteAligned"|749160
"catalog_sales"|1|26|"cs_ext_tax"|"float"|29818|"Dictionary"|"FixedSize2ByteAligned"|319336
"catalog_sales"|1|27|"cs_coupon_amt"|"float"|17966|"Dictionary"|"FixedSize2ByteAligned"|271928
"catalog_sales"|1|28|"cs_ext_ship_cost"|"float"|63315|"Dictionary"|"FixedSize2ByteAligned"|453324
"catalog_sales"|1|29|"cs_net_paid"|"float"|76873|"Dictionary"|"FixedSize4ByteAligned"|707556
"catalog_sales"|1|30|"cs_net_paid_inc_tax"|"float"|84031|"Dictionary"|"FixedSize4ByteAligned"|736188
"catalog_sales"|1|31|"cs_net_paid_inc_ship"|"float"|85667|"Dictionary"|"FixedSize4ByteAligned"|742732
"catalog_sales"|1|32|"cs_net_paid_inc_ship_tax"|"float"|92390|"Dictionary"|"FixedSize4ByteAligned"|769624
"catalog_sales"|1|33|"cs_net_profit"|"float"|81394|"Dictionary"|"FixedSize4ByteAligned"|725640
"catalog_sales"|2|0|"cs_sold_date_sk"|"int"|84|"Dictionary"|"FixedSize1ByteAligned"|100400
"catalog_sales"|2|1|"cs_sold_time_sk"|"int"|10242|"Dictionary"|"FixedSize2ByteAligned"|241032
"catalog_sales"|2|2|"cs_ship_date_sk"|"int"|172|"Dictionary"|"FixedSize1ByteAligned"|100752
"catalog_sales"|2|3|"cs_bill_customer_sk"|"int"|10467|"Dictionary"|"FixedSize2ByteAligned"|241932
"catalog_sales"|2|4|"cs_bill_cdemo_sk"|"int"|11016|"Dictionary"|"FixedSize2ByteAligned"|244128
"catalog_sales"|2|5|"cs_bill_hdemo_sk"|"int"|5665|"Dictionary"|"FixedSize2ByteAligned"|222724
"catalog_sales"|2|6|"cs_bill_addr_sk"|"int"|9888|"Dictionary"|"FixedSize2ByteAligned"|239616
"catalog_sales"|2|7|"cs_ship_customer_sk"|"int"|10480|"Dictionary"|"FixedSize2ByteAligned"|241984
"catalog_sales"|2|8|"cs_ship_cdemo_sk"|"int"|11016|"Dictionary"|"FixedSize2ByteAligned"|244128
"catalog_sales"|2|9|"cs_ship_hdemo_sk"|"int"|5699|"Dictionary"|"FixedSize2ByteAligned"|222860
"catalog_sales"|2|10|"cs_ship_addr_sk"|"int"|9875|"Dictionary"|"FixedSize2ByteAligned"|239564
"catalog_sales"|2|11|"cs_call_center_sk"|"int"|3|"Dictionary"|"FixedSize1ByteAligned"|100076
"catalog_sales"|2|12|"cs_catalog_page_sk"|"int"|724|"Dictionary"|"FixedSize2ByteAligned"|202960
"catalog_sales"|2|13|"cs_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|100144
"catalog_sales"|2|14|"cs_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|100084
"catalog_sales"|2|15|"cs_item_sk"|"int"|9000|"Dictionary"|"FixedSize2ByteAligned"|236064
"catalog_sales"|2|16|"cs_promo_sk"|"int"|300|"Dictionary"|"FixedSize2ByteAligned"|201264
"catalog_sales"|2|17|"cs_order_number"|"int"|11055|"Dictionary"|"FixedSize2ByteAligned"|244284
"catalog_sales"|2|18|"cs_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|100464
"catalog_sales"|2|19|"cs_wholesale_cost"|"float"|9900|"Dictionary"|"FixedSize2ByteAligned"|239664
"catalog_sales"|2|20|"cs_list_price"|"float"|24843|"Dictionary"|"FixedSize2ByteAligned"|299436
"catalog_sales"|2|21|"cs_sales_price"|"float"|17886|"Dictionary"|"FixedSize2ByteAligned"|271608
"catalog_sales"|2|22|"cs_ext_discount_amt"|"float"|75254|"Dictionary"|"FixedSize4ByteAligned"|701080
"catalog_sales"|2|23|"cs_ext_sales_price"|"float"|75409|"Dictionary"|"FixedSize4ByteAligned"|701700
"catalog_sales"|2|24|"cs_ext_wholesale_cost"|"float"|78851|"Dictionary"|"FixedSize4ByteAligned"|715468
"catalog_sales"|2|25|"cs_ext_list_price"|"float"|87349|"Dictionary"|"FixedSize4ByteAligned"|749460
"catalog_sales"|2|26|"cs_ext_tax"|"float"|30097|"Dictionary"|"FixedSize2ByteAligned"|320452
"catalog_sales"|2|27|"cs_coupon_amt"|"float"|18350|"Dictionary"|"FixedSize2ByteAligned"|273464
"catalog_sales"|2|28|"cs_ext_ship_cost"|"float"|63560|"Dictionary"|"FixedSize2ByteAligned"|454304
"catalog_sales"|2|29|"cs_net_paid"|"float"|76882|"Dictionary"|"FixedSize4ByteAligned"|707592
"catalog_sales"|2|30|"cs_net_paid_inc_tax"|"float"|84007|"Dictionary"|"FixedSize4ByteAligned"|736092
"catalog_sales"|2|31|"cs_net_paid_inc_ship"|"float"|85776|"Dictionary"|"FixedSize4ByteAligned"|743168
"catalog_sales"|2|32|"cs_net_paid_inc_ship_tax"|"float"|92125|"Dictionary"|"FixedSize4ByteAligned"|768564
"catalog_sales"|2|33|"cs_net_profit"|"float"|81199|"Dictionary"|"FixedSize4ByteAligned"|724860
"catalog_sales"|3|0|"cs_sold_date_sk"|"int"|201|"Dictionary"|"FixedSize1ByteAligned"|100868
"catalog_sales"|3|1|"cs_sold_time_sk"|"int"|10287|"Dictionary"|"FixedSize2ByteAligned"|241212
"catalog_sales"|3|2|"cs_ship_date_sk"|"int"|289|"Dictionary"|"FixedSize2ByteAligned"|201220
"catalog_sales"|3|3|"cs_bill_customer_sk"|"int"|10549|"Dictionary"|"FixedSize2ByteAligned"|242260
"catalog_sales"|3|4|"cs_bill_cdemo_sk"|"int"|11114|"Dictionary"|"FixedSize2ByteAligned"|244520
"catalog_sales"|3|5|"cs_bill_hdemo_sk"|"int"|5651|"Dictionary"|"FixedSize2ByteAligned"|222668
"catalog_sales"|3|6|"cs_bill_addr_sk"|"int"|9996|"Dictionary"|"FixedSize2ByteAligned"|240048
"catalog_sales"|3|7|"cs_ship_customer_sk"|"int"|10557|"Dictionary"|"FixedSize2ByteAligned"|242292
"catalog_sales"|3|8|"cs_ship_cdemo_sk"|"int"|11115|"Dictionary"|"FixedSize2ByteAligned"|244524
"catalog_sales"|3|9|"cs_ship_hdemo_sk"|"int"|5654|"Dictionary"|"FixedSize2ByteAligned"|222680
"catalog_sales"|3|10|"cs_ship_addr_sk"|"int"|10015|"Dictionary"|"FixedSize2ByteAligned"|240124
"catalog_sales"|3|11|"cs_call_center_sk"|"int"|3|"Dictionary"|"FixedSize1ByteAligned"|100076
"catalog_sales"|3|12|"cs_catalog_page_sk"|"int"|864|"Dictionary"|"FixedSize2ByteAligned"|203520
"catalog_sales"|3|13|"cs_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|100144
"catalog_sales"|3|14|"cs_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|100084
"catalog_sales"|3|15|"cs_item_sk"|"int"|9000|"Dictionary"|"FixedSize2ByteAligned"|236064
"catalog_sales"|3|16|"cs_promo_sk"|"int"|300|"Dictionary"|"FixedSize2ByteAligned"|201264
"catalog_sales"|3|17|"cs_order_number"|"int"|11135|"Dictionary"|"FixedSize2ByteAligned"|244604
"catalog_sales"|3|18|"cs_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|100464
"catalog_sales"|3|19|"cs_wholesale_cost"|"float"|9901|"Dictionary"|"FixedSize2ByteAligned"|239668
"catalog_sales"|3|20|"cs_list_price"|"float"|24815|"Dictionary"|"FixedSize2ByteAligned"|299324
"catalog_sales"|3|21|"cs_sales_price"|"float"|17990|"Dictionary"|"FixedSize2ByteAligned"|272024
"catalog_sales"|3|22|"cs_ext_discount_amt"|"float"|75483|"Dictionary"|"FixedSize4ByteAligned"|701996
"catalog_sales"|3|23|"cs_ext_sales_price"|"float"|75497|"Dictionary"|"FixedSize4ByteAligned"|702052
"catalog_sales"|3|24|"cs_ext_wholesale_cost"|"float"|79031|"Dictionary"|"FixedSize4ByteAligned"|716188
"catalog_sales"|3|25|"cs_ext_list_price"|"float"|87509|"Dictionary"|"FixedSize4ByteAligned"|750100
"catalog_sales"|3|26|"cs_ext_tax"|"float"|29827|"Dictionary"|"FixedSize2ByteAligned"|319372
"catalog_sales"|3|27|"cs_coupon_amt"|"float"|18072|"Dictionary"|"FixedSize2ByteAligned"|272352
"catalog_sales"|3|28|"cs_ext_ship_cost"|"float"|63553|"Dictionary"|"FixedSize2ByteAligned"|454276
"catalog_sales"|3|29|"cs_net_paid"|"float"|76882|"Dictionary"|"FixedSize4ByteAligned"|707592
"catalog_sales"|3|30|"cs_net_paid_inc_tax"|"float"|84111|"Dictionary"|"FixedSize4ByteAligned"|736508
"catalog_sales"|3|31|"cs_net_paid_inc_ship"|"float"|85794|"Dictionary"|"FixedSize4ByteAligned"|743240
"catalog_sales"|3|32|"cs_net_paid_inc_ship_tax"|"float"|92304|"Dictionary"|"FixedSize4ByteAligned"|769280
"catalog_sales"|3|33|"cs_net_profit"|"float"|81247|"Dictionary"|"FixedSize4ByteAligned"|725052
"catalog_sales"|4|0|"cs_sold_date_sk"|"int"|91|"Dictionary"|"FixedSize1ByteAligned"|100428
"catalog_sales"|4|1|"cs_sold_time_sk"|"int"|10307|"Dictionary"|"FixedSize2ByteAligned"|241292
"catalog_sales"|4|2|"cs_ship_date_sk"|"int"|179|"Dictionary"|"FixedSize1ByteAligned"|100780
"catalog_sales"|4|3|"cs_bill_customer_sk"|"int"|10526|"Dictionary"|"FixedSize2ByteAligned"|242168
"catalog_sales"|4|4|"cs_bill_cdemo_sk"|"int"|11091|"Dictionary"|"FixedSize2ByteAligned"|244428
"catalog_sales"|4|5|"cs_bill_hdemo_sk"|"int"|5640|"Dictionary"|"FixedSize2ByteAligned"|222624
"catalog_sales"|4|6|"cs_bill_addr_sk"|"int"|9996|"Dictionary"|"FixedSize2ByteAligned"|240048
"catalog_sales"|4|7|"cs_ship_customer_sk"|"int"|10534|"Dictionary"|"FixedSize2ByteAligned"|242200
"catalog_sales"|4|8|"cs_ship_cdemo_sk"|"int"|11096|"Dictionary"|"FixedSize2ByteAligned"|244448
"catalog_sales"|4|9|"cs_ship_hdemo_sk"|"int"|5644|"Dictionary"|"FixedSize2ByteAligned"|222640
