QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
b6e90b19f6849df0,396579,396579,96393960
b6e90b19f6849df0,119148,119148,28590304
b6e90b19f6849df0,25,25,10686
39db4fdfc7ced3a8,575136,575136,365503
39db4fdfc7ced3a8,1149174,1149174,197707504
39db4fdfc7ced3a8,1500000,1500000,3835998
39db4fdfc7ced3a8,25,25,5587
2339c1c426815457,22047,22047,40231
2339c1c426815457,88188,88188,11819435
2339c1c426815457,100139,100139,27734694
2339c1c426815457,1,1,19068
2339c1c426815457,1815,1815,366341
7892b628f929217a,108577,108577,63630
7892b628f929217a,3257577,3257577,655190718
7892b628f929217a,434308,434308,56437799
7892b628f929217a,15000000,15000000,47137350
7892b628f929217a,100000,100000,318078
7892b628f929217a,25,25,5518
5ae3617d2dec126b,573330,573330,715500
5ae3617d2dec126b,2296085,2296085,329428669
eb783ae587a58416,108590,108590,55038
eb783ae587a58416,3258047,3258047,674793203
eb783ae587a58416,434360,434360,56053229
eb783ae587a58416,15000000,15000000,48773347
eb783ae587a58416,100000,100000,321081
eb783ae587a58416,25,25,5448
4cc582ea095e45e9,1,1,7753
4cc582ea095e45e9,3973,3973,600045
4cc582ea095e45e9,317840,317840,49094218
5555d4bceea41a30,108915,108915,69427
5555d4bceea41a30,3264988,3264988,652589174
5555d4bceea41a30,435660,435660,56585942
5555d4bceea41a30,15000000,15000000,45249979
5555d4bceea41a30,100000,100000,303201
5555d4bceea41a30,25,25,5238
2b3b48f5f8c63576,100000,100000,205417
2b3b48f5f8c63576,1,1,4121
2b3b48f5f8c63576,5,5,5727
2b3b48f5f8c63576,300963,300963,26765514
2b3b48f5f8c63576,13406,13406,44841
2b3b48f5f8c63576,401934,401934,97985186
2b3b48f5f8c63576,120406,120406,28719729
2b3b48f5f8c63576,25,25,11315
e4f956c780ffb22a,100000,100000,171122
e4f956c780ffb22a,1,1,4400
e4f956c780ffb22a,5,5,6077
e4f956c780ffb22a,299436,299436,26548434
e4f956c780ffb22a,13354,13354,41908
e4f956c780ffb22a,400413,400413,98270505
e4f956c780ffb22a,120147,120147,29130841
e4f956c780ffb22a,25,25,10407
9762c3a887e47469,771883,771883,1493512
9762c3a887e47469,2000000,2000000,5153009
e7bb22c68d9903fa,2000000,2000000,6108778
e7bb22c68d9903fa,5235,5235,2545318
2fa6737db8f52313,1500000,1500000,4124601
2fa6737db8f52313,15000000,15000000,40029709
68f8842939305c8e,109151,109151,64747
68f8842939305c8e,3272229,3272229,647880383
68f8842939305c8e,436604,436604,56845698
68f8842939305c8e,15000000,15000000,46155948
68f8842939305c8e,100000,100000,348181
68f8842939305c8e,25,25,5867
19ae7b7a1d3226b,572774,572774,714592
19ae7b7a1d3226b,2289591,2289591,326750714
7074e6b7f9e896be,100000,100000,206883
7074e6b7f9e896be,1,1,4051
7074e6b7f9e896be,5,5,6845
7074e6b7f9e896be,300963,300963,26719765
7074e6b7f9e896be,13281,13281,41209
7074e6b7f9e896be,398357,398357,97281001
7074e6b7f9e896be,119096,119096,28622852
7074e6b7f9e896be,25,25,10337
56c6c72d3f4c9d0f,109108,109108,63769
56c6c72d3f4c9d0f,3276073,3276073,647144768
56c6c72d3f4c9d0f,436432,436432,56363693
56c6c72d3f4c9d0f,15000000,15000000,77023921
56c6c72d3f4c9d0f,100000,100000,476767
56c6c72d3f4c9d0f,25,25,4750
73b23b8a1b9c71cd,2000000,2000000,5406549
73b23b8a1b9c71cd,5191,5191,2619774
372adc484b8fa830,1500000,1500000,4003767
372adc484b8fa830,15000000,15000000,41133760
3db9ce4887350d09,100000,100000,234473
3db9ce4887350d09,1,1,4121
3db9ce4887350d09,5,5,6356
3db9ce4887350d09,299838,299838,27448746
3db9ce4887350d09,13011,13011,44213
3db9ce4887350d09,389521,389521,94760059
3db9ce4887350d09,117050,117050,27932427
3db9ce4887350d09,25,25,10826
ed6641de1dfe8bc1,7276947,7276947,508547
ed6641de1dfe8bc1,299496,299496,28986
ed6641de1dfe8bc1,298968,298968,51824698
6efe88bca5f93a8f,25,25,11874
6efe88bca5f93a8f,8073,8073,776615
6efe88bca5f93a8f,119524,119524,11844021
6efe88bca5f93a8f,1196022,1196022,186630251
6efe88bca5f93a8f,118081,118081,31010319
5e9a26b748af9519,2281938,2281938,511830
5e9a26b748af9519,1,1,9499
5e9a26b748af9519,5,5,7124
5e9a26b748af9519,20037,20037,1796432
5e9a26b748af9519,1829328,1829328,402504631
5e9a26b748af9519,1500000,1500000,3863936
4d7c2c73839ab778,25,25,12083
4d7c2c73839ab778,8040,8040,807836
4d7c2c73839ab778,119941,119941,11621911
4d7c2c73839ab778,1196453,1196453,193643391
4d7c2c73839ab778,117276,117276,31109640
716441263d3331d0,771731,771731,1573415
716441263d3331d0,2000000,2000000,5574388
afddbd311059b071,25,25,11595
afddbd311059b071,8032,8032,801759
afddbd311059b071,119541,119541,11341481
afddbd311059b071,1199953,1199953,198256213
afddbd311059b071,117962,117962,31315964
1aacb107fdbf7fbf,1500000,1500000,3899697
1aacb107fdbf7fbf,15000000,15000000,42593745
d21ed09f3404b929,100000,100000,164556
d21ed09f3404b929,1,1,17182
d21ed09f3404b929,5,5,6006
d21ed09f3404b929,299838,299838,26600818
d21ed09f3404b929,13249,13249,46447
d21ed09f3404b929,397230,397230,179281571
d21ed09f3404b929,118834,118834,28713722
d21ed09f3404b929,25,25,10965
bc962ef422efc295,25,25,10197
bc962ef422efc295,7962,7962,769351
bc962ef422efc295,120301,120301,11845069
bc962ef422efc295,1205958,1205958,188742176
bc962ef422efc295,115914,115914,31029807
c939bfc65c2f7df4,2275511,2275511,403848
c939bfc65c2f7df4,1,1,9429
c939bfc65c2f7df4,5,5,7054
c939bfc65c2f7df4,19837,19837,1758506
c939bfc65c2f7df4,1802832,1802832,398325271
c939bfc65c2f7df4,1500000,1500000,3938741
fba9571f0e588fb5,22026,22026,38135
fba9571f0e588fb5,88104,88104,11701745
fba9571f0e588fb5,99887,99887,27262328
fba9571f0e588fb5,45086,45086,3850037
fba9571f0e588fb5,1,1,4331
f632edfa7f34c022,25,25,11594
f632edfa7f34c022,7994,7994,769700
f632edfa7f34c022,120446,120446,11362225
f632edfa7f34c022,1204038,1204038,200716320
f632edfa7f34c022,116765,116765,31056278
f702225c6361ca48,25,25,10686
f702225c6361ca48,7988,7988,772564
f702225c6361ca48,119810,119810,11205980
f702225c6361ca48,1198527,1198527,198018807
f702225c6361ca48,116055,116055,31081562
ecfeeac6124271f3,100000,100000,205835
ecfeeac6124271f3,1,1,3981
ecfeeac6124271f3,5,5,6705
ecfeeac6124271f3,300270,300270,28779516
ecfeeac6124271f3,13246,13246,44980
ecfeeac6124271f3,397396,397396,96013720
ecfeeac6124271f3,119591,119591,29045838
ecfeeac6124271f3,25,25,10058
336825d9cca384dc,1,1,7892
336825d9cca384dc,4004,4004,513087
336825d9cca384dc,320320,320320,47932264
6cf267cd7600d268,796665,796665,1620561
7b6bd0b84b3710d9,25,25,11524
7b6bd0b84b3710d9,8083,8083,791492
7b6bd0b84b3710d9,119897,119897,12213714
7b6bd0b84b3710d9,1194456,1194456,197200564
7b6bd0b84b3710d9,117002,117002,30880686
e94b1537cecea7b4,1500000,1500000,4239706
e94b1537cecea7b4,14839870,14839870,544797
b8f2026884d8c3a8,109063,109063,61604
b8f2026884d8c3a8,3269137,3269137,663712665
b8f2026884d8c3a8,436252,436252,56540822
b8f2026884d8c3a8,15000000,15000000,72107410
b8f2026884d8c3a8,100000,100000,476627
b8f2026884d8c3a8,25,25,5099
d060259834fe79f7,108312,108312,61604
d060259834fe79f7,3248192,3248192,629939388
d060259834fe79f7,433248,433248,56150244
d060259834fe79f7,15000000,15000000,48316905
d060259834fe79f7,100000,100000,306763
d060259834fe79f7,25,25,5308
45337615a2f78d4e,1143839,1143839,1408718
7994976cdc25c131,793050,793050,1489111
99e86f072acca614,21789,21789,40231
99e86f072acca614,87156,87156,11575184
99e86f072acca614,99243,99243,27065642
99e86f072acca614,44798,44798,3840468
99e86f072acca614,1,1,4610
5f321b46b9d2445d,25,25,11595
5f321b46b9d2445d,8073,8073,878519
5f321b46b9d2445d,119524,119524,11216107
5f321b46b9d2445d,1196022,1196022,201918294
5f321b46b9d2445d,118081,118081,31472069
5689aad98171d7d2,59986052,59986052,179316424
5689aad98171d7d2,15000000,15000000,83466213
5689aad98171d7d2,1500000,1500000,4179010
497648c7e308ba08,762289,762289,1577047
35d02c51742c5c76,567767,567767,361800
35d02c51742c5c76,1135706,1135706,194449760
35d02c51742c5c76,1500000,1500000,3791855
35d02c51742c5c76,25,25,6566
b4a9d8860da090d4,2605114,2605114,3195233
b4a9d8860da090d4,292876,292876,68079616
f407b6343e686343,794117,794117,1726586
624c98b4f2dcea9d,100000,100000,206255
624c98b4f2dcea9d,1,1,4680
624c98b4f2dcea9d,5,5,6845
624c98b4f2dcea9d,300270,300270,26784373
624c98b4f2dcea9d,13247,13247,40999
624c98b4f2dcea9d,397706,397706,96135112
624c98b4f2dcea9d,119220,119220,28500692
624c98b4f2dcea9d,25,25,12083
913fa0955ef59461,100000,100000,207442
913fa0955ef59461,1,1,4051
913fa0955ef59461,5,5,6356
913fa0955ef59461,299436,299436,27986139
913fa0955ef59461,13375,13375,44283
913fa0955ef59461,401170,401170,97770759
913fa0955ef59461,120083,120083,28774697
913fa0955ef59461,25,25,11455
54c29f5f50c169e9,1920082,1920082,77110
54c29f5f50c169e9,1186660,1186660,147717725
54c29f5f50c169e9,100000,100000,271420
58d150518c8f1926,2077,2077,38066
58d150518c8f1926,62425,62425,18101291
58d150518c8f1926,62425,62425,18150672
8e622f0e207e6f18,7233144,7233144,507988
8e622f0e207e6f18,300036,300036,28917
8e622f0e207e6f18,300355,300355,51612436
394be8faae0702a1,21697,21697,35831
394be8faae0702a1,86788,86788,11824324
394be8faae0702a1,99311,99311,27356480
394be8faae0702a1,44672,44672,3847942
394be8faae0702a1,1,1,4540
306bc6df7241ccf9,2276638,2276638,426129
306bc6df7241ccf9,1,1,10267
306bc6df7241ccf9,5,5,7962
306bc6df7241ccf9,19837,19837,2074208
306bc6df7241ccf9,1807285,1807285,399978939
306bc6df7241ccf9,1500000,1500000,4837586
536dd168a332b7fe,2602575,2602575,3150671
536dd168a332b7fe,292760,292760,68941304
20e42e320de74706,7345690,7345690,509316
20e42e320de74706,299496,299496,28008
20e42e320de74706,298982,298982,51455004
5b8fbc10c745e39,2602463,2602463,3227502
5b8fbc10c745e39,293107,293107,68946961
8e477fc795ceaa60,573635,573635,697899
8e477fc795ceaa60,2292865,2292865,327675332
d5c636e19e8f112,554726,554726,717735
d5c636e19e8f112,2219494,2219494,317324822
f6311ed25cf11ce6,2037,2037,38555
f6311ed25cf11ce6,61411,61411,18447376
f6311ed25cf11ce6,61411,61411,17965860
d61fd9e7b69c5e1c,25,25,11874
d61fd9e7b69c5e1c,7943,7943,779269
d61fd9e7b69c5e1c,119712,119712,12955266
d61fd9e7b69c5e1c,1195933,1195933,194581489
d61fd9e7b69c5e1c,115469,115469,30781924
f5b4c95553e02910,8029,8029,39882
f5b4c95553e02910,1,1,8591
f5b4c95553e02910,5,5,7404
f5b4c95553e02910,19837,19837,1704306
f5b4c95553e02910,6338,6338,1668755
f5b4c95553e02910,5,5,4749
f5b4c95553e02910,19837,19837,1649267
f5b4c95553e02910,6338,6338,680158
2f32c1048edc6c8a,1,1,8172
2f32c1048edc6c8a,3934,3934,631755
2f32c1048edc6c8a,314720,314720,49236215
e9654abe67e3ba08,7909,7909,45679
e9654abe67e3ba08,1,1,9290
e9654abe67e3ba08,5,5,14877
e9654abe67e3ba08,20037,20037,1798668
e9654abe67e3ba08,6381,6381,1731825
e9654abe67e3ba08,5,5,4749
e9654abe67e3ba08,20037,20037,1701861
e9654abe67e3ba08,6381,6381,651032
8ca77c27f027329d,573955,573955,698109
8ca77c27f027329d,2294069,2294069,327066626
ec4f5aa44b3ce5b2,574033,574033,352861
ec4f5aa44b3ce5b2,1148771,1148771,196695509
ec4f5aa44b3ce5b2,1500000,1500000,3881188
ec4f5aa44b3ce5b2,25,25,6565
43ecd374c0c5990c,1,1,10337
43ecd374c0c5990c,3987,3987,533482
43ecd374c0c5990c,318960,318960,48218493
6a41bc0efaa0bd6,8042,8042,40371
6a41bc0efaa0bd6,1,1,8731
6a41bc0efaa0bd6,5,5,7823
6a41bc0efaa0bd6,20033,20033,1731196
6a41bc0efaa0bd6,6474,6474,1709334
6a41bc0efaa0bd6,5,5,4679
6a41bc0efaa0bd6,20033,20033,1678253
6a41bc0efaa0bd6,6474,6474,658925
85f4234992993c80,7979,7979,41837
85f4234992993c80,1,1,9499
85f4234992993c80,5,5,7473
85f4234992993c80,20037,20037,1772755
85f4234992993c80,6338,6338,1666100
85f4234992993c80,5,5,4680
85f4234992993c80,20037,20037,1662747
85f4234992993c80,6338,6338,646143
ce243643fa25f4,7258181,7258181,509315
ce243643fa25f4,299751,299751,28776
ce243643fa25f4,298371,298371,51580168
6de79e0ff3cde66e,573157,573157,735895
6de79e0ff3cde66e,2292924,2292924,326757629
eadbac3893d56f66,108399,108399,61953
eadbac3893d56f66,3248573,3248573,657025844
eadbac3893d56f66,433596,433596,56683377
eadbac3893d56f66,15000000,15000000,46463968
eadbac3893d56f66,100000,100000,318497
eadbac3893d56f66,25,25,4680
d4f9e149097d68f9,58839715,58839715,2621590
9a1adec8eeee6ec1,59027339,59027339,2397594
f0a40ffe87d431b1,2275919,2275919,408388
f0a40ffe87d431b1,1,1,12293
f0a40ffe87d431b1,5,5,6845
f0a40ffe87d431b1,20042,20042,1950651
f0a40ffe87d431b1,1823514,1823514,401991614
f0a40ffe87d431b1,1500000,1500000,4185855
6297251f15028a74,2000000,2000000,6609571
6297251f15028a74,5201,5201,2576400
57444d10d8dbc8b9,773845,773845,1579282
57444d10d8dbc8b9,2000000,2000000,5499025
548b15e67b35ba6b,2295103,2295103,1605684
548b15e67b35ba6b,100000,100000,277567
10a29f9a2f853b35,7994,7994,40232
10a29f9a2f853b35,1,1,9010
10a29f9a2f853b35,5,5,8032
10a29f9a2f853b35,20037,20037,1739928
10a29f9a2f853b35,6447,6447,1687473
10a29f9a2f853b35,5,5,4610
10a29f9a2f853b35,20037,20037,1696693
10a29f9a2f853b35,6447,6447,675897
f4516684c1a0528c,560174,560174,362639
f4516684c1a0528c,1120704,1120704,194873095
f4516684c1a0528c,1500000,1500000,3697074
f4516684c1a0528c,25,25,5518
c074ef7db223ee78,763563,763563,1501264
aa61c7c63d209daf,7364276,7364276,493740
aa61c7c63d209daf,299496,299496,28707
aa61c7c63d209daf,298890,298890,52046039
26fa2b5482e6fcbc,8003,8003,40720
26fa2b5482e6fcbc,1,1,9220
26fa2b5482e6fcbc,5,5,8591
26fa2b5482e6fcbc,20042,20042,2010929
26fa2b5482e6fcbc,6418,6418,1681536
26fa2b5482e6fcbc,5,5,4679
26fa2b5482e6fcbc,20042,20042,1662677
26fa2b5482e6fcbc,6418,6418,652918
8368ab7c633a1ab2,793843,793843,1497911
6fb3f7e54d76ceed,59543749,59543749,2417990
7a589f8ab18426d6,59459053,59459053,2635210
a6d3f28864ab737e,1500000,1500000,4298866
a6d3f28864ab737e,14838176,14838176,528523
70918466ca2b12e7,7283089,7283089,548498
70918466ca2b12e7,299751,299751,28148
70918466ca2b12e7,298160,298160,51949372
6081c4fbd55e16ea,59249867,59249867,2657420
8d5b7952e19e73c,2247222,2247222,1594159
8d5b7952e19e73c,100000,100000,285040
60b9fcce6fd0723e,1193614,1193614,1477307
8ff17054d4a307e7,1,1,8102
8ff17054d4a307e7,4044,4044,580977
8ff17054d4a307e7,323520,323520,50843574
c924415412bc1fe5,2275919,2275919,398330
c924415412bc1fe5,1,1,9149
c924415412bc1fe5,5,5,7683
c924415412bc1fe5,19837,19837,1736155
c924415412bc1fe5,1805025,1805025,399044403
c924415412bc1fe5,1500000,1500000,3939578
831b52708146a2fc,8094,8094,40161
831b52708146a2fc,1,1,8870
831b52708146a2fc,5,5,8731
831b52708146a2fc,20037,20037,1716319
831b52708146a2fc,6541,6541,1721628
831b52708146a2fc,5,5,4750
831b52708146a2fc,20037,20037,1678882
831b52708146a2fc,6541,6541,663325
293f860d984d2aa6,573530,573530,705372
293f860d984d2aa6,2293901,2293901,329012249
5730a8235428bd67,21719,21719,37856
5730a8235428bd67,86876,86876,11377661
5730a8235428bd67,98327,98327,27303326
5730a8235428bd67,44589,44589,3838512
5730a8235428bd67,1,1,4330
30f9c33deb29708f,573160,573160,874678
30f9c33deb29708f,2290320,2290320,327635869
f39f4116b27ebc04,7351900,7351900,515392
f39f4116b27ebc04,300276,300276,31012
f39f4116b27ebc04,301571,301571,51680466
e61e203cab97966a,7308340,7308340,522516
e61e203cab97966a,299751,299751,31430
e61e203cab97966a,298766,298766,51848655
f6190012594cc036,7388934,7388934,526986
f6190012594cc036,300441,300441,31361
f6190012594cc036,300069,300069,51695553
1f28a146cc97b628,7909,7909,39812
1f28a146cc97b628,1,1,9360
1f28a146cc97b628,5,5,9429
1f28a146cc97b628,20042,20042,1724980
1f28a146cc97b628,6347,6347,1655833
1f28a146cc97b628,5,5,4819
1f28a146cc97b628,20042,20042,1692432
1f28a146cc97b628,6347,6347,668354
66497423f466cd35,573544,573544,697619
66497423f466cd35,2296555,2296555,328741527
9f57b28f52fd20ed,573330,573330,362360
9f57b28f52fd20ed,1148153,1148153,197972779
9f57b28f52fd20ed,1500000,1500000,3555288
9f57b28f52fd20ed,25,25,6077
32494be5b6fe6fc3,2275511,2275511,403918
32494be5b6fe6fc3,1,1,10127
32494be5b6fe6fc3,5,5,7194
32494be5b6fe6fc3,20042,20042,1765700
32494be5b6fe6fc3,1822926,1822926,401563809
32494be5b6fe6fc3,1500000,1500000,4511127
f614909baf490586,1,1,9289
f614909baf490586,3945,3945,660321
f614909baf490586,315600,315600,54016736
939268245a9ddddf,108272,108272,63490
939268245a9ddddf,3248350,3248350,637968575
939268245a9ddddf,433088,433088,65597858
939268245a9ddddf,15000000,15000000,50450274
939268245a9ddddf,100000,100000,323176
939268245a9ddddf,25,25,5308
580bc766bcba5139,2275575,2275575,416560
580bc766bcba5139,1,1,10197
580bc766bcba5139,5,5,7823
580bc766bcba5139,20037,20037,1749356
580bc766bcba5139,1822399,1822399,398356562
580bc766bcba5139,1500000,1500000,4034709
d83cdc532da56832,573530,573530,346085
d83cdc532da56832,1147081,1147081,197192532
d83cdc532da56832,1500000,1500000,3956970
d83cdc532da56832,25,25,6356
cede475d1331e7a4,1913,1913,38415
cede475d1331e7a4,57361,57361,17674603
cede475d1331e7a4,57361,57361,17242816
ba82d0c32a2d0968,25,25,11804
ba82d0c32a2d0968,7984,7984,770748
ba82d0c32a2d0968,120039,120039,13314413
ba82d0c32a2d0968,1197910,1197910,211312407
ba82d0c32a2d0968,115630,115630,30682463
409143bccde7fd31,2281938,2281938,404267
409143bccde7fd31,1,1,9639
409143bccde7fd31,5,5,8312
409143bccde7fd31,20033,20033,1771707
409143bccde7fd31,1829011,1829011,403229001
409143bccde7fd31,1500000,1500000,4174121
1a48bd3a39e20462,59382844,59382844,2439292
4582f099547f7754,2293613,2293613,1855243
4582f099547f7754,100000,100000,279452
bdcc91d3da8eacbe,1,1,8451
bdcc91d3da8eacbe,3974,3974,536276
bdcc91d3da8eacbe,317920,317920,51492651
fe56436b8c0d101,2599982,2599982,3433337
fe56436b8c0d101,292428,292428,69347386
85c77cc53ff9fd3f,2603368,2603368,3259071
85c77cc53ff9fd3f,292049,292049,68696703
df6e2c89797dffb1,2606148,2606148,3166456
df6e2c89797dffb1,293048,293048,69069610
9fa95175b8e1f55d,1,1,7614
9fa95175b8e1f55d,4007,4007,563027
9fa95175b8e1f55d,320560,320560,49946196
e16ba5ded0a91c94,1925,1925,36599
e16ba5ded0a91c94,57206,57206,16936474
e16ba5ded0a91c94,57206,57206,17119260
ee94325d3e4bf0a8,2600265,2600265,3465257
ee94325d3e4bf0a8,291758,291758,68275813
b9d744d428f1b8a1,59986052,59986052,168094589
b9d744d428f1b8a1,15000000,15000000,81451023
b9d744d428f1b8a1,1500000,1500000,4160361
e91abaaf0361cf21,2605976,2605976,3183569
e91abaaf0361cf21,293241,293241,68631328
40dd02fd8b65a557,2602575,2602575,3351059
40dd02fd8b65a557,292760,292760,68916647
10e5998ac1cb05cc,1500000,1500000,4068794
10e5998ac1cb05cc,14838044,14838044,535647
c64dec9688a08c55,59986052,59986052,176262000
c64dec9688a08c55,15000000,15000000,83348872
c64dec9688a08c55,1500000,1500000,7416430
9eb6458e415e9749,1500000,1500000,3972127
9eb6458e415e9749,14838051,14838051,626655
4e4cb5b90ba5de03,58514505,58514505,2582686
b4a423000b41ba67,1500000,1500000,4271276
b4a423000b41ba67,14838692,14838692,526428
20133198d3a5604f,1500000,1500000,4248227
20133198d3a5604f,14838814,14838814,523493
5aa537e0d658225a,58635379,58635379,2618447
3cc1f8a9198cab80,1920122,1920122,74805
3cc1f8a9198cab80,1184208,1184208,143678685
3cc1f8a9198cab80,100000,100000,257452
96d8fcdffa88f938,747728,747728,1494419
96d8fcdffa88f938,2000000,2000000,5170121
4c3c6d9bd8a2091e,573635,573635,341965
4c3c6d9bd8a2091e,1145969,1145969,196737767
4c3c6d9bd8a2091e,1500000,1500000,3911012
4c3c6d9bd8a2091e,25,25,5448
f27e19dc8c403e8f,1500000,1500000,3996923
f27e19dc8c403e8f,14837428,14837428,556112
6cb6d54beeff1622,2000000,2000000,6498238
6cb6d54beeff1622,5014,5014,2440061
f16984c46aa94970,59123858,59123858,2598262
df58c685a959c044,746899,746899,1504616
df58c685a959c044,2000000,2000000,5309114
4b37ed37cf98bfac,573544,573544,340498
4b37ed37cf98bfac,1147414,1147414,197487071
4b37ed37cf98bfac,1500000,1500000,3888242
4b37ed37cf98bfac,25,25,6356
c2b1ab1624cdc91c,2275575,2275575,447502
c2b1ab1624cdc91c,1,1,9290
c2b1ab1624cdc91c,5,5,6845
c2b1ab1624cdc91c,20033,20033,1801740
c2b1ab1624cdc91c,1823061,1823061,401400020
c2b1ab1624cdc91c,1500000,1500000,4145275
7c90cd3a1b165fad,2053,2053,37368
7c90cd3a1b165fad,61600,61600,18537267
7c90cd3a1b165fad,61600,61600,18447376
8f1f30dfee59c323,771823,771823,1515722
8f1f30dfee59c323,2000000,2000000,5179271
dab074f4f1f6b006,749974,749974,1489041
dab074f4f1f6b006,2000000,2000000,5513273
a23672782a2a93af,773192,773192,1567967
a23672782a2a93af,2000000,2000000,5154825
cc8ca2d4264204b1,2293400,2293400,1563078
cc8ca2d4264204b1,100000,100000,265134
21810eadacd14054,108402,108402,62442
21810eadacd14054,3249597,3249597,662652128
21810eadacd14054,433608,433608,56417962
21810eadacd14054,15000000,15000000,43437692
21810eadacd14054,100000,100000,304877
21810eadacd14054,25,25,5168
9ba244c4795319f2,2247222,2247222,1644867
9ba244c4795319f2,100000,100000,218477
909500ae2ee65d1f,573851,573851,742949
909500ae2ee65d1f,2294282,2294282,328238358
129f61e2f3ecf0ef,2292672,2292672,1563636
129f61e2f3ecf0ef,100000,100000,262550
dbd83f57b52f1255,7941,7941,40231
dbd83f57b52f1255,1,1,8870
dbd83f57b52f1255,5,5,7962
dbd83f57b52f1255,20042,20042,1766189
dbd83f57b52f1255,6370,6370,1697112
dbd83f57b52f1255,5,5,4750
dbd83f57b52f1255,20042,20042,1691524
dbd83f57b52f1255,6370,6370,662347
a6887314ba57e85c,1919985,1919985,74665
a6887314ba57e85c,1189300,1189300,148039713
a6887314ba57e85c,100000,100000,280361
522ef8893e703a3a,759791,759791,1523824
239bb106372cd9ad,774428,774428,1492952
239bb106372cd9ad,2000000,2000000,5426245
a44a3d6989b5b76a,1500000,1500000,3608580
a44a3d6989b5b76a,14837583,14837583,519862
ab8e3343baeab48e,2000000,2000000,10920171
ab8e3343baeab48e,5318,5318,2587156
33d198b26945d669,2222921,2222921,1549388
33d198b26945d669,100000,100000,254867
554a5f5419b5d610,1193025,1193025,1429463
de539b0082efe7f2,7961,7961,40092
de539b0082efe7f2,1,1,9359
de539b0082efe7f2,5,5,7683
de539b0082efe7f2,20033,20033,1764792
de539b0082efe7f2,6502,6502,1698858
de539b0082efe7f2,5,5,5029
de539b0082efe7f2,20033,20033,1677834
de539b0082efe7f2,6502,6502,660112
f048d2943c79146a,2001,2001,37437
f048d2943c79146a,59943,59943,18073143
f048d2943c79146a,59943,59943,17987023
c285de8ddda592f2,2296048,2296048,1631108
c285de8ddda592f2,100000,100000,260106
3898d8ff5bfa1046,59608678,59608678,2827355
cca164d8b97d6685,2292672,2292672,1579841
cca164d8b97d6685,100000,100000,245996
ded3c663bd795a0f,1,1,9219
ded3c663bd795a0f,3988,3988,531177
