QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION|SINGLE_INPUT_ROWS|SINGLE_OUTPUT_ROWS|SINGLE_RUNTIME_NS|OPERATOR_POINTER
"56c6c72d3f4c9d0f"|"DATA"|"part"|"p_name"|2000000|109108|94053779|"TableScan Impl: ColumnLike p_name LIKE '%bisque%'"|2000000|109108|104880287|"0x7f08b5502770"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_size"|7886|812|306692|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"|2000000|199678|6104867|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_container"|79878|7886|8770808|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"|2000000|199475|225526292|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_brand"|2000000|79878|5182484|"TableScan Impl: ColumnVsValue p_brand = 'Brand#54'"|2000000|79878|3761123|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_size"|7962|1668|274773|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"|2000000|399409|8867474|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_container"|79781|7962|8415642|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"|2000000|200893|229132777|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_brand"|2000000|79781|5092522|"TableScan Impl: ColumnVsValue p_brand = 'Brand#24'"|2000000|79781|3345122|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_size"|7959|2363|276240|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"|2000000|598661|11966461|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_container"|80126|7959|8130952|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"|2000000|200116|223798449|"0x7f08fe23a5d0"
"73b23b8a1b9c71cd"|"REFERENCE"|"part"|"p_brand"|2000000|80126|4999627|"TableScan Impl: ColumnVsValue p_brand = 'Brand#45'"|2000000|80126|3346798|"0x7f08fe23a5d0"
"372adc484b8fa830"|"REFERENCE"|"customer"|"c_phone"|681624|190870|184515671|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('27', '29', '31', '12', '34', '17', '16')"|1500000|420260|373171936|"0x7f090003e8b0"
"3db9ce4887350d09"|"DATA"|"region"|"r_name"|5|1|31640|"TableScan Impl: ColumnVsValue r_name = 'MIDDLE EAST'"|5|1|31709|"0x7f08b5437ed0"
"3db9ce4887350d09"|"DATA"|"part"|"p_type"|2000000|13011|2289892|"TableScan Impl: ColumnVsValue p_type = 'LARGE POLISHED BRASS'"|2000000|13011|2938968|"0x7f08b4bbf170"
"ed6641de1dfe8bc1"|"DATA"|"orders"|"o_orderdate"|15000000|7276947|98160358|"TableScan Impl: ColumnVsValue o_orderdate < '1995-03-13'"|15000000|7276947|117635585|"0x7f08b4397410"
"ed6641de1dfe8bc1"|"DATA"|"customer"|"c_mktsegment"|1500000|299496|5759549|"TableScan Impl: ColumnVsValue c_mktsegment = 'FURNITURE'"|1500000|299496|6278922|"0x7f08b4397250"
"6efe88bca5f93a8f"|"REFERENCE"|"nation"|"n_name"|25|1|33945|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1|15645|"0x7f08b88042f0"
"6efe88bca5f93a8f"|"REFERENCE"|"nation"|"n_name"|25|1|8591|"TableScan Impl: ColumnVsValue n_name = 'KENYA'"|25|1|14458|"0x7f08b88042f0"
"5e9a26b748af9519"|"DATA"|"orders"|"o_orderdate"|15000000|2281938|53070327|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"|15000000|2281938|60775778|"0x7f08c07c5590"
"5e9a26b748af9519"|"DATA"|"region"|"r_name"|5|1|52245|"TableScan Impl: ColumnVsValue r_name = 'ASIA'"|5|1|30243|"0x7f08c07c4a30"
"4d7c2c73839ab778"|"REFERENCE"|"nation"|"n_name"|25|1|35482|"TableScan Impl: ColumnVsValue n_name = 'PERU'"|25|1|16553|"0x7f08b78689f0"
"4d7c2c73839ab778"|"REFERENCE"|"nation"|"n_name"|25|1|8451|"TableScan Impl: ColumnVsValue n_name = 'GERMANY'"|25|1|13969|"0x7f08b78689f0"
"716441263d3331d0"|"DATA"|"lineitem"|"l_shipdate"|59986052|771731|102041546|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1997-08-01' AND '1997-09-01'"|59986052|771731|114227672|"0x7f09053101d0"
"afddbd311059b071"|"REFERENCE"|"nation"|"n_name"|25|1|33316|"TableScan Impl: ColumnVsValue n_name = 'KENYA'"|25|1|31849|"0x7f08b7867870"
"afddbd311059b071"|"REFERENCE"|"nation"|"n_name"|25|1|8242|"TableScan Impl: ColumnVsValue n_name = 'CHINA'"|25|1|14249|"0x7f08b7867870"
"1aacb107fdbf7fbf"|"REFERENCE"|"customer"|"c_phone"|680987|190962|185579281|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('10', '19', '33', '18', '15', '14', '26')"|1500000|420984|377941493|"0x7f090003fbf0"
"d21ed09f3404b929"|"DATA"|"region"|"r_name"|5|1|29684|"TableScan Impl: ColumnVsValue r_name = 'MIDDLE EAST'"|5|1|28777|"0x7f08c07c21f0"
"d21ed09f3404b929"|"DATA"|"part"|"p_type"|2000000|13249|2342906|"TableScan Impl: ColumnVsValue p_type = 'PROMO ANODIZED BRASS'"|2000000|13249|2508021|"0x7f08b4bbbcf0"
"bc962ef422efc295"|"REFERENCE"|"nation"|"n_name"|25|1|32339|"TableScan Impl: ColumnVsValue n_name = 'INDONESIA'"|25|1|15576|"0x7f08d0952190"
"bc962ef422efc295"|"REFERENCE"|"nation"|"n_name"|25|1|9779|"TableScan Impl: ColumnVsValue n_name = 'CHINA'"|25|1|13480|"0x7f08d0952190"
"c939bfc65c2f7df4"|"DATA"|"orders"|"o_orderdate"|15000000|2275511|52533282|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1997-01-01' AND '1998-01-01'"|15000000|2275511|60772774|"0x7f08b4692330"
"c939bfc65c2f7df4"|"DATA"|"region"|"r_name"|5|1|52175|"TableScan Impl: ColumnVsValue r_name = 'AFRICA'"|5|1|28637|"0x7f08b4691df0"
"fba9571f0e588fb5"|"DATA"|"part"|"p_name"|2000000|22026|3500389|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'white' AND 'whitf'"|2000000|22026|3945585|"0x7f0901cad1d0"
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|34923|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1|15436|"0x7f08d0955370"
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|9080|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1|13131|"0x7f08d0955370"
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|33317|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1|14249|"0x7f08c07c1930"
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|8102|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1|13410|"0x7f08c07c1930"
"ecfeeac6124271f3"|"DATA"|"region"|"r_name"|5|1|28706|"TableScan Impl: ColumnVsValue r_name = 'ASIA'"|5|1|13899|"0x7f08b4bba710"
"ecfeeac6124271f3"|"DATA"|"part"|"p_type"|2000000|13246|2214739|"TableScan Impl: ColumnVsValue p_type = 'ECONOMY PLATED COPPER'"|2000000|13246|2380622|"0x7f08b4bba0f0"
"336825d9cca384dc"|"DATA"|"nation"|"n_name"|25|1|37088|"TableScan Impl: ColumnVsValue n_name = 'UNITED STATES'"|25|1|14458|"0x7f08ba5d8970"
"6cf267cd7600d268"|"REFERENCE"|"lineitem"|"l_quantity"|1659038|796665|36871704|"TableScan Impl: ColumnVsValue l_quantity < 25"|59986052|28790893|498926739|"0x7f08b468fd90"
"6cf267cd7600d268"|"REFERENCE"|"lineitem"|"l_discount"|9123688|1659038|74692750|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.02 AND 0.04001"|59986052|10907771|273462190|"0x7f08b468fd90"
"6cf267cd7600d268"|"DATA"|"lineitem"|"l_shipdate"|59986052|9123688|174395303|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"|59986052|9123688|189835402|"0x7f08b468fd90"
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|32199|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1|31151|"0x7f08b8800310"
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|8661|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1|13899|"0x7f08b8800310"
"e94b1537cecea7b4"|"DATA"|"orders"|"o_comment"|15000000|14839870|920312977|"TableScan Impl: ColumnLike o_comment NOT LIKE '%express%deposits%'"|15000000|14839870|1055627915|"0x7f08d09535b0"
"b8f2026884d8c3a8"|"DATA"|"part"|"p_name"|2000000|109063|105467341|"TableScan Impl: ColumnLike p_name LIKE '%white%'"|2000000|109063|123111700|"0x7f08b5434eb0"
"d060259834fe79f7"|"DATA"|"part"|"p_name"|2000000|108312|103337674|"TableScan Impl: ColumnLike p_name LIKE '%navy%'"|2000000|108312|120390441|"0x7f08b5435930"
"45337615a2f78d4e"|"REFERENCE"|"lineitem"|"l_quantity"|2486553|1143839|48346590|"TableScan Impl: ColumnVsValue l_quantity < 24"|59986052|27590886|437352275|"0x7f08b468fa10"
"45337615a2f78d4e"|"REFERENCE"|"lineitem"|"l_discount"|9109641|2486553|87536403|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.05 AND 0.07001"|59986052|16361562|355047387|"0x7f08b468fa10"
"45337615a2f78d4e"|"DATA"|"lineitem"|"l_shipdate"|59986052|9109641|181061240|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"|59986052|9109641|172618497|"0x7f08b468fa10"
"7994976cdc25c131"|"REFERENCE"|"lineitem"|"l_quantity"|1655688|793050|36864789|"TableScan Impl: ColumnVsValue l_quantity < 25"|59986052|28790893|371871199|"0x7f08b468f690"
"7994976cdc25c131"|"REFERENCE"|"lineitem"|"l_discount"|9099165|1655688|75029966|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.02 AND 0.04001"|59986052|10907771|234377354|"0x7f08b468f690"
"7994976cdc25c131"|"DATA"|"lineitem"|"l_shipdate"|59986052|9099165|180105471|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-01-01' AND '1995-01-01'"|59986052|9099165|170873542|"0x7f08b468f690"
"99e86f072acca614"|"DATA"|"part"|"p_name"|2000000|21789|3630372|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'slate' AND 'slatf'"|2000000|21789|3582039|"0x7f0901cae270"
"5f321b46b9d2445d"|"REFERENCE"|"nation"|"n_name"|25|1|36250|"TableScan Impl: ColumnVsValue n_name = 'KENYA'"|25|1|21583|"0x7f08b8802df0"
"5f321b46b9d2445d"|"REFERENCE"|"nation"|"n_name"|25|1|7962|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1|15506|"0x7f08b8802df0"
"497648c7e308ba08"|"REFERENCE"|"lineitem"|"l_quantity"|1657962|762289|36097254|"TableScan Impl: ColumnVsValue l_quantity < 24"|59986052|27590886|365760117|"0x7f08b468f310"
"497648c7e308ba08"|"REFERENCE"|"lineitem"|"l_discount"|9106637|1657962|81753874|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.04 AND 0.06001"|59986052|10908630|229628263|"0x7f08b468f310"
"497648c7e308ba08"|"DATA"|"lineitem"|"l_shipdate"|59986052|9106637|182290734|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1995-01-01' AND '1996-01-01'"|59986052|9106637|172426561|"0x7f08b468f310"
"35d02c51742c5c76"|"DATA"|"orders"|"o_orderdate"|15000000|567767|30502541|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1994-09-01' AND '1994-12-01'"|15000000|567767|30556182|"0x7f08b5500d30"
"b4a9d8860da090d4"|"REFERENCE"|"lineitem"|"l_shipmode"|9122650|1302011|72710388|"TableScan Impl: ColumnVsValue l_shipmode = 'SHIP'"|59986052|8571402|192721218|"0x7f08ba5d8510"
"b4a9d8860da090d4"|"DATA"|"lineitem"|"l_receiptdate"|59986052|9122650|171076234|"TableScan Impl: ColumnBetween l_receiptdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"|59986052|9122650|170256315|"0x7f08ba5d8510"
"b4a9d8860da090d4"|"REFERENCE"|"lineitem"|"l_shipmode"|9122650|1303103|73521228|"TableScan Impl: ColumnVsValue l_shipmode = 'FOB'"|59986052|8569760|188853789|"0x7f08ba5d8510"
"f407b6343e686343"|"REFERENCE"|"lineitem"|"l_quantity"|1654826|794117|36984294|"TableScan Impl: ColumnVsValue l_quantity < 25"|59986052|28790893|366265660|"0x7f08b468e510"
"f407b6343e686343"|"REFERENCE"|"lineitem"|"l_discount"|9099165|1654826|75849675|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.01 AND 0.03001"|59986052|10907886|230597932|"0x7f08b468e510"
"f407b6343e686343"|"DATA"|"lineitem"|"l_shipdate"|59986052|9099165|180229098|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-01-01' AND '1995-01-01'"|59986052|9099165|170560842|"0x7f08b468e510"
"624c98b4f2dcea9d"|"DATA"|"region"|"r_name"|5|1|31291|"TableScan Impl: ColumnVsValue r_name = 'ASIA'"|5|1|34085|"0x7f08d0952f90"
"624c98b4f2dcea9d"|"DATA"|"part"|"p_type"|2000000|13247|2318180|"TableScan Impl: ColumnVsValue p_type = 'PROMO PLATED NICKEL'"|2000000|13247|2362951|"0x7f08b4bbc930"
"913fa0955ef59461"|"DATA"|"region"|"r_name"|5|1|29825|"TableScan Impl: ColumnVsValue r_name = 'AMERICA'"|5|1|12712|"0x7f08d09556f0"
"913fa0955ef59461"|"DATA"|"part"|"p_type"|2000000|13375|2197347|"TableScan Impl: ColumnVsValue p_type = 'STANDARD BURNISHED COPPER'"|2000000|13375|1798108|"0x7f08b4bbdc70"
"54c29f5f50c169e9"|"REFERENCE"|"part"|"p_size"|1855263|296665|38634679|"TableScan Impl: ExpressionEvaluator (p_size) IN (36, 30, 45, 16, 25, 1, 12, 33)"|2000000|319702|34024582|"0x7f090a6aa0d0"
"54c29f5f50c169e9"|"REFERENCE"|"part"|"p_type"|1920082|0|81650|"TableScan Impl: ColumnVsValue p_type < 'ECONOMY ANODIZED'"|2000000|0|70684|"0x7f090a6aa0d0"
"54c29f5f50c169e9"|"DATA"|"part"|"p_brand"|2000000|1920082|10073152|"TableScan Impl: ColumnVsValue p_brand != 'Brand#41'"|2000000|1920082|11281204|"0x7f090a6aa0d0"
"54c29f5f50c169e9"|"REFERENCE"|"part"|"p_type"|1920082|1855263|16821787|"TableScan Impl: ColumnVsValue p_type >= 'ECONOMY ANODIZEE'"|2000000|1932631|9133028|"0x7f090a6aa0d0"
"54c29f5f50c169e9"|"REFERENCE"|"supplier"|"s_comment"|100000|56|6099069|"TableScan Impl: ColumnLike s_comment LIKE '%Customer%Complaints%'"|100000|56|6023147|"0x7f090a6aaa70"
"58d150518c8f1926"|"REFERENCE"|"part"|"p_brand"|50025|2077|760760|"TableScan Impl: ColumnVsValue p_brand = 'Brand#42'"|2000000|79652|3176794|"0x7f08fe2351d0"
"58d150518c8f1926"|"DATA"|"part"|"p_container"|2000000|50025|2958526|"TableScan Impl: ColumnVsValue p_container = 'JUMBO BAG'"|2000000|50025|2808427|"0x7f08fe2351d0"
