QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION|SINGLE_INPUT_ROWS|SINGLE_OUTPUT_ROWS|SINGLE_RUNTIME_NS|OPERATOR_POINTER
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|6556280|"TableScan Impl: ColumnVsValue cd_education_status = '2 yr Degree'"|1920800|274400|3321653|"0x7f7618d66790"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1088127|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3131743|"0x7f7618d66790"
"c49841c711905e98"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|6458774|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3358882|"0x7f7618d66790"
"c49841c711905e98"|"REFERENCE"|"customer_address"|"ca_country"|250000|242351|1924809|"TableScan Impl: ColumnVsValue ca_country = 'United States'"|250000|242351|1047337|"0x7f7618d7c630"
"c49841c711905e98"|"DATA"|"date_dim"|"d_year"|73049|366|116013|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|104280|"0x7f7618d7c7f0"
"5a7fd39201e63d24"|"REFERENCE"|"date_dim"|"d_moy"|365|214|24097|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 4 AND 10"|73049|42800|256683|"0x7f76164bc790"
"5a7fd39201e63d24"|"DATA"|"date_dim"|"d_year"|73049|365|128935|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|104350|"0x7f76164bc790"
"5a7fd39201e63d24"|"REFERENCE"|"date_dim"|"d_moy"|365|30|49940|"TableScan Impl: ColumnVsValue d_moy = 4"|73049|6000|101276|"0x7f76164bc790"
"7ee6cff3a8c3d580"|"REFERENCE"|"date_dim"|"d_moy"|365|30|15157|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|103022|"0x7f7616e87e70"
"7ee6cff3a8c3d580"|"DATA"|"date_dim"|"d_year"|73049|365|117480|"TableScan Impl: ColumnVsValue d_year = 1998"|73049|365|102744|"0x7f7616e87e70"
"7ee6cff3a8c3d580"|"DATA"|"item"|"i_manager_id"|102000|1836|194171|"TableScan Impl: ColumnVsValue i_manager_id = 8"|102000|1836|143743|"0x7f7616e86510"
"105285333f5ba7f4"|"DATA"|"customer_address"|"ca_state"|250000|2442|327367|"TableScan Impl: ColumnVsValue ca_state = 'NM'"|250000|2442|295028|"0x7f761e47d470"
"105285333f5ba7f4"|"DATA"|"customer_address"|"ca_state"|250000|12087|433672|"TableScan Impl: ColumnVsValue ca_state = 'GA'"|250000|12087|469922|"0x7f761e47d470"
"105285333f5ba7f4"|"DATA"|"customer_address"|"ca_state"|250000|9146|372906|"TableScan Impl: ColumnVsValue ca_state = 'KY'"|250000|9146|416421|"0x7f761e47d470"
"105285333f5ba7f4"|"REFERENCE"|"date_dim"|"d_moy"|365|91|30802|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 4 AND 6"|73049|18200|174126|"0x7f761e47d630"
"105285333f5ba7f4"|"DATA"|"date_dim"|"d_year"|73049|365|127119|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|104280|"0x7f761e47d630"
"105285333f5ba7f4"|"REFERENCE"|"date_dim"|"d_moy"|365|91|23259|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 4 AND 6"|73049|18200|160087|"0x7f761e47d630"
"105285333f5ba7f4"|"REFERENCE"|"date_dim"|"d_year"|73049|365|171821|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103930|"0x7f761e47d630"
"2e0ad00e44492b13"|"DATA"|"customer_address"|"ca_county"|250000|2319|36179602|"TableScan Impl: ExpressionEvaluator (ca_county) IN ('Rush County', 'Toole County', 'Jefferson County', 'Dona Ana County', 'La Porte County')"|250000|2319|41324020|"0x7f7615e44ed0"
"2e0ad00e44492b13"|"REFERENCE"|"date_dim"|"d_moy"|365|120|52663|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 1 AND 4"|73049|24049|201086|"0x7f7615e44450"
"2e0ad00e44492b13"|"DATA"|"date_dim"|"d_year"|73049|365|126700|"TableScan Impl: ColumnVsValue d_year = 2002"|73049|365|104419|"0x7f7615e44450"
"76277e5ed4da0819"|"DATA"|"date_dim"|"d_quarter_name"|73049|92|150378|"TableScan Impl: ColumnVsValue d_quarter_name = '2001Q3'"|73049|92|128516|"0x7f7616e85c50"
"76277e5ed4da0819"|"DATA"|"date_dim"|"d_quarter_name"|73049|91|89543|"TableScan Impl: ColumnVsValue d_quarter_name = '2001Q2'"|73049|91|106794|"0x7f7616e85c50"
"76277e5ed4da0819"|"DATA"|"date_dim"|"d_quarter_name"|73049|91|89962|"TableScan Impl: ColumnVsValue d_quarter_name = '2001Q1'"|73049|91|106864|"0x7f7616e85c50"
"a203e0bb1c413813"|"DATA"|"date_dim"|"d_month_seq"|73049|366|147584|"TableScan Impl: ColumnBetween d_month_seq BETWEEN INCLUSIVE 1200 AND 1211"|73049|366|121672|"0x7f761a4c57f0"
"747848d0ca9ebfbb"|"REFERENCE"|"date_dim"|"d_qoy"|365|91|12223|"TableScan Impl: ColumnVsValue d_qoy = 2"|73049|18200|144581|"0x7f76164bba70"
"747848d0ca9ebfbb"|"DATA"|"date_dim"|"d_year"|73049|365|101067|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|135291|"0x7f76164bba70"
"77eb7251971f23d"|"DATA"|"reason"|"r_reason_sk"|45|1|25563|"TableScan Impl: ColumnVsValue r_reason_sk = 1"|45|1|12712|"0x7f7615e42150"
"c1558ce7f598faf2"|"REFERENCE"|"date_dim"|"d_qoy"|365|91|14878|"TableScan Impl: ColumnVsValue d_qoy = 2"|73049|18200|134383|"0x7f761a4c5630"
"c1558ce7f598faf2"|"DATA"|"date_dim"|"d_year"|73049|365|116294|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103861|"0x7f761a4c5630"
"c1558ce7f598faf2"|"DATA"|"item"|"i_item_sk"|102000|10|1456144|"TableScan Impl: ExpressionEvaluator (i_item_sk) IN (2, 3, 5, 7, 11, 13, 17, 19, 23, 29)"|102000|10|1529552|"0x7f761a4c6350"
"a328efe777ccc703"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|38066|"TableScan Impl: ColumnVsValue t_minute >= 30"|86400|43200|238802|"0x7f7372a1d250"
"a328efe777ccc703"|"DATA"|"time_dim"|"t_hour"|86400|3600|83256|"TableScan Impl: ColumnVsValue t_hour = 20"|86400|3600|52943|"0x7f7372a1d250"
"a328efe777ccc703"|"DATA"|"household_demographics"|"hd_dep_count"|7200|720|58950|"TableScan Impl: ColumnVsValue hd_dep_count = 7"|7200|720|22770|"0x7f7372a1d410"
"a328efe777ccc703"|"DATA"|"store"|"s_store_name"|102|14|30173|"TableScan Impl: ColumnVsValue s_store_name = 'ese'"|102|14|19277|"0x7f7372a1cc30"
"48102a81fee54f33"|"DATA"|"item"|"i_manufact_id"|102000|180|164138|"TableScan Impl: ColumnVsValue i_manufact_id = 128"|102000|180|148702|"0x7f7615e41f90"
"48102a81fee54f33"|"DATA"|"date_dim"|"d_moy"|73049|6000|156314|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|101695|"0x7f7615e42af0"
"10dbdaceb474245a"|"REFERENCE"|"customer_demographics"|"cd_gender"|54880|27440|955699|"TableScan Impl: ColumnVsValue cd_gender = 'M'"|1920800|960400|5713451|"0x7f7616e88490"
"10dbdaceb474245a"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1342155|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3236930|"0x7f7616e88490"
"10dbdaceb474245a"|"DATA"|"customer_demographics"|"cd_education_status"|1920800|274400|3238468|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3363351|"0x7f7616e88490"
"10dbdaceb474245a"|"DATA"|"date_dim"|"d_year"|73049|366|96457|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|104629|"0x7f7616e88110"
"10dbdaceb474245a"|"REFERENCE"|"promotion"|"p_channel_email"|500|494|51825|"TableScan Impl: ColumnVsValue p_channel_email = 'N'"|500|494|16274|"0x7f7616e875b0"
"10dbdaceb474245a"|"REFERENCE"|"promotion"|"p_channel_event"|500|493|19975|"TableScan Impl: ColumnVsValue p_channel_event = 'N'"|500|493|15436|"0x7f7616e875b0"
"dfd5d73db008470"|"REFERENCE"|"date_dim"|"d_moy"|366|30|14667|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|107632|"0x7f7618d7fff0"
"dfd5d73db008470"|"DATA"|"date_dim"|"d_year"|73049|366|120903|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|102953|"0x7f7618d7fff0"
"dfd5d73db008470"|"DATA"|"item"|"i_manager_id"|102000|1847|171471|"TableScan Impl: ColumnVsValue i_manager_id = 1"|102000|1847|142275|"0x7f7618d7f8f0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1415284|"TableScan Impl: ColumnVsValue cd_marital_status = 'W'"|1920800|384160|3154932|"0x7f7615e464b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|6792638|"TableScan Impl: ColumnVsValue cd_education_status = '2 yr Degree'"|1920800|274400|3317952|"0x7f7615e464b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1014998|"TableScan Impl: ColumnVsValue cd_marital_status = 'M'"|1920800|384160|3112955|"0x7f7615e464b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5834075|"TableScan Impl: ColumnVsValue cd_education_status = 'Advanced Degree'"|1920800|274400|3342118|"0x7f7615e464b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|977771|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3128460|"0x7f7615e464b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_demographics"|"cd_education_status"|1920800|274400|5601697|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3317603|"0x7f7615e464b0"
"e9628864b4c79dc2"|"REFERENCE"|"customer_address"|"ca_country"|250000|242351|1666310|"TableScan Impl: ColumnVsValue ca_country = 'United States'"|250000|242351|960310|"0x7f7615e46670"
"e9628864b4c79dc2"|"DATA"|"date_dim"|"d_year"|73049|365|102953|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|104560|"0x7f7615e46910"
"62abd1717043ab45"|"DATA"|"date_dim"|"d_year"|73049|366|186419|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|107283|"0x7f7615e41dd0"
"62abd1717043ab45"|"DATA"|"store"|"s_state"|102|32|47495|"TableScan Impl: ColumnVsValue s_state = 'TN'"|102|32|14808|"0x7f7615e41a50"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1374966|0|29370830|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 2323 AND 3323"|28800991|288808|54129956|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1374966|62364279|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 6 AND 10"|28800991|1374966|64440025|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1374966|271517|26252358|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 31 AND 51"|28800991|5556411|133556291|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1374966|94371|21695133|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 90 AND 100"|28800991|1928983|91139535|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1374768|0|29331786|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 7326 AND 8326"|28800991|18624|52852826|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1374768|58851178|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 26 AND 30"|28800991|1374768|64283919|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1374768|270454|24217891|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 7 AND 27"|28800991|5559007|133666927|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1374768|31042|20065842|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 154 AND 164"|28800991|638579|64124881|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1374815|1244|21275569|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 459 AND 1459"|28800991|1391363|70657832|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1374815|58738238|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 0 AND 5"|28800991|1374815|63536850|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1374815|271190|24227460|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 57 AND 77"|28800991|5559718|129316166|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1374815|94370|21501731|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 8 AND 18"|28800991|1928975|78063575|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1375524|0|28905728|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 6071 AND 7071"|28800991|36003|50465639|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1375524|59333673|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 16 AND 20"|28800991|1375524|63780192|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1375524|271454|24168370|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 38 AND 58"|28800991|5557354|129190094|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1375524|47718|20123535|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 135 AND 145"|28800991|988108|63869175|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1372592|0|27488348|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 12214 AND 13214"|28800991|1105|52525739|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1372592|57953521|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 11 AND 15"|28800991|1372592|63668648|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1372592|270647|23952686|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 79 AND 99"|28800991|5560090|129222783|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1372592|41817|19985031|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 142 AND 152"|28800991|853960|61323228|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_coupon_amt"|1373693|37760|20113896|"TableScan Impl: ColumnBetween ss_coupon_amt BETWEEN INCLUSIVE 836 AND 1836"|28800991|908335|63550958|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"DATA"|"store_sales"|"ss_quantity"|28800991|1373693|56592577|"TableScan Impl: ColumnBetween ss_quantity BETWEEN INCLUSIVE 21 AND 25"|28800991|1373693|63462673|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_wholesale_cost"|1373693|270838|24980677|"TableScan Impl: ColumnBetween ss_wholesale_cost BETWEEN INCLUSIVE 17 AND 37"|28800991|5556704|129253933|"0x7f7616e851d0"
"33a6c8baa243ee1a"|"REFERENCE"|"store_sales"|"ss_list_price"|1373693|61249|21344996|"TableScan Impl: ColumnBetween ss_list_price BETWEEN INCLUSIVE 122 AND 132"|28800991|1258473|68335251|"0x7f7616e851d0"
"a5ed8e369e84a26a"|"REFERENCE"|"customer_demographics"|"cd_gender"|54880|27440|1005988|"TableScan Impl: ColumnVsValue cd_gender = 'M'"|1920800|960400|5600790|"0x7f7615e44290"
"a5ed8e369e84a26a"|"REFERENCE"|"customer_demographics"|"cd_marital_status"|274400|54880|1391188|"TableScan Impl: ColumnVsValue cd_marital_status = 'S'"|1920800|384160|3818676|"0x7f7615e44290"
"a5ed8e369e84a26a"|"DATA"|"customer_demographics"|"cd_education_status"|1920800|274400|3959135|"TableScan Impl: ColumnVsValue cd_education_status = 'College'"|1920800|274400|3514987|"0x7f7615e44290"
"a5ed8e369e84a26a"|"DATA"|"date_dim"|"d_year"|73049|366|98971|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|114407|"0x7f7615e43c70"
"a5ed8e369e84a26a"|"REFERENCE"|"promotion"|"p_channel_email"|500|494|45889|"TableScan Impl: ColumnVsValue p_channel_email = 'N'"|500|494|18509|"0x7f7615e40fd0"
"a5ed8e369e84a26a"|"REFERENCE"|"promotion"|"p_channel_event"|500|493|22769|"TableScan Impl: ColumnVsValue p_channel_event = 'N'"|500|493|15436|"0x7f7615e40fd0"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|33107|"TableScan Impl: ColumnVsValue t_minute >= 30"|86400|43200|259197|"0x7f761e0d1010"
"b5449accdea88518"|"DATA"|"time_dim"|"t_hour"|86400|3600|131869|"TableScan Impl: ColumnVsValue t_hour = 11"|86400|3600|140111|"0x7f761e0d1010"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|720|720|26681|"TableScan Impl: ColumnVsValue hd_vehicle_count <= 4"|7200|7200|50079|"0x7f761e0d1390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_dep_count"|7200|720|70684|"TableScan Impl: ColumnVsValue hd_dep_count = 2"|7200|720|23189|"0x7f761e0d1390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|720|480|22560|"TableScan Impl: ColumnVsValue hd_vehicle_count <= 2"|7200|4800|38904|"0x7f761e0d1390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_dep_count"|7200|720|24026|"TableScan Impl: ColumnVsValue hd_dep_count = 0"|7200|720|21722|"0x7f761e0d1390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|720|720|16274|"TableScan Impl: ColumnVsValue hd_vehicle_count <= 6"|7200|7200|42816|"0x7f761e0d1390"
"b5449accdea88518"|"REFERENCE"|"household_demographics"|"hd_dep_count"|7200|720|23888|"TableScan Impl: ColumnVsValue hd_dep_count = 4"|7200|720|22560|"0x7f761e0d1390"
"b5449accdea88518"|"DATA"|"store"|"s_store_name"|102|14|45050|"TableScan Impl: ColumnVsValue s_store_name = 'ese'"|102|14|19557|"0x7f761e0d1c50"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|29056|"TableScan Impl: ColumnVsValue t_minute < 30"|86400|43200|310535|"0x7f761e0d1010"
"b5449accdea88518"|"DATA"|"time_dim"|"t_hour"|86400|3600|116154|"TableScan Impl: ColumnVsValue t_hour = 12"|86400|3600|125373|"0x7f761e0d1010"
