QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
a5ed8e369e84a26a,366,366,3841
a5ed8e369e84a26a,76828,76828,9040413
a5ed8e369e84a26a,500,500,7543
b5449accdea88518,1800,1800,9569
b5449accdea88518,7200,7200,31361
b5449accdea88518,14,14,17112
b5449accdea88518,33429,33429,4172864
b5449accdea88518,1800,1800,5587
b5449accdea88518,38764,38764,4864337
b5449accdea88518,1800,1800,9988
b5449accdea88518,34838,34838,4326733
b5449accdea88518,1800,1800,7683
b5449accdea88518,39239,39239,4806365
b5449accdea88518,1800,1800,6705
b5449accdea88518,19602,19602,2482736
b5449accdea88518,1800,1800,6775
b5449accdea88518,58059,58059,6782021
b5449accdea88518,1800,1800,6146
b5449accdea88518,58153,58153,6814639
b5449accdea88518,1800,1800,6426
b5449accdea88518,38906,38906,4850996
d226deafa3236031,30,30,8521
d226deafa3236031,590830,590830,65486453
d226deafa3236031,122,122,9290
d226deafa3236031,182689,182689,19117476
d226deafa3236031,1096,1096,9988
d226deafa3236031,2251829,2251829,230555464
d226deafa3236031,102,102,10966
d226deafa3236031,3,3,9010
b3cb9453eb547241,92,92,4610
b3cb9453eb547241,1465918,1465918,159419747
b3cb9453eb547241,250000,250000,665490
b3cb9453eb547241,91,91,8242
b3cb9453eb547241,790723,790723,84899447
b3cb9453eb547241,91,91,9150
b3cb9453eb547241,839034,839034,88777352
b3cb9453eb547241,208405,208405,22066712
b3cb9453eb547241,16757,16757,2553490
b3cb9453eb547241,218552,218552,23537803
b3cb9453eb547241,17668,17668,2374126
b3cb9453eb547241,384845,384845,39898329
b3cb9453eb547241,30140,30140,3149624
c3eb0f228a4c62a1,1328,1328,11804
1f3f852eeffeb3fb,1096,1096,23888
1f3f852eeffeb3fb,4800,4800,12153
1f3f852eeffeb3fb,413294,413294,44257959
1f3f852eeffeb3fb,31,31,16763
1f3f852eeffeb3fb,1200,1200,313328
f2542843ada8b55c,500000,500000,1623844
f2542843ada8b55c,426807,426807,46246956
f2542843ada8b55c,250000,250000,760411
f2542843ada8b55c,274,274,8242
f2542843ada8b55c,804611,804611,82926025
f2542843ada8b55c,1592130,1592130,145363293
f2542843ada8b55c,3099118,3099118,315074531
ec84b20b69353252,2875432,2875432,7310683
ec84b20b69353252,73049,73049,204159
ec84b20b69353252,3,3,5937
ec84b20b69353252,21,21,10128
ec84b20b69353252,102000,102000,271281
ec84b20b69353252,1439749,1439749,3207735
ec84b20b69353252,719217,719217,1289562
43e0ae6c5f21fc66,31,31,4609
43e0ae6c5f21fc66,31,31,15086
43e0ae6c5f21fc66,288747,288747,33329197
43e0ae6c5f21fc66,500000,500000,789466
43e0ae6c5f21fc66,250000,250000,399238
43e0ae6c5f21fc66,102000,102000,251165
43e0ae6c5f21fc66,102000,102000,170075
c472acfef2176cba,31,31,8800
c472acfef2176cba,2040000,2040000,181145333
c472acfef2176cba,102000,102000,279383
c472acfef2176cba,10,10,13830
c472acfef2176cba,28,28,11036
c472acfef2176cba,2040000,2040000,177395455
2b7e6ed9df8e2f99,72,72,22001
2b7e6ed9df8e2f99,4800,4800,10337
2b7e6ed9df8e2f99,118710,118710,13149018
2b7e6ed9df8e2f99,31,31,11525
2b7e6ed9df8e2f99,14,14,16414
ac2f9c4228030d9d,366,366,5658
ac2f9c4228030d9d,5519143,5519143,527458859
ac2f9c4228030d9d,30,30,8661
ea189fd9834a0c7c,31,31,8591
ea189fd9834a0c7c,2040000,2040000,181764307
ea189fd9834a0c7c,102000,102000,286018
ea189fd9834a0c7c,10,10,15017
ea189fd9834a0c7c,28,28,8801
ea189fd9834a0c7c,2040000,2040000,177645573
2f68c8df87906c39,30,30,4121
2f68c8df87906c39,1847,1847,12922
2f68c8df87906c39,16100,16100,4947104
